Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233007	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233016	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233022	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233040	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Regular	MP	notMinister	NB	Nye Borgerlige	Opposition	Right to far-right	MathiesenLarsBoje	Mathiesen, Lars Boje	M	1975	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233645	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233651	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Regular	MP	notMinister	V	Venstre	Opposition	Centre-right	HeitmannJane	Heitmann, Jane	F	1968	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233701	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233703	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Regular	MP	notMinister	NB	Nye Borgerlige	Opposition	Right to far-right	MathiesenLarsBoje	Mathiesen, Lars Boje	M	1975	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233743	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233754	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Regular	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	AdsbølKarina	Adsbøl, Karina	F	1976	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233939	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331233949	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-31-20191-M89	ParlaMint-DK_20200331234457	Hansard of the session of the Danish Parliament (Folketinget), 20191, M89 (2020-03-31), final version	2020-03-31	Unicameralism	Regeringen Mette Frederiksen	20191	M89	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
