Session,Date,Coalition,Opposition
ParlaMint-PT-en_2015-01-07-meta.tsv,2015-01-07,22,23
ParlaMint-PT-en_2015-01-08-meta.tsv,2015-01-08,21,24
ParlaMint-PT-en_2015-01-09-meta.tsv,2015-01-09,20,23
ParlaMint-PT-en_2015-01-14-meta.tsv,2015-01-14,16,21
ParlaMint-PT-en_2015-01-15-meta.tsv,2015-01-15,13,14
ParlaMint-PT-en_2015-01-16-meta.tsv,2015-01-16,9,15
ParlaMint-PT-en_2015-01-21-meta.tsv,2015-01-21,16,19
ParlaMint-PT-en_2015-01-22-meta.tsv,2015-01-22,24,32
ParlaMint-PT-en_2015-01-28-meta.tsv,2015-01-28,20,23
ParlaMint-PT-en_2015-01-29-meta.tsv,2015-01-29,18,20
ParlaMint-PT-en_2015-01-30-meta.tsv,2015-01-30,11,18
ParlaMint-PT-en_2015-02-04-meta.tsv,2015-02-04,18,21
ParlaMint-PT-en_2015-02-05-meta.tsv,2015-02-05,20,23
ParlaMint-PT-en_2015-02-06-meta.tsv,2015-02-06,17,16
ParlaMint-PT-en_2015-02-11-meta.tsv,2015-02-11,16,16
ParlaMint-PT-en_2015-02-12-meta.tsv,2015-02-12,18,23
ParlaMint-PT-en_2015-02-13-meta.tsv,2015-02-13,20,19
ParlaMint-PT-en_2015-02-18-meta.tsv,2015-02-18,18,13
ParlaMint-PT-en_2015-02-19-meta.tsv,2015-02-19,15,19
ParlaMint-PT-en_2015-02-20-meta.tsv,2015-02-20,13,19
ParlaMint-PT-en_2015-02-25-meta.tsv,2015-02-25,20,22
ParlaMint-PT-en_2015-02-26-meta.tsv,2015-02-26,15,19
ParlaMint-PT-en_2015-02-27-meta.tsv,2015-02-27,12,13
ParlaMint-PT-en_2015-03-04-meta.tsv,2015-03-04,16,11
ParlaMint-PT-en_2015-03-05-meta.tsv,2015-03-05,18,23
ParlaMint-PT-en_2015-03-06-meta.tsv,2015-03-06,15,18
ParlaMint-PT-en_2015-03-11-meta.tsv,2015-03-11,13,13
ParlaMint-PT-en_2015-03-12-meta.tsv,2015-03-12,16,22
ParlaMint-PT-en_2015-03-18-meta.tsv,2015-03-18,15,27
ParlaMint-PT-en_2015-03-19-meta.tsv,2015-03-19,11,23
ParlaMint-PT-en_2015-03-20-meta.tsv,2015-03-20,15,22
ParlaMint-PT-en_2015-03-25-meta.tsv,2015-03-25,20,23
ParlaMint-PT-en_2015-03-26-meta.tsv,2015-03-26,17,17
ParlaMint-PT-en_2015-03-27-meta.tsv,2015-03-27,19,17
ParlaMint-PT-en_2015-04-01-meta.tsv,2015-04-01,7,9
ParlaMint-PT-en_2015-04-02-meta.tsv,2015-04-02,20,18
ParlaMint-PT-en_2015-04-08-meta.tsv,2015-04-08,19,12
ParlaMint-PT-en_2015-04-09-meta.tsv,2015-04-09,14,17
ParlaMint-PT-en_2015-04-10-meta.tsv,2015-04-10,24,25
ParlaMint-PT-en_2015-04-15-meta.tsv,2015-04-15,11,21
ParlaMint-PT-en_2015-04-16-meta.tsv,2015-04-16,21,17
ParlaMint-PT-en_2015-04-17-meta.tsv,2015-04-17,12,17
ParlaMint-PT-en_2015-04-22-meta.tsv,2015-04-22,17,14
ParlaMint-PT-en_2015-04-23-meta.tsv,2015-04-23,15,17
ParlaMint-PT-en_2015-04-24-meta.tsv,2015-04-24,19,15
ParlaMint-PT-en_2015-04-25-meta.tsv,2015-04-25,3,5
ParlaMint-PT-en_2015-04-29-meta.tsv,2015-04-29,15,15
ParlaMint-PT-en_2015-04-30-meta.tsv,2015-04-30,24,24
ParlaMint-PT-en_2015-05-06-meta.tsv,2015-05-06,11,15
ParlaMint-PT-en_2015-05-07-meta.tsv,2015-05-07,18,17
ParlaMint-PT-en_2015-05-08-meta.tsv,2015-05-08,21,18
ParlaMint-PT-en_2015-05-13-meta.tsv,2015-05-13,19,21
ParlaMint-PT-en_2015-05-14-meta.tsv,2015-05-14,10,9
ParlaMint-PT-en_2015-05-15-meta.tsv,2015-05-15,27,24
ParlaMint-PT-en_2015-05-20-meta.tsv,2015-05-20,10,16
ParlaMint-PT-en_2015-05-21-meta.tsv,2015-05-21,20,20
ParlaMint-PT-en_2015-05-22-meta.tsv,2015-05-22,21,21
ParlaMint-PT-en_2015-05-27-meta.tsv,2015-05-27,17,19
ParlaMint-PT-en_2015-05-28-meta.tsv,2015-05-28,16,16
ParlaMint-PT-en_2015-05-29-meta.tsv,2015-05-29,17,17
ParlaMint-PT-en_2015-06-03-meta.tsv,2015-06-03,10,8
ParlaMint-PT-en_2015-06-04-meta.tsv,2015-06-04,12,8
ParlaMint-PT-en_2015-06-05-meta.tsv,2015-06-05,15,16
ParlaMint-PT-en_2015-06-11-meta.tsv,2015-06-11,13,13
