ParlaMint-FR_2020-02-25-O1165.u1	The next item is the question to the Government.
ParlaMint-FR_2020-02-25-O1165.u2	Mr Olivier Faure has the floor.
ParlaMint-FR_2020-02-25-O1165.u3	Prime Minister, to date, nearly 800,000 people have been infected with coronavirus worldwide. In Europe, our Italian neighbours and friends are the most affected today. I would like to tell them, on behalf of all of us, our solidarity. Your Minister of Health is in Rome, with his European counterparts, because, obviously, the answer must be closely coordinated. Fortunately, the worst is never certain, but in order to counter the threat, we need cooperation, composure and unity, so that our care workers, who are already very hard-pressed, can work in the best conditions. Of course, I want to pay tribute to their dedication. With regard to this epidemic, polemics and overbidding are not only indecent, but also dangerous: it is not necessary to add to the crisis a climate of psychosis. That is why I ask you, Prime Minister, to make all the transparency on the management of this epidemic. This is the necessary condition to create a climate of trust, which allows the mobilization of all and the stigmatization of none. In this regard, the manifestations of hostility towards our Asian compatriots are just as irrational as they are unattainable. For these reasons, I hope that, as in the case of the state of emergency, you will bring together the leaders of parties and presidents of parliamentary groups. I also suggest that all the elected representatives – in particular our mayors, both in metropolitan France and overseas – should be closely associated with the plans that will be developed, because they are the ones who are already being questioned very directly on the ground. [[Applause on the SOC benches]] Prime Minister, in this fight, no one must or cannot miss.
ParlaMint-FR_2020-02-25-O1165.u4	The Prime Minister has the floor.
ParlaMint-FR_2020-02-25-O1165.u5	As you may know, the Government's unique and absolute priority is to protect our fellow citizens from the serious risk of an epidemic of coronavirus.
ParlaMint-FR_2020-02-25-O1165.u6	Not Saturdays and Sundays!
ParlaMint-FR_2020-02-25-O1165.u7	If it appeared in China, everything indicates that it is being transmitted all over the world and that we are in a situation that could lead to a pandemic – it is not I who say it, but the world health organisation, the WHO. I'm going to answer your questions. First of all, as you said, the Minister of Solidarity and Health, Olivier Véran, is in Rome today, where he meets his counterparts, especially those of the border countries of Italy. It is clear that coordination at European level is essential to deal with the crisis. France was the first country in the European Union to call for it. Even if we are slightly outside the traditional competences of the European Union, it is essential, in view of the free movement of people, to be able to talk to each other, to take joint decisions and to coordinate actions. In advance of its partners, France did so from the beginning of the epidemic. I am therefore pleased that Olivier Véran is in Rome today to make progress in this area. You rightly state that the risk of an epidemic requires perfect coordination and transparent information: that is what we are doing. As you know, a press briefing is held every day at the Ministry of Solidarity and Health. The Director General responsible for the subject or the Minister shall set out as precisely as possible the facts, the uncertainties – because it is just as important to say what we do not know as what we know – the state of our knowledge and the actions we are taking. In the same spirit of transparency, I have addressed today to all the mayors of France and the presidents of the departmental and regional councils, a letter indicating the measures we have already taken and the state of our knowledge to date. However, I prefer to be perfectly clear: our knowledge necessarily evolves with the passing days; In order to deal with the problem, of course, we need to be responsive and to make the necessary decisions as we move forward. [[Applause on the benches of the LaREM, MODEM, SOC, GDR and FI groups]] A word of our degree of preparation. As soon as the virus appeared in China, we organized, with the agreement and in good intelligence with the Chinese authorities, the repatriation to the national territory of a number of our fellow citizens. At the request of some European countries, we took the opportunity to return several European citizens. There is general agreement that repatriation operations have been remarkably organized. I am not saying this to satisfy myself as Head of Government, but because it means that the State departments and the local elected representatives concerned, as well as all those who contributed to these operations, have done a remarkable job. I would like to congratulate them. [[Applause on a few benches of the SOC group. – Mrs Naïma Moutchou also applauds]] The remarkable work done by health services, administrative services and local elected officials when cases were identified in Contamines-Montjoie is also to be commended. Again, there is general agreement that operations have been carried out remarkably and we must say so, not to ensure that there will never be a problem, but to welcome the fact that the French system is vigilant and alert on these matters. Finally, we have ensured that the French system is ready. All university hospitals – CHU – and 70 additional hospitals with an emergency medical aid service – SAMU – are particularly vigilant and ready, all over the country to accommodate any sick people. There are currently no patients with coronavirus hospitalized in France.
ParlaMint-FR_2020-02-25-O1165.u8	Ah?
ParlaMint-FR_2020-02-25-O1165.u9	None.
ParlaMint-FR_2020-02-25-O1165.u10	You don't know that!
ParlaMint-FR_2020-02-25-O1165.u11	As usual...
