ParlaMint-FR_2020-01-21-O1123.u1	The next item is the question to the Government.
ParlaMint-FR_2020-01-21-O1123.u2	Mr Eric Ciotti has the floor.
ParlaMint-FR_2020-01-21-O1123.u3	Prime Minister, last week the crime figures for 2019 were published in catimi.
ParlaMint-FR_2020-01-21-O1123.u4	Ah!
ParlaMint-FR_2020-01-21-O1123.u5	We understand your unusual discretion, because these figures are "a return to almost forty years back," according to the very expression of the former president of the National Observatoire de la délinquent et des résponses criminales.
ParlaMint-FR_2020-01-21-O1123.u6	That's not good!
ParlaMint-FR_2020-01-21-O1123.u7	Violence is taking place in our country – unfortunately, it is even exploding. We see this on a daily basis: + 8% for assaults, which average 715 per day, an increase of 21% in three years; + 9% for homicides; + 12% for sexual violence; + 19% for rape; + 11% for scams. [[Applause on the benches of the LR Group and among non-attached Members]] Police officers and gendarmes are not only on the front line against this violence, they have become the targets themselves: they suffered 178 acts of violence and outrages a day in 2019! The police and gendarmes deserve the support of the nation, not the stigma to which you exposed them!
ParlaMint-FR_2020-01-21-O1123.u8	He's right!
ParlaMint-FR_2020-01-21-O1123.u9	At the same time, we learn that DGSI – the Directorate-General for Internal Security – estimates that 150 neighbourhoods in the Republic have now passed into the hands of Islamists. These results indicate your Government's total failure to protect the French. They are the direct result of your renunciations: renunciation of the fight against Islamist communitarianism; to break with Ms. Taubira's criminal laxity; to build the promised 15,000 prison places; to place the jihadists released from prison in secure custody. [[Applause on the benches of the LR Group and among non-attached Members]] Prime Minister, the situation is serious. When are you finally going to act to restore the authority of the state?
ParlaMint-FR_2020-01-21-O1123.u10	[[Protests on the benches of the LR group]] The Secretary of State to the Minister of the Interior has the floor.
ParlaMint-FR_2020-01-21-O1123.u11	To the Chief of Staff!
ParlaMint-FR_2020-01-21-O1123.u12	The reality is – fortunately – not as black as you describe it.
ParlaMint-FR_2020-01-21-O1123.u13	Naïve!
ParlaMint-FR_2020-01-21-O1123.u14	You are right to point out that some items are changing very negatively, such as sexual violence, which is up 12%. It's less than last year...
ParlaMint-FR_2020-01-21-O1123.u15	Is everything all right, then?
ParlaMint-FR_2020-01-21-O1123.u16	... but the increase is real, probably because of the complaint facilitation mechanism we created. You are also right to point out that violence against public authorities, including police and gendarmes, is increasing by 4%. No doubt this is the result of the violence of the demonstrations – especially those of the yellow vests. [[Applause on the benches of the LaREM group. – Protests on the benches of the LR group]] But, fortunately – you will agree, Mr. MP – some items are evolving positively. I am thinking in particular of the number of violent flights, which, again this year, is decreasing by 2%. Remember, these are the thefts that you couldn't control when you exercised power before 2012. Since 2017, they have decreased by 10%.
ParlaMint-FR_2020-01-21-O1123.u17	It's all right, then!
ParlaMint-FR_2020-01-21-O1123.u18	[[Exclaims on the benches of the LR group]] The same holds true for burglaries: their numbers remain stable this year, but they have fallen by 6% since 2017. The same applies to the number of auto-related flights – to which our citizens are particularly sensitive – which has fallen by 5% since 2017. [[Protests on the benches of the LR group]] [[Applause on several benches of the LaREM group]] Several indicators are therefore evolving favourably. On the other hand, you are sufficiently aware of these questions, honourable Member, that the figures do not reflect the reality of service activity. Look at the action we are taking to combat drug trafficking: the number of people involved has increased by 12 per cent, thanks to the national plan to combat drugs, which, at the request of the Prime Minister and the President of the Republic, provides for stronger leadership and produces quite exceptional results.
ParlaMint-FR_2020-01-21-O1123.u19	Yes, really exceptional...
ParlaMint-FR_2020-01-21-O1123.u20	So no, MP, the reality isn't as dark as you describe it. We will continue our action, including against communalism. Do I have to remind you that we, with Christophe Castaner, have circulated a circular to all the prefects...
