ParlaMint-FR_2020-12-01-O1099.u1	The next item is the question to the Government.
ParlaMint-FR_2020-12-01-O1099.u2	Mr Olivier Falorni has the floor.
ParlaMint-FR_2020-12-01-O1099.u3	[["Very good! » on the benches of the LT group]] [[Applause on the benches of the LT group]] Prime Minister, between the beating of Michel Zecler and the lynching of police officers, the Republic was struck and defiled with scarlet red. The worst thing would be to fall into the spiral of camp against camp, blood for blood. France does not need arsonists. [[Smile]] I will not do the autopsy of the too famous article 24 of the comprehensive security bill: I am a legislator, not a forensic.
ParlaMint-FR_2020-12-01-O1099.u4	This one's beautiful!
ParlaMint-FR_2020-12-01-O1099.u5	[[Applause on the benches of the LT, LaREM, Dem and Agir ens groups]] [[Prime Minister makes a gesture of denial]] Legislators who have been totally flouted and who have had to turn into firefighters as a matter of urgency. This article 24 – which unfortunately undermined the excellent legislative work of our colleagues Fauvergue and Thourot, whom I salute – is constitutionally fragile – and you, Prime Minister, have judiciously seized the Constitutional Council,...
ParlaMint-FR_2020-12-01-O1099.u6	Where is the majority?
ParlaMint-FR_2020-12-01-O1099.u7	...legally unnecessary...
ParlaMint-FR_2020-12-01-O1099.u8	No, no, no, no, no, no, no, You weren't here!
ParlaMint-FR_2020-12-01-O1099.u9	...and politically partial – other servants of the state deserve protection as well as prison guards or teachers: Samuel Paty's blood will never dry in our memories.
ParlaMint-FR_2020-12-01-O1099.u10	That's for sure!
ParlaMint-FR_2020-12-01-O1099.u11	The Minister of the Interior yesterday referred to the "seven capital sins of the police". It's time to move on to the ten commandments. I don't have time to decline this secular and republican decalogue from training to coaching through equipment, control... as much, therefore, of the commands necessary to ensure the protection of the police and the security of the French. [[Applause on the benches of the LT group]] My question is very simple: can you give us clearly and precisely your position on this piece of legislation, particularly on its section 24?
ParlaMint-FR_2020-12-01-O1099.u12	The Prime Minister has the floor.
ParlaMint-FR_2020-12-01-O1099.u13	Is it Castaner or Darmanin who's right? You have to choose!
ParlaMint-FR_2020-12-01-O1099.u14	Thank you for giving me the opportunity at the outset to respond to the proposal for a law on global security, in particular on its famous article 24.
ParlaMint-FR_2020-12-01-O1099.u15	Take it all off!
ParlaMint-FR_2020-12-01-O1099.u16	In my policy statement, last July – a statement widely endorsed by the Assembly –...
ParlaMint-FR_2020-12-01-O1099.u17	Remove article 24!
ParlaMint-FR_2020-12-01-O1099.u18	...I have indicated that strengthening the security of our citizens is one of the Government's main concerns.
ParlaMint-FR_2020-12-01-O1099.u19	Words!
ParlaMint-FR_2020-12-01-O1099.u20	Some of them had asked for action.
ParlaMint-FR_2020-12-01-O1099.u21	Well, there's nothing!
ParlaMint-FR_2020-12-01-O1099.u22	[[Applause on the benches of the LaREM group]] Now, with this bill, drawn up by the parliamentary majority – which I welcome – here is one, of great ambition.
ParlaMint-FR_2020-12-01-O1099.u23	Measles!
ParlaMint-FR_2020-12-01-O1099.u24	You are right, MP, to say that this is an excellent text that will strengthen the intervention of municipal police, create a municipal police in Paris,...
ParlaMint-FR_2020-12-01-O1099.u25	That's another subject!
ParlaMint-FR_2020-12-01-O1099.u26	... to guide and consolidate the action of private security and to ensure better protection of the internal security forces.
ParlaMint-FR_2020-12-01-O1099.u27	And always criminal laxism!
ParlaMint-FR_2020-12-01-O1099.u28	[[Applause on the benches of the LaREM group]] The Government, united with its majority, fully supports this text and defends it with the vigour our fellow citizens expect. With regard to article 24,...
ParlaMint-FR_2020-12-01-O1099.u29	Take it off!
ParlaMint-FR_2020-12-01-O1099.u30	...in my answer, right here, last Tuesday, to President Patrick Mignola, I said,...
ParlaMint-FR_2020-12-01-O1099.u31	You said it, things!
ParlaMint-FR_2020-12-01-O1099.u32	[[Applause on the benches of the LaREM group]] ...and I repeat here, that we fully assume our objective of protecting the internal security forces. But we understand...
ParlaMint-FR_2020-12-01-O1099.u33	It is the famous "at the same time"...
ParlaMint-FR_2020-12-01-O1099.u34	... that this text has raised questions...
ParlaMint-FR_2020-12-01-O1099.u35	That's the least we can say!
ParlaMint-FR_2020-12-01-O1099.u36	... concerning freedom of expression and freedom of the press to which the majority and the Government are deeply committed. So Parliament – and the majority within it – has taken over its rights: we must put the work back on the job until any ambiguity is removed.
ParlaMint-FR_2020-12-01-O1099.u37	What is the status of your draft committee on Rule 24?
ParlaMint-FR_2020-12-01-O1099.u38	[[Applause on the benches of the LR group]] We must both protect the police and the gendarmes and protect freedom of the press.
ParlaMint-FR_2020-12-01-O1099.u39	We could have settled this right now, here, with our amendments – if only you did not despise Parliament...
ParlaMint-FR_2020-12-01-O1099.u40	[[Protests on the benches of the LR group]] We don't give up, we don't step back; We listen, we calm down because, in the present circumstances, this is the only way to go.
ParlaMint-FR_2020-12-01-O1099.u41	Capitulation!
ParlaMint-FR_2020-12-01-O1099.u42	[[Applause on the benches of the LaREM group]] And in consultation and wisdom, I have no doubt that we will find a balanced solution.
ParlaMint-FR_2020-12-01-O1099.u43	Mr Michel Larive has the floor.
ParlaMint-FR_2020-12-01-O1099.u44	Mr. Minister of National Education, Youth and Sports, according to Mediapart and Libération, the ministry that you lead would be at the origin of the creation of the Avenir High School Trade Union.
ParlaMint-FR_2020-12-01-O1099.u45	It's warm-up!
ParlaMint-FR_2020-12-01-O1099.u46	[["Congratulation! » on the benches of the FI group]] [[Applause on the benches of the FI and GDR groups]] If this information were confirmed, it would be the construction of all parts, by the instrumentalization of young high school students, of a propaganda organ to the balance of power this in a delicate political moment for you with the contestation of various destructive reforms of national education and of the public school. In your answers, apart from food metaphors and insults, you announced the creation of an administrative survey, led by the Directorate General of School Education, the DGESCO, an organization suspected of having designed Avenir lycléen. But you accused the young people of another union of being close to our ideas. I am delighted: I am delighted that the young people of France are taking over political issues from an early age...
ParlaMint-FR_2020-12-01-O1099.u47	So what's the problem?
