ParlaMint-FR_2020-01-28-O1126.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-01-28-O1126.u2	I call Mrs Stéphanie Do to speak on her question No 897 on the situation in the Conforama Group.
ParlaMint-FR_2020-01-28-O1126.u3	Madam Secretary of State to the Minister of Economy and Finance, I would like to draw your attention to the situation of the Conforama Group, which, in July 2019, announced the closure of thirty-two stores and ten depots in France, as well as the elimination of more than 1900 jobs across the country. Since 2017, the group has been facing the challenges faced by its shareholder, the Steinhoff Group, as well as the evolution of consumption patterns – including the development of the digital economy. The transformation plan particularly affects the tenth constituency of Seine-et-Marne, notably the city of Chelles, where a store is threatened with closure, and Lognes, where the group's head office is located. The latter could also be subject to abolition of posts. This restructuring is a cause of great concern for the group's employees. While the consequences for them are impressive, the commercial and economic fabric of the territory is also very shaken. For the stores targeted by closures, the management of the group is prepared to favour buyers who retain the employees, thereby limiting the impact on employment. However, to date, there are no buyers. In response to this situation, I call upon the Government to take the measures it intends to take to support, support and provide a future for all employees at risk, and the strategy it intends to implement to ensure that the digital economy does not consolidate at the expense of local commerce.
ParlaMint-FR_2020-01-28-O1126.u4	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2020-01-28-O1126.u5	As you said, the Conforama group is going through a deep crisis. Like many retail brands located on the outskirts of our cities, it faces a transformation that we must amply accompany, in particular by ensuring that the conditions for the exercise of their profession are balanced and that they work under conditions of fair competition. This has led us in particular to introduce a digital services tax: this first step that is unique in the world – and on which many countries are following us today – allows us to value the balance of competition. With regard to the Conforama file, I took stock yesterday with one of its directors. I mean here all the commitment of the Government to ensure that, individually, employees affected by the social plan can benefit from support that allows them to bounce back, by performing another occupation or an equivalent occupation that corresponds to their aspirations. Things are very clear: we will defend every job and make sure that unemployment is reduced. With regard to the shops, we will also have to work hand in hand with Conforama – what we do: our intervention alongside the employees, which is relatively distinctive, has enabled us to obtain conditions of social supervision and quality accompaniment. We can never be satisfied with this kind of situation. Never. But in any case, today we have reached an agreement that satisfies the employees, and we will mobilize to minimize the footprint on the territory and the consequences on the employees.
ParlaMint-FR_2020-01-28-O1126.u6	Mr Damien Pichereau has the floor to put his question, No. 894, on the fight against overpacking.
ParlaMint-FR_2020-01-28-O1126.u7	My question is about e-commerce. Like almost 40 million of my fellow citizens, I have already had the opportunity to order from online shopping sites or platforms. What was not my surprise the day I received a package four to five times larger than the product ordered! This is a reality: according to the Conseil national de l'package, in France, almost 50% of the packages are empty. Far from me the idea of fighting e-commerce, which represents a change in the consumption patterns of our fellow citizens. However, overpacking is an aberration. A logistical aberration first, since the parcels occupy space in the warehouses; an ecological aberration then: in terms of transport, if we divide the size of the parcels by two, we can put twice as much in a truck and, mathematically, decrease the number of trucks on the roads and pollution; Finally, an economic aberration, because nothing is free: we must pay for the packaging and their transport. That is why we absolutely have to fight overpacking. According to the Environmental Code, "packaging must be designed and manufactured in such a way as to limit its volume and mass". It must be noted that this is not the case. Moreover, no sanction from the Directorate-General for Competition, Consumer Affairs and Fraud Prevention – DGCCRF – concerns the fight against over-volume. My question is therefore simple: at a time when more than 500 million parcels are exchanged and circulated every year on our roads, and while this figure is constantly increasing, what is the Government's plan to combat overpacking?
ParlaMint-FR_2020-01-28-O1126.u8	The Secretary of State to the Minister for the Ecological and Solidarity Transition has the floor.
ParlaMint-FR_2020-01-28-O1126.u9	Through the examples of bad packaging practices you describe, your question raises the whole issue of the fight against overpacking. Whether it is on-line or in-store, electronic products or vegetables, overpacking leads to waste of our resources and generates unnecessary waste, some of which is not recycled. The draft law on the fight against waste and the circular economy, recently adopted by the National Assembly, provides for several measures to combat these bad practices. As of 1 January 2022, an electronic reporting device will allow consumers to report products with packaging that they consider excessive to the eco-organism. These alerts will allow for the setting of malus, which will encourage manufacturers and distributors to review the packaging they use. The law goes even further, prohibiting overpacking of fruit and vegetables. These measures are therefore concrete and ambitious; You can count on the commitment of the Ministry of the Ecological and Solidarity Transition to ensure its implementation. Indeed, the issue of overpacking is an important one, and the Government is committed to promoting good practices and encouraging companies to be more resource-efficient – especially for cardboard packaging, on which your question drew attention.
ParlaMint-FR_2020-01-28-O1126.u10	Mr Damien Pichereau has the floor.
ParlaMint-FR_2020-01-28-O1126.u11	Thank you for your answer, Madam Secretary of State. I welcome the measures taken by the Government, which must now be communicated, as they affect the ecology of everyday life. On this subject, the French are waiting for us. With the measures you have just outlined, we are taking the right direction; Now, to our citizens and consumers to play the game and report abusive practices.
ParlaMint-FR_2020-01-28-O1126.u12	Mr Jean-Pierre Vigier has the floor to put his question, No 904, on the development of the RN88.
ParlaMint-FR_2020-01-28-O1126.u13	As you know, Madam Secretary of State, the development of road infrastructure is essential in order to strengthen the attractiveness of rural areas and thus ensure their economic development.
ParlaMint-FR_2020-01-28-O1126.u14	That's right!
ParlaMint-FR_2020-01-28-O1126.u15	My department of Haute-Loire is crossed by two nationals: the RN102 and the RN88. On 13 July 2018, Élisabeth Borne, Minister for the Ecological and Solidarity Transition, came to inaugurate the bypass of the city of Puy-en-Velay. If this is a very beautiful achievement...,
ParlaMint-FR_2020-01-28-O1126.u16	That's right.
ParlaMint-FR_2020-01-28-O1126.u17	... there is however a black dot on the RN88, in the continuation of the bypass: the crossing of the village of Les Baraques, on the commune of Cussac-sur-Loire. Indeed, this road used daily by 12,000 light vehicles and heavy vehicles – and I stress this figure – poses two problems: first, the crossing is dangerous for the residents. However, the number of pedestrians in the village is high due to the existence of housing and commercial activities. Secondly, this road causes noise nuisances and pollution which degrades the living environment of the inhabitants. In a letter dated June 6, 2019, I contacted Minister Elizabeth Borne to ask her to confirm the commitment of the funds necessary to launch the studies of this circumvention.
ParlaMint-FR_2020-01-28-O1126.u18	It's very important.
