ParlaMint-FR_2020-05-19-O1216.u1	The next item is the question to the Government.
ParlaMint-FR_2020-05-19-O1216.u2	Mr Fabrice Brun has the floor.
ParlaMint-FR_2020-05-19-O1216.u3	Minister of Solidarity and Health, after the state scandal of masks, here comes the health care premium. Men and women risked their skin in the hospital everywhere in France and, to thank them, you are saving the premiums: the caregivers will only receive the 1500 euro premium in forty departments. [[Applause on the benches of the LR group. – MM. Boris Vallaud and Sébastien Jumel also applaud]] It is a shame and an injustice that we solemnly ask you to repair. The "covid -19 premium" must be paid to all hospital staff in France, without exception. It is the honour of the country: the recognition of their work must be the same regardless of the department. For example, how can the department of Ardèche, with three hospitals, including Aubenas, which is heavily mobilized, be forgotten, while the neighbouring department of Drôme is eligible? The rate of hospitalization and occupancy of beds in resuscitation is nevertheless higher according to Public Health France. Willing to divide in order to better reign or unsurpassed bureaucratic capacity to set up gas factories, it is always that the feeling of injustice spreads like a drag of powder in the hospitals of the sixty departments of France relegated to the second zone. How did they demerit, minister? This feeling of injustice also benefits those who were sent to the front at the beginning of the epidemic, often without protection, in EHPAD, the world of disability and the home services sector. Minister, the French do not just want to applaud these people or to see them award a medal. They ask you to do better for the army of health, addiction and disability. Do you plan to upgrade these humane professions on a daily basis tomorrow and respond today to our demand for justice and fairness regarding the caregiver premium? (Applause from the LR Group and from the non-attached Members. – Mr Dominique Potier and Mrs Laurence Dumont also applaud.)
ParlaMint-FR_2020-05-19-O1216.u4	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-05-19-O1216.u5	Mr President, you are asking me about the premiums for carers. First of all, I want to raise the risk of incomprehension: all the caregivers who have been involved in the hospital in recent weeks receive a premium.
ParlaMint-FR_2020-05-19-O1216.u6	They don't all get the 1500 Euro bonus!
ParlaMint-FR_2020-05-19-O1216.u7	Your question suggested that some did not touch any of them. Let us remain factual: in forty departments, but also in some other departments for hospitals heavily mobilized in the context of the epidemic – who have urgently received patients of the covid -19 in resuscitation – it is the maximum premium of 1500 euros, non-taxed and exempt from social contributions, that is paid. It concerns 500,000 caregivers. For the others, the premium paid is 500 euros, still without contributions or taxation. All caregivers mobilized during the epidemic therefore receive a premium. I have heard the mobilization in some territories of hospital directors and elected officials who have criticized us and drew my attention to the fact that national indicators do not always take into account territorial realities, for example when two neighbouring hospitals shared the sick. I have already made several corrections to the device, to extend the maximum premium payment to more caregivers, and I continue to revise the card. Member, I know the situation of the Ardèche; I have spoken about this with Olivier Dussopt and we will study his case, like that of the Provence-Alpes-Côte d'Azur region where several establishments are in a comparable situation. Whenever necessary and possible, I will extend the maximum premium benefit.
ParlaMint-FR_2020-05-19-O1216.u8	What about the private sector?
ParlaMint-FR_2020-05-19-O1216.u9	Finally, I would add that the overtime of all caregivers will be increased by 50%, de-socialized and de-socialized, regardless of where they work.
ParlaMint-FR_2020-05-19-O1216.u10	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2020-05-19-O1216.u11	I am going to break the nail in my turn by associating my colleague Michèle Victory with my question. Awarding bonuses is good, provided you don't make winners on one side and losers on the other! This is the case: 500 euros, this is not 1500 euros. The result is incomprehensible. First, some departments are deprived of the maximum premium, while everything shows that they have been hit more than some of those who are entitled to it. Secondly, within the same department, institutions are eligible for the premium when others are not eligible. Third, within the same institution, one part of the staff will be rewarded while the other will not, while all have done their work with identical risk-taking and remarkable courage.
ParlaMint-FR_2020-05-19-O1216.u12	It's ubiquitous!
ParlaMint-FR_2020-05-19-O1216.u13	You couldn't have done more unfair and ineffective. Forgive me for quoting, after my colleague Fabrice Brun, the case of the Ardèche. It is, after the Rhône and the Loire, the most affected department of the Auvergne-Rhône-Alpes region all indicators combined. Yet the ardéchois caregivers of Privas, Aubenas or Annonay have not earned the maximum premium. What did they do, or what did they not do? Minister, we don't rule with territorial bonuses that make no sense. The feeling of arbitrariness is ruining the effect that these gratuities should have. I see around me only incomprehension and resentment, not to mention the staff of EHPAD, the home helpers, the disability sector and all the invisible ones, which I do not forget. [[Applause on the SOC benches. – MM. Stéphane Peu and Fabrice Brun also applaud]] When there's a miss, minister, we have to fix it. I know you don't like injustices. I am sure that you will want to correct this one, not only for the Ardèche, but by making the only decision that all the healthcare staff in France expect: the revalorisation of wages, which will make forget the fiasco of bonuses.
ParlaMint-FR_2020-05-19-O1216.u14	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-05-19-O1216.u15	Mr President, we can assert the rights of the institutions and the teams most strongly mobilised; one can, in national unity, greet caregivers; It can be considered that a national mechanism distributed in an emergency needs to be adjusted at the territorial level, not to mention a fiasco in respect of a premium awarded to all hospital care providers and whose amount we are discussing only. Since you mentioned the EHPADs, I am pleased to inform you, in case you do not follow the news, that all EHPAD staff in France will receive a premium of 1000 or 1500 euros depending on the epidemic situation in each territory. Your question is an opportunity for me to reiterate that the President of the Republic has committed himself to launching a rapid and effective consultation on the revalorisation of the remuneration of hospital health workers: your wishes are therefore fulfilled.
ParlaMint-FR_2020-05-19-O1216.u16	What about home helpers?
ParlaMint-FR_2020-05-19-O1216.u17	You know that the door is always open to discuss territorial situations. I don't know if the entire department of the Ardèche will switch to the maximum premium zone, because the decision is made hospital by hospital within the same territory, but I look at the situation very closely and, don't worry, some hospitals will move to the highest premium level. [[Applause on the benches of the LaREM group]] The mistakes will be corrected, the necessary adjustments will be made, and I hope you will be less inclined to talk about fiasco than a gesture of recognition of the state towards the caregivers, who have earned it so much.
ParlaMint-FR_2020-05-19-O1216.u18	Mr Jean-Charles Larsonneur has the floor.
ParlaMint-FR_2020-05-19-O1216.u19	Mr. Minister of Solidarity and Health, you announced the launch of a Ségur de la santé, which will begin on May 25th in order to present a plan for the hospital as early as the summer. The majority would like to welcome this initiative, which is part of their initial plan to give the hospital and caregivers the full place they deserve. However, although we are beginning to take stock of the crisis, it has not yet been completed, and deconfining is a major challenge in the management of the pandemic. One of the instruments of its success is testing through testing. Two types of tests currently exist: one, virological, aims to determine whether the patient is infected with the virus – this is the PCR test, the chain polymerization reaction; the other, serological, specifies whether the patient has been in contact with the virus and whether he has developed an immune response. [[Applause on several benches of the LaREM group]] Minister, while France has been out of confinement for a week, can you provide us with any further information on the screening policy carried out by the health services? How many virological tests are performed per day? What are the projections for the coming weeks? Moreover, doubts persist about the reliability of serological tests and their relevance in the context of the deconfining strategy: what is the situation today and will they be developed to serve as a complementary tool in the fight against covid-19?
ParlaMint-FR_2020-05-19-O1216.u20	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-05-19-O1216.u21	Mr.Larsonneur, your questions are double because they relate to the two tests: the PCR test, which detects the presence of the virus, and the serological test that enables the person's immunity to be measured through the presence of antibodies. Thanks to the law that you have passed, and which has provided us with digital tools that we have gradually put in place in recent days, we have greatly increased our testing capabilities in order to be able to carry out without delay a PCR test for any symptomatic person as well as for contact cases. One figure is illuminating to understand our screening policy: that of 2%; because 2% is the percentage of positive tests performed by PCR. It means that the result is negative for 98% of people with a diagnostic test. At the epidemic stage, the rate was above 20%. This development shows both that the net meshes have tightened and that the test indications have been expanded. In addition, and this is so much better, the number of circulating patients diagnosed every day makes it possible to amplify our PCR testing policy. Before joining you, I talked to the laboratory representatives to suggest that they increase routine screening in certain settings, such as confined environments and community accommodation, or even set up drives where it would be necessary, including for non-prescription testing. We work with them because our testing capabilities are more important than the number of tests performed. Finally, on serology, the High Health Authority transmitted to me yesterday a recommendation which makes it possible to consider proposing to all the caregivers of the country, whom they are practising in the hospital, in EHPAD, in the medical-social structures and even in the city medicine, to benefit on prescription from a serological diagnosis from the beginning of next week. We will extend this information to all staff working in the field of emergency accommodation and in the most collective places. [[Applause on a few benches of the LaREM group]] We are moving forward; This is good news that the High Health Authority has just given us by giving us an additional diagnostic weapon that we will use without delay.
ParlaMint-FR_2020-05-19-O1216.u22	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2020-05-19-O1216.u23	Mr. Minister of National Education and Youth, contrary to your statements, the resumption of the school is far from satisfactory. The debunking plan affects only 10% of students, and not even the unfortunate "drop-outs" targeted by the pick-up.
ParlaMint-FR_2020-05-19-O1216.u24	Yes! That's right!
ParlaMint-FR_2020-05-19-O1216.u25	All teachers share the same feeling: a concern, fuelled by uncertainties, that new instructions require silence. Yet, how can we not have fears? Children parked all day in front of masked teachers; children deprived of all the socialization of school and learning; and 90% of them left at a distance. At the risk of surprising you, we also believe that recovery is essential. Listening, identifying and remedying each other's difficulties: with this starting goal, all students without distinction should have benefited from the recovery, as all deserve attention.
ParlaMint-FR_2020-05-19-O1216.u26	That's right! It's not the drop-outs that are currently coming back to class!
ParlaMint-FR_2020-05-19-O1216.u27	A gradual recovery; a resumption of contact, above all, of one or two half days a week, to avoid fatigue, meridian breaks and canteen; a recovery in small groups, with sizes adapted to the age and number of students per class – unfortunately the most overloaded in Europe. For students in families forced to go to work, as during confinement, these would be the famous times of study and sports or cultural workshops paid by the State. Your plan is worrying, Minister, because it points to your vision of the school as follows: a two-speed school, an educational day care for some, and the teaching of excellence at a distance for others. [[Applause on the benches of the FI group]] For the social justice that you advocate, education also needs an emergency plan: less overloaded classes, upgraded teachers, RASEDs – networks of specialized help for students in difficulty – in number, AESHs – accompanying students with disabilities – really trained, social workers, psychologists, doctors, nurses, computers as well, and especially less bureaucracy. Are you ready to hear this emergency?
ParlaMint-FR_2020-05-19-O1216.u28	The Minister for National Education and Youth has the floor.
ParlaMint-FR_2020-05-19-O1216.u29	I am somewhat confused about your intervention, because I could agree with three-quarters of its content. You have described an ideal deconfinement, which happens to be exactly what we have undertaken: a gradual deconfination – backwards, moreover, of what you advocated a few weeks ago –...
ParlaMint-FR_2020-05-19-O1216.u30	Yes!
ParlaMint-FR_2020-05-19-O1216.u31	... and social, as we seek to bring back first the most disadvantaged students. So we need more positive discourse from those who are really waiting for social progress...
ParlaMint-FR_2020-05-19-O1216.u32	We need more action!
ParlaMint-FR_2020-05-19-O1216.u33	...only systematic criticism of those who are waiting only for social discourse.
ParlaMint-FR_2020-05-19-O1216.u34	We can't tell you anything! We don't live in the Bisoun Bear world!
ParlaMint-FR_2020-05-19-O1216.u35	We simply need to bring the students back gradually. I can easily hear critical speeches – and I see that when it comes to criticism, the left and the right are able to ally.
ParlaMint-FR_2020-05-19-O1216.u36	Oh, oh! You have to be able to hear the criticism! We're not in a bisouncous world! We still have the right to joke!
ParlaMint-FR_2020-05-19-O1216.u37	What do you have against right-wing humour?
ParlaMint-FR_2020-05-19-O1216.u38	Don't get mad, colleagues!
ParlaMint-FR_2020-05-19-O1216.u39	Where's your majority?
ParlaMint-FR_2020-05-19-O1216.u40	But the ones that we really bring together today are those who have rolled up their sleeves, that is to say, contrary to the forecasts in this respect, more than 90% of the mayors! Today, people ensure the return to school of the students you advocate. Of course, there are still a number of problems that need to be addressed and addressed. For this, our vision is to allow the return of those who need it. For example, as many as 300,000 children are pupils of CP – preparatory class – and CE1 – elementary class 1 – in priority education network – REP – or reinforced priority education network – REP +. They are therefore in classes with twelve pupils and, if we succeed in convincing families to bring them back to school, we can welcome them in the usual conditions. Today we are carrying out this work of conviction with the social workers of the national education and the departments. I met this morning with the presidents of the associations of elected representatives: all political currents combined, they obviously agree to carry out this work with national education. On these subjects, therefore, there is no futile controversy to seek...
ParlaMint-FR_2020-05-19-O1216.u41	You're the one who's creating controversy! Stop the slander and it'll be better!
ParlaMint-FR_2020-05-19-O1216.u42	...but a spirit of national unity to bring the children back to school. I will be clear: all the theories that tend to say, as you have done, that it would have been necessary to wait until September for the reopening of schools – or even more, as a Member of Parliament once again said to me this morning –...
ParlaMint-FR_2020-05-19-O1216.u43	You can give my name, I swear!
ParlaMint-FR_2020-05-19-O1216.u44	[[Applause on the benches of the LaREM group]] ... are antisocial. Today, all we have to do is help students return to as normal a life as possible in school.
ParlaMint-FR_2020-05-19-O1216.u45	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2020-05-19-O1216.u46	We did not change our mind, but we listened to what was said in 20 hearings! Then we called for a resumption at a progressive pace, not staggered over time. Finally, we did not expect a recovery for only 10% of students, but a recovery for all. (MM. Jean-Luc Mélenchon and Maxime Minot applaud.
ParlaMint-FR_2020-05-19-O1216.u47	But it's not just 10%!
ParlaMint-FR_2020-05-19-O1216.u48	Mr Bernard Perrut has the floor.
ParlaMint-FR_2020-05-19-O1216.u49	The crisis of the covid-19 has brought to light the fragility, flaws, pitfalls of our health policy, and gives us a severe diagnosis that requires your responsiveness. There is an urgent need to increase salaries for hospital staff, to offer them attractive careers, and to increase the number of caregivers in the services. There is also an urgent need to rethink the overall organization of our health system: a victim of an organizational embolism, he has shown his inadaptation to such a crisis.
ParlaMint-FR_2020-05-19-O1216.u50	That's right!
ParlaMint-FR_2020-05-19-O1216.u51	[[Applause on the benches of the LR group. – Mrs Marie-George Buffet and Mr Stéphane Peu applause also]] I will not return to orders and counter-orders, the lack of resuscitation beds, masks, protections, tests. The state has taken steps to curb the spread of the virus, and I have no doubt, Prime Minister, Minister of Solidarity and Health, of your will. But it is on the ground that the health actors – directors, management teams, hospital staff – have shown their ability to change the organisation of their institutions in an emergency to accommodate the sick and cope with the crisis. We must pay tribute to the effectiveness of the short decision-making channels and the initiatives that have emerged everywhere: let us pay tribute to the remarkable mobilization of all actors, public and private, in the field of health. The responsiveness and effectiveness of local authorities have been essential and raise the question of their institutional role in the health regulation and control of the territories. Our health and social facilities are waiting for more proximity, innovation and adaptation. [[Applause on the benches of the LR group]] Prime Minister, Minister of Solidarity and Health, would you be in favour of a change in the governance of the regional health agencies – ARS – in order to give a real role to the regions and departments in the health policy of the territories? In fact, not only are the elected representatives best aware of the realities and needs of the basins of life, but it is still in the most decentralized countries that the best results have been achieved.
ParlaMint-FR_2020-05-19-O1216.u52	Bravo! Finally, a decentralizing momentum!
ParlaMint-FR_2020-05-19-O1216.u53	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-05-19-O1216.u54	More proximity: yes. More innovation: yes. More adaptation: yes.
ParlaMint-FR_2020-05-19-O1216.u55	But? ...
ParlaMint-FR_2020-05-19-O1216.u56	But also more recognition: for the work of carers, first of all, thanks to the great discussion which begins, in the territories, to reach quickly on the issues of remuneration, work organisation, the evolution of skills and trades. But also for the regional health agencies, for it is also necessary to return to Caesar what is Caesar's:...
ParlaMint-FR_2020-05-19-O1216.u57	Let's talk about it!
ParlaMint-FR_2020-05-19-O1216.u58	After Jupiter, there's Caesar!
ParlaMint-FR_2020-05-19-O1216.u59	... without them, we wouldn't have been able to cope and we couldn't have helped hospitals cope as they did. But to have more recognition is not to shoot at the ambulance, but to recognize when the ambulance performed its work in a remarkable way, in time and with great humanity: I thank the women and men on whom we have been able to count for weeks.
ParlaMint-FR_2020-05-19-O1216.u60	We liked DDASS, too! Give us back the DDASS!
ParlaMint-FR_2020-05-19-O1216.u61	More recognition is also due to the fact that in our country the hospital has succeeded: quote me only one other country in the world that has been able to provide 600 medical evacuations, whether by air, helicopter, boat or train!
ParlaMint-FR_2020-05-19-O1216.u62	Ah, but then everything's fine! Frankly, a little modesty...
ParlaMint-FR_2020-05-19-O1216.u63	The other countries, as you say, may not have needed it!
ParlaMint-FR_2020-05-19-O1216.u64	[[Exclaims on the benches of the LR group]] Give me a single other country in which hospital staff have managed, with courage, innovation and determination, to double or triple, depending on the location, their capacity to receive resuscitation!
ParlaMint-FR_2020-05-19-O1216.u65	It's all right, in short!
ParlaMint-FR_2020-05-19-O1216.u66	Finally, more recognition is also due to the fact that the caregivers have shown us that they were right to trust them to manage the covid. Today, they ask us to also trust them to manage the hospital: we have tightened this hand stretched...
ParlaMint-FR_2020-05-19-O1216.u67	You did the opposite for three years! You were the general rapporteur of the Committee on Social Affairs!
ParlaMint-FR_2020-05-19-O1216.u68	... and we will work together and advance towards a territorial model of health system supported not only by the hospital, but also by city medicine and the medico-social world. [[Applause on a few benches of the LaREM group]] Collectively, we have a lot to learn from the demonstration that was given to us by those who, for three months, saved thousands of lives on national territory. We will therefore move forward quickly and effectively, accepting innovation and reaffirming our appreciation to each other for everything they have done.
ParlaMint-FR_2020-05-19-O1216.u69	We must not forget the Liberal nurses, who were also on the front line!
ParlaMint-FR_2020-05-19-O1216.u70	Mr André Chassaigne has the floor.
