ParlaMint-FR_2020-10-27-O1043.u1	The next item is the question to the Government.
ParlaMint-FR_2020-10-27-O1043.u2	Mrs Anne-Laure Blin has the floor.
ParlaMint-FR_2020-10-27-O1043.u3	Ten days, Prime Minister; Ten days ago a new act of barbarism struck France. For twenty-four hours, we thought that there would finally be a general awareness. Let us say that our country is the target of a political Islam that eats us from within. When a poll reveals that 27% of respondents want sharia to prevail over the laws of the Republic, what should be inferred from it? When more than half of the teachers self-censored to avoid incidents, what should we think? When our prisons are full of prisoners of foreign nationality who are likely to radicalize, what should we do? Will we finally say, categorically, that Turkey's entry into the European Union must be excluded and that the question of its exit from NATO must be raised? Are we going to continue to suffer external pressures and let them dictate our conduct? These foreign forces insult our sovereignty, our values, our freedoms, our institutions and even our President of the Republic. Political Islam gives us economic blackmail and blackmail to migrants. Are we going to show authority or are we going to give in again? [[Applause on the benches of the LR group]] [[Same movements]] Prime Minister, when will you finally defend French values and our Judeo-Christian civilization? When will you finally declare war on political Islam?
ParlaMint-FR_2020-10-27-O1043.u4	[[Protests on the benches of the LR group]] The next speaker is the Minister for Foreign Trade and Attractiveness.
ParlaMint-FR_2020-10-27-O1043.u5	Of course, foreign trade! That's the heart of the question!
ParlaMint-FR_2020-10-27-O1043.u6	[[Applause on the benches of the LaREM group]] I recall that the Government is free to designate which of its members should answer questions. Please keep your protests for yourself.
ParlaMint-FR_2020-10-27-O1043.u7	Faced with the statements of hatred, the attacks and the boycott of its products, France is determined to defend its values. Jean-Yves Le Drian is currently in Brazzaville to celebrate the anniversary of the manifesto launched eighty years ago by General de Gaulle.
ParlaMint-FR_2020-10-27-O1043.u8	He remained faithful to his values...
ParlaMint-FR_2020-10-27-O1043.u9	In those dark hours, France was not alone. All of Europe is united in denouncing the hate speech of President Erdogan, who clearly attacked not only the President of the Republic, but France itself. Let us not be fooled: it is because France carries its values high and because it is determined to defend itself against the radical Islam that undermines a part of its population that France is attacked in this way. [[Applause on the benches of the LaREM and Dem groups]] This is not a Franco-Turkish question. This is a question that concerns Europe in the face of President Erdogan's national-Islamic drift. Europe and France are united to defend their interests and to defend their values.
ParlaMint-FR_2020-10-27-O1043.u10	Mr Fabien Roussel has the floor.
ParlaMint-FR_2020-10-27-O1043.u11	Prime Minister, France is insulted. The President of the Republic was personally attacked by President Erdogan following the abhorrent crime committed against Samuel Paty, this Islamist attack on our soil. [[Applause on the banks of the Action ens and LT groups as well as on a few benches of the LaREM group. – Mr Guillaume Garot also applauds]] France insulted, France stigmatized, France provoked! It's extremely serious. We will never accept it, in the name of the values inherited from the French Revolution, in the name of our secular Republic, in the name of the blood shed in our country so that we can live free and equal in rights. I do not doubt for a moment the union of the whole nation and of all citizens, whatever their political opinions and whatever their religious denomination. Many countries in the Arab and Muslim world have expressed their solidarity with France. Let's greet them. But such provocation, on the part of leaders and monarchs who show their support for jihadist organizations and Islamist networks, is extremely serious. They are theorizing, together with American conservatives and others, including in France, a clash of civilizations and a war of religions. Let us be united to reject this war escalation and avoid the overbidding. [[Same movements]] United, but also firm: resisting this spiral must invite us to review relations with these countries in recent years. Trade in arms and tax treaties beneficial to Qatar; Turkey's participation in NATO, while, at the same time, Erdogan chases the Kurds, threatens Greece and Cyprus and is waging a deadly war in Armenia... The best answer we can provide in this common fight against obscurantism and Islamism, of which Muslims are also victims, is to place ourselves firmly in the camp of peace, justice and solidarity.
ParlaMint-FR_2020-10-27-O1043.u12	The next speaker is the Minister for Foreign Trade and Attractiveness.
ParlaMint-FR_2020-10-27-O1043.u13	United and farms:...
ParlaMint-FR_2020-10-27-O1043.u14	With PSG and Qatar?
ParlaMint-FR_2020-10-27-O1043.u15	...you're right, it's the line of France. United, as are the political formations of our country, with some shocking exceptions – and I would like to welcome this unity. United like Europe, for almost all the countries of the European Union have strongly denounced Mr Erdogan's words; united as evidenced by the mobilization and support of many allied countries of France, particularly within the Muslim world. Yes, we must be united against these hateful words, against this national-Islamic drift. In the face of Mr Erdogan's attitude, France took the decision to call his ambassador back for consultation. This reminder follows, first of all, the shocking absence of any condemnation of the attack on Conflans-Sainte-Honorine by President Erdogan. It follows, also, the campaign relayed by the Turkish press and social networks against France, against its interests and against the President of the Republic. It follows, finally, the speech in which President Erdogan directly attacked the President of the Republic and France. We therefore recalled our ambassador and took the decision to be united with Europeans. At the next European Council, discussions with our partners will focus on the strong response to Turkey in order to defend not only our interests but also our values. For in this case, it is also a question of defending French and European values.
ParlaMint-FR_2020-10-27-O1043.u16	What about Qatar?
ParlaMint-FR_2020-10-27-O1043.u17	Mrs Amélia Lakrafi has the floor.
ParlaMint-FR_2020-10-27-O1043.u18	My question is to Mr Franck Riester, Deputy Minister for Foreign Trade and Attractiveness.
ParlaMint-FR_2020-10-27-O1043.u19	Finally, the Prime Minister will answer!
ParlaMint-FR_2020-10-27-O1043.u20	France, faithful to its values of sharing and openness, has always created bridges between the worlds. Through her cultural diplomacy, she builds bridges between civilizations like the Arab World Institute in Paris and the Louvre Museum Abu Dhabi. It maintains long-standing and close relations with the entire Muslim world and, on the international scene, regularly defends persecuted minorities, including Muslims. In the Middle East, it is on the side of the people, as it has recently been in Lebanon or Iraq. These fraternal relationships are now being attacked by those who spread messages of hatred. Those who insult our President of the Republic and call for the boycott of French products carry a project that has nothing to do with the defence of the Muslim cult, freely practiced in France. The French, those of Hexagon, overseas and abroad, are waiting for a message. It must be said that there exists on our soil a radical Islam whose political objective is to divide our society and to refuse our laws. During the national tribute to Samuel Paty, the President of the Republic spoke clear and acceptable words: "We will not give up cartoons, drawings. We will cultivate tolerance, we will continue this fight for freedom. Everyone should understand it, here and elsewhere. »
ParlaMint-FR_2020-10-27-O1043.u21	That's comment!
ParlaMint-FR_2020-10-27-O1043.u22	In these words, there is no offense, no will to hurt or stigmatize, but the affirmation of what we collectively are as a nation, as a people, as free men and women. [[Applause on the benches of the LaREM and Dem groups]] The Republic protects the practice of worship, but faith must never be above the law. Mr Minister Delegate, what actions does French diplomacy intend to take to continue to bring our message of friendship to the world, while affirming that our country will never deny its ideal of freedom, equality, fraternity and secularism?
ParlaMint-FR_2020-10-27-O1043.u23	The next speaker is the Minister for Foreign Trade and Attractiveness.
ParlaMint-FR_2020-10-27-O1043.u24	France, as I said at the moment, is determined to defend its values and to fight against radical Islam. We are also determined to explain France's policy to all our partners, especially those in the Muslim world. Our ambassadors have therefore made the necessary contacts to explain France's policy, and have drawn close to the companies that have been the victims of the boycott of their products – boycotts which are, I must say, very limited. We explain that France's policy is to defend its values of freedom, including freedom of expression, and to fight radical Islam, but in no way to attack Islam. Of course, Muslims are free to worship. Of course, in France, they are citizens in their own right. We recall this, in the face of slanders and manipulations of information, especially those of Turkish origin, on certain social networks, which lead people to think, in good faith, that France would attack Islam. [[Applause on several benches of the LaREM group]] We reaffirm that France's policy is that of an open and free republic, where all religions can be practiced freely, and where every company has the right to sell its products internationally in complete freedom. These are the steps currently being taken by the diplomatic network of France to stop boycotting these products.
ParlaMint-FR_2020-10-27-O1043.u25	[[Applause on many benches]] Before giving him the floor, I am pleased to welcome Mr. Julien Ravier, who became Member of Parliament for the 1st riding of Bouches-du-Rhône on 8 October, in place of Mrs. Valérie Boyer.
ParlaMint-FR_2020-10-27-O1043.u26	Prime Minister, the President of the Republic has discretionaryly decreed a curfew in fifty-four departments, which has dramatic consequences for the catering, hospitality and entertainment sectors, particularly in the city of Marseille, which I represent. [[Applause on the benches of the LR group. – Exclaims on the banks of the LaREM Group]] The planned holding of two defence counsels today and tomorrow suggests that even more restrictive measures will be adopted. It must be noted that this is an umpteenth proof of your staggering failure in managing the health crisis. [[Same movements]] Already, at the beginning of the crisis, you explained to us that masks and massive tests were useless,...
ParlaMint-FR_2020-10-27-O1043.u27	Ladies and gentlemen, only Mr Ravier has the floor.
ParlaMint-FR_2020-10-27-O1043.u28	[[Applause on the benches of the LR group. – Long protests on the benches of the LaREM group]] ...because we didn't have one. As for the President of the Republic, he declared on 14 July: "In the event of a second wave, we will be ready. In fact, in six months, you were unable to prepare us for this second wave... [[Same movements]] ... because protecting the French is not only restricting their freedom to work or to entertain themselves, it is providing a health response to the challenges. [[Persistent Brouhaha]] Even if we do not dispute the urgency of curfew or partial reconfinition, these measures symbolize the total failure of the "test, trace, isolate" strategy, the failure of your deconfinity, the failure of the strengthening of the hospital system, the failure of the opening of additional resuscitation beds, the failure of the recruitment and training of new health personnel. [[The persistent noise covers the speaker's voice in the Chamber]] In the end, it is the crushing failure of the strategy of the President of the Republic and the Government. [["Zero! » and exclamations on the banks of the LaREM Group]] Prime Minister, what have you done to prepare our health care system for this second wave? What new emergency measure will you take to finally catch up with the lost time? Will you finally include covid-19 in the list of notifiable diseases, but also and above all...
ParlaMint-FR_2020-10-27-O1043.u29	Please, ladies and gentlemen.
ParlaMint-FR_2020-10-27-O1043.u30	[[Applause on the benches of the LR group. – Brouhaha and slamming desks on the benches of the LaREM group]] ...will you follow Professor Juvin's proposals....
ParlaMint-FR_2020-10-27-O1043.u31	Please!
ParlaMint-FR_2020-10-27-O1043.u32	... opening ephemeral hospitals, resuscitation beds, training nursing assistants and nurses for a few new tasks...
ParlaMint-FR_2020-10-27-O1043.u33	Thank you, Congressman.
