ParlaMint-FR_2020-11-24-O1092.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-11-24-O1092.u2	Mr Loïc Prud'homme has the floor to put his question, No. 1124, concerning the creation of a national register of cancers.
ParlaMint-FR_2020-11-24-O1092.u3	Last month, all of France wore a pink ribbon to promote breast cancer detection campaigns. This month, men will wear a mustache to raise awareness of prostate cancer. It must be said that cancer is a real scourge in our country: according to the National Cancer Institute, 3.8 million people currently live with cancer or after cancer. The number of new cancer cases diagnosed in 2018 is estimated at 382000. According to Public Health France, the number of cancers has been increasing steadily over the last 30 years: it has grown by 65% in men and by 93% in women. While the population is aging and diagnoses are better, this does not explain everything: some increases are very worrying, such as the 234% increase in thyroid cancers between 1990 and 2018. All these figures are estimates, which indicate trends. In fact, in 2020, in France, we do not know exactly how many people suffer from cancer, because there is no national register: only a little more than 20% of the population, distributed in twenty-two departments, is the subject of a census of cancer cases in a departmental register, the national figures being drawn up by extrapolation. No precise data are available for some very large agglomerations such as Paris, Lyon or Marseille, nor for some departments with a strong location of Seveso sites – sites at risk of major accidents – with high thresholds, such as Bouches-du-Rhône, Moselle or Seine-Maritime. Regrettably, for those who want to tackle one of the causes of cancer, namely environmental pollution: if we do not have cancer registers for all departments, how do we know whether clusters are developing near refineries or pesticide manufacturing plants or whether some cancers are concentrated near certain locations? The cancer plan proposed by the National Cancer Institute for the period 2021-2031 has just been the subject of public consultation. This plan proposes, among other measures, to "mobilize data and artificial intelligence to meet new challenges". I therefore ask you to take up an imperative challenge for our population: to create a national cancer registry in France.
ParlaMint-FR_2020-11-24-O1092.u4	The Deputy Minister for Self-Government has the floor.
ParlaMint-FR_2020-11-24-O1092.u5	You're asking me about creating a national cancer registry and our environmental health policy. First of all, the current coverage of cancer registries in France provides robust and reliable figures on incidence, prevalence and survival rates. While the national system for adults is based on data from 27 cancer registries covering 22 per cent of the population, the national register of childhood cancers has been comprehensive throughout the national territory since 2011. A platform for observing children's cancers has thus been set up, paving the way for a recasting, by merging the databases, of the national register of children's haemopathy and of the national register of children's solid tumours. In addition, the High Council for Public Health has been seized with a view to reflecting on registers and their place in the context of other available epidemiological tools. Its findings are expected to be delivered by July 2021. France fully relies on the complementarity of information systems. Our ambition is to build on the progress of artificial intelligence to develop and enrich a national data platform in cancerology. The 10-year cancer strategy to be announced in 2021 will, of course, take this issue into account. Environmental health issues are already fully part of the missions of regional health agencies, which are responsible for preventing certain environmental risks. In particular, they control drinking water as well as the fight against unhealthy habitat and co-pilot regional health-environment plans with the state and regions, which decline and adapt the national health-environment plan – PNSE. The PNSE running until 2024 provides French people with simple tools to know their environment and reduce exposures and risks. Some pesticides may be responsible for cancers, such as prostate cancer. Research in this area is supported by the Ecophyto Plan and the Chlordecone Plan. As such, cancer registries, but also cohorts, particularly the Agrican cohort – agriculture and cancer – provide valuable data to identify the links between exposure to certain substances and cancer. Our policy on this subject therefore extends to all fields and will develop in the years to come with the help of new technologies.
ParlaMint-FR_2020-11-24-O1092.u6	Mr Loïc Prud'homme has the floor.
ParlaMint-FR_2020-11-24-O1092.u7	Your technical answers can no longer hide your political choices, Madam Deputy Minister: the current file does not allow us to know, for all departments, whether there are areas with an abnormally high number of people with cancer, which would make it possible to really study environmental pollution and, above all, to stop it. As for the comprehensive census of childhood cancers that you are referring to, I would point out that these represent, fortunately, only 1,700 new cases per year, while an additional 382,000 cancers are reported each year in the general population. So you don't count well! It is true for this register that you are unable to create, but also purely financial – which, no doubt, is the one that affects you the most – since the creation of a national register would cost only 60 million to 70 million euros, while the cost of cancers in France amounts to 28 billion euros each year.
ParlaMint-FR_2020-11-24-O1092.u8	The next speaker is Mr Stéphane Claireaux, to put his question, No. 1130, on social security in Saint-Pierre-et-Miquelon.
ParlaMint-FR_2020-11-24-O1092.u9	My question concerns the requests for legislative changes that have been transmitted to me by the board of directors of the social security fund – CPS – of Saint-Pierre-et-Miquelon regarding the operation of the general social security system in this territorial community. By deliberation adopted unanimously last July, the Board of Directors calls for amendments to the provisions of the Social Security Code and of Order No. 77-1102 of 26 September 1977 governing the operation of the general scheme in Saint-Pierre-et-Miquelon. These requests relate to two major issues. On the one hand, it is necessary to specify in the Social Security Code the system of legislative speciality applicable to the social security fund of Saint-Pierre-et-Miquelon, in order to prevent the legal risks raised by a recent report of the Inspectorate-General for Social Affairs – IGAS. On the other hand, the board of directors proposes that the social security fund be seized for assent of any amendment of the general scheme of the archipelago as established by the 1977 order – assent which could concern either the whole of the provisions of the order or simply the regulations adopted for its application. The purpose of these requests is to secure the current regime in order to engage the archipelago calmly in the proposed changes to its general regime and to ensure a calm and constructive climate for future discussions. I would also like to pay tribute here to the work done by the board of directors and the staff of the caisse on these matters. What is the department's position on these two issues?
ParlaMint-FR_2020-11-24-O1092.u10	The Deputy Minister for Self-Government has the floor.
ParlaMint-FR_2020-11-24-O1092.u11	You are asking me about two requests from the board of directors of the social security fund of Saint-Pierre-et-Miquelon addressed to Mr Olivier Véran, requests which you had relayed by submitting amendments in the context of the consideration of the draft law on the financing of social security for 2021. With regard to the request to include in the social security code the principle of legislative speciality understood as not fully applicable to Saint-Pierre-et-Miquelon, I reply now that we are not in favour of it. Constitutionally, the community of Saint-Pierre-et-Miquelon is governed by the principle of legislative identity. Although a set of laws and regulations provide for specific adaptations to the community in the area of social security and constitute the bulk of the rules applicable locally, these laws do not exclude the application of the provisions of the Social Security Code. This situation, which is not legible, is a source of incoherence. Above all, it contributes to widening the gap between the social security rules applicable in the archipelago and the rules of common law, to the detriment of insured persons, who are left out of many reforms, as the IGAS report has highlighted. Work must therefore continue to approximate the social security rules of the archipelago with those of ordinary law, which could also be codified, for the sake of legibility and access to the law. This would also enable the CPS to benefit from the logistical support of the social security funds, which, in the light of its recent deliberations, seems to the Board of Directors to be fully aware of. This work will need to address the issue of contributions associated with benefits. You also indicate that the SPC's board of directors wants guarantees that it will be involved in the reforms. I confirm to you that he will naturally be consulted, respecting and limiting his functions. I therefore believe that it is necessary to re-establish the relationship between the Board of Directors of the CPS and the State, through constructive and trusting dialogue, in order to prepare the archipelago without delay for future social protection challenges.
