ParlaMint-FR_2020-01-07-O1114.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-01-07-O1114.u2	Mr Stéphane Travert has the floor to put his question, No 868, concerning the departmental branches of public finances.
ParlaMint-FR_2020-01-07-O1114.u3	I wish you a happy and happy 2020. Mr Secretary of State, a mission letter has been sent to all the departmental directors of public finance, in order to draft a specification with the aim of developing a new network. While we welcome the desire to better serve our fellow citizens and your ambition to respond to the requests of the President of the Republic to resettle proximity in rural areas, I still see fears, both among some elected officials and among many officials. In my department of the English Channel, we have done a colossal work, from forty-seven to only eight intercommunities. In order to respond to the historical, geographical and institutional situation of the department, we hope that the proximity receptions will be maintained. In the shadow of the three manchan poles of Cherbourg-en-Cotentin, Saint-Lô and Avranches, it is the entire western part of the Cotentin that could indeed find itself weakened by the new network, depriving taxpayers of a public service of locality, free and universal, and of a quality physical reception. In addition, the new network could rely on public service houses – MSAP –, France services houses and local and regional authorities. The local elected representatives have told me to wait for consideration, but also to want to be involved in the dialogue with the departmental directorates concerned – I can tell you that this is the case today. So, Mr Secretary of State, I ask you to ensure that the presidents of intercommunalities and mayors are well involved in this process, as are the representatives of public finance agents who are now concerned about guidelines that are not clearly stated: they are experiencing moments of legitimate anguish, especially in the centres of Valognes and Coutances. I know that you share with me the strong expectation that our citizens will benefit from a public service closer to them, but also more effective. The Government wished to ensure better accessibility of public services to the population, particularly in the territories where, for many years, the sense of abandonment of the State had developed. It is also essential to pay particular attention to users who are unfamiliar or distant from digital tools, without abandoning the necessary modernization of our public services.
ParlaMint-FR_2020-01-07-O1114.u4	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2020-01-07-O1114.u5	Mr President, allow me to present to you and to all Members my best wishes for the year 2020. Minister Stéphane Travert asks us about the reform of the network of the Directorate-General for Public Finance – DGFIP. Dense, it has more than 3600 points of contact and has undergone many transformations over the last fifteen years. In fact, year after year, the plans for the restructuring of services led, year after year, to the closure of a hundred perceptions each year. Together with Gérald Darmanin, Minister of Action and Public Accounts, we launched the reform of the network with three main objectives. First of all, significantly increase the number of reception points of proximity, in close association with prefects and elected officials, and in connection with the evolution of the presence of public services in the territory – in particular the labelling of France services houses. Secondly, to respond more effectively to the needs of local elected representatives: for this purpose, we create 1200 positions of councillors to local decision-makers – CDL – who will be spread over the territory in order to meet the expectations of mayors and presidents of intercommunals in terms of public finance management board. Finally, we want more extensive work teams, especially in the field of education – sometimes called back office – in order to be more effective. At the same time, we want to rebalance the objectives by allocating the workforce in rural and peri-urban areas rather than concentrating them in metropolitan areas as has been the case so far. In particular in the Department of the English Channel, in 2019, DGFIP was present in 23 communes with eighteen own settlements, five settlements in MSAPs and three mixed settlements involving DGFIP and MSAP. In order to take into account the specific geography of the department – particularly in the west of the Cotentin, which you mentioned – we proposed, at the beginning of the consultation, that the DGFIP be present in thirty-one communes, eight more than on January 1, 2019. We also propose, in response to the concerns expressed by the elected representatives, the additional creation of two CDLs in Mortain-Bocage and in the West-Cotentin, and the maintenance of perennial antennas, in Mortain-Bocage or in Coutances, in order to preserve jobs in public finances. All this is part of the modification of the map proposed by the departmental director after working with the elected representatives. To take account of the specific nature of the management of the departmental council, we propose the maintenance of a departmental payroll in its own right, independent of the accounting management department of Saint-Lô. Other applications are still under consideration, which could further develop the project: we are open to discussion. Several departments have signed partnership agreements with DGFIP, the Ministry of Action and Public Accounts, departmental councils and mayors' associations. In our view, these multi-year agreements have one main virtue: they allow us to fix in time the map on which we will agree. This will provide agents, elected representatives and trade union organisations with the stability and legibility that have so far been lacking.
ParlaMint-FR_2020-01-07-O1114.u6	Mrs Elsa Faucillon has the floor to put her question, No. 861, on the closure of public treasury and financial centres.
ParlaMint-FR_2020-01-07-O1114.u7	I wish all of you all my best. In a letter sent last June, the Minister for Action and Public Accounts indicated that he wanted to strengthen the presence of public services in the territories and modernise public action. To do this, with regard to the DGFIP, the minister announced – which is not obvious! – the continuation of the closure of community services, with however a change, whether or not everyone will judge of importance: whereas developments were previously decided without overall territorial visibility and without the elected representatives and the population being informed, a consultation with local elected representatives would now be conducted. While everything seems already decided, the beautiful business! Indeed, we are told that by 2022 989 cash and public finance centres will be abolished. According to the documents that have arrived at us, in my department of Hauts-de-Seine, it is planned to close all nineteen treasuryes, eight personal tax services out of sixteen – half – and six of the fifteen corporate tax services. In my constituency, the municipal treasury of Colombes, a city with more than 90,000 inhabitants, is forced to disappear to become an accounting management service located in Gennevilliers, which would bring together the municipal treasury of Asnières-sur-Seine, Clichy, Villeneuve-la-Garenne, Colombes and Gennevilliers. Already at the beginning of the year, and even as the minister argues that public services must be made more accessible to the population – especially in the territories where the sense of abandonment of the state is growing, whether rural territories or popular suburban cities – Villeneuve-la-Garenne's recovery activity has been transferred to Gennevilliers. In Villeneuve-la-Garenne, all public services disappear one by one over the years. The population is therefore asked again to move to the neighbouring city to obtain the same service as before: it adds difficulties to the users of this popular city, but also overloads the reception capacities of Gennevilliers, already regularly saturated – I can attest to the continuous line that the premises of the town hall of Gennevilliers receive every day. This new plan therefore constitutes a serious breach of a proximity network, to the detriment of the public service rendered to the user; Of course, it is in the context of an attack on the public service. Together with the local elected representatives, we denounce this new dismantling of the public service, especially that of taxes, while new practices are being put in place – levying at source, dematerialisation – which require reassurance or accompanying users. In popular territories, dematerialization is not obvious to everyone. In addition, Mr Secretary of State, I ask you to maintain a DGFIP establishment in Gennevilliers and to create a second accounting management service comprising the municipalities of Villeneuve-la-Garenne, Clichy and Gennevilliers.
ParlaMint-FR_2020-01-07-O1114.u8	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2020-01-07-O1114.u9	As I have just told Mr Travert, we have started work on reforming and reorganising the public finance network. As you pointed out, its 3600 points of contact have been the subject of constant restructuring every year, with no visibility for elected officials or public officials. Sometimes, commitments – for example restructuring – have even been requested from municipal or inter-municipal teams, followed by closures two or three years after the start of the work. We wish to put an end to this method in favour of a multi-year vision – which is a source of greater stability. This is the objective set by the departmental directors of public finances and the object of the multi-annual agreements that we wish to sign, department by department, territory by territory. I recall the threefold objective of the project. The first is to increase the number of community reception points, as you mentioned, through permanences and partnerships with the MSAPs and communities; These permanences will have to be well calibrated – if you pass the phrase – and, thanks to the multi-annual nature of the conventions, they should also be anchored in time. The second objective is to guarantee advice to local elected officials who all need it – even if it is even more prevalent in rural areas or small communities: it will be the role of the 1200 CDLs that will be spread throughout the territory. Finally, the aim is to bring together a number of training services to form more efficient working groups and to combat, in particular, the isolation of certain agents. In Hauts-de-Seine, the draft map of the new proximity network was presented on June 6, 2019. Since then, consultations and studies have improved it, while respecting the priorities I have just outlined. Among the notable improvements that should be noted in the Hauts-de-Seine is the decrease in the share of mobility agents: the first card project led to the mobility of almost 45% of staff in the department; However, the revision of certain parameters has reduced this rate to 29%. On this subject, which concerns the maintenance of the working and living conditions of public officials, I would like to point out that the work is continuing. We wanted to take some time before signing the agreement and, in the meantime, in the weeks and months ahead, we will continue to improve the map and, sector by sector, at the territorial level and not just the department, we will decide how best to enrich the offer of services. We are convinced that partnership with elected officials and discussion with public officials and their representative organisations can enable us to reach balanced agreements and finally have a clear vision of the presence of public finance services and the provision of services in the territories, not only for the coming year but at the level of a municipal mandate, since we propose agreements of five or six years. I am convinced that, in a department like yours, with its social characteristics and differences from one territory to another, but also with its greater mobility capabilities than in rural areas, we will be able to provide an answer – which we will bring with all the elected representatives.
ParlaMint-FR_2020-01-07-O1114.u10	Mr Michel Herbillon, speaking on behalf of the Group of the European People's Party, raised his question No 876 concerning the postal presence in the Val-de-Marne.
ParlaMint-FR_2020-01-07-O1114.u11	Mr President, ladies and gentlemen, I wish you all the best. I would like to ask the Government about the deterioration of the public mail service and the postal presence in the municipalities of Val-de-Marne. As you know, Secretary of State, the French are particularly committed to the presence of a public postal service that is fully operational and effective. In recent months, however, we have seen serious shortcomings in the distribution of mail in the Val-de-Marne department, particularly in the communes of my constituency – Charenton-le-Pont, Joinville-le-Pont, Maisons-Alfort and Saint-Maurice. Very many residents receive their mail several days or weeks late. Whole neighbourhoods are sometimes no longer served, which in many cases poses significant difficulties for both individuals and businesses. And this situation persists. In parallel to these problems of distribution, La Poste implemented in Val-de-Marne, as part of the contract for the territorial postal presence signed in January 2017 by the socialist government, a plan to close the post offices against the opinion of the elected officials, the inhabitants and the employees. It was eleven offices that were closed in the department, i.e. 10% of the total – two in my constituency, in Charenton and in Saint-Maurice. In addition to these closures, there are reductions in schedules and services that penalize residents and economic actors. The consequence of this strategy is, alas, simple and disastrous: it is, once again, the decline in the presence of public services in our communes. I would therefore like to know, Mr Secretary of State, what steps you are planning to take, on the one hand to ensure the distribution of mail within normal time limits, and, on the other hand, to maintain an effective public postal service in Val-de-Marne, particularly in the communes of my constituency. I would also like to know the provisions of the territorial postal presence contract 2020-2022 for Val-de-Marne.
