ParlaMint-FR_2020-11-24-O1093.u1	The next item is the question to the Government.
ParlaMint-FR_2020-11-24-O1093.u2	Mr André Chassaigne has the floor.
ParlaMint-FR_2020-11-24-O1093.u3	"I hate indifference," wrote Antonio Gramsci. Today, Prime Minister, how can we remain indifferent to the revelations of the press, an essential pillar of our democracy, about what there is every reason to consider a manipulation at the highest summit of the state? Your Minister of National Education, Youth and Sports is indeed accused of having formed a full-fledged high school union to promote his reform of the baccalaureate,...
ParlaMint-FR_2020-11-24-O1093.u4	That's not good!
ParlaMint-FR_2020-11-24-O1093.u5	... so criticized by the educational community, and destabilize the mobilizations of a concerned youth.
ParlaMint-FR_2020-11-24-O1093.u6	It's very serious!
ParlaMint-FR_2020-11-24-O1093.u7	To this end, he is accused of having subsidized this union, to the detriment of other associations, and of having offered him the means of his cabinet, even to the point of writing his communiqués.
ParlaMint-FR_2020-11-24-O1093.u8	He's a manipulator!
ParlaMint-FR_2020-11-24-O1093.u9	He is accused of manipulating young adults to serve his own communication and interests.
ParlaMint-FR_2020-11-24-O1093.u10	Others have resigned for less than that!
ParlaMint-FR_2020-11-24-O1093.u11	Prime Minister, these accusations are extremely serious, and it is the duty of the Government to respond to the young people who want to know the truth. This answer cannot give in the false-semblances. Your minister and his supporters may well make a diversion by calling all those who question fascists or Islamo-leftists; They can always excuse that this story sewn with white thread has been mounted from scratch by the ultra-left: for my part, I prefer to take the path of reason and stick to republican morality and our democratic demands. [[Applause on the benches of the GDR, SOC and FI groups, as well as on several benches of the LT group]] At a time when youth is no longer the fair age of life, when it needs benchmarks and its fragility demands, more than ever, our probity, it is your responsibility, Prime Minister, to restore the bond of trust with young people who feel betrayed today: Prime Minister, you owe them the truth.
ParlaMint-FR_2020-11-24-O1093.u12	The Prime Minister has the floor.
ParlaMint-FR_2020-11-24-O1093.u13	You just made a relay of charges, you said, brought by a few press articles:...
ParlaMint-FR_2020-11-24-O1093.u14	No, it's national!
ParlaMint-FR_2020-11-24-O1093.u15	... Dear President, I have no doubt that with the integrity that is yours, you are in no way appropriating these accusations made against the Minister of National Education, Youth and Sports. Of course, I looked closely at the serious case that it would be:...
ParlaMint-FR_2020-11-24-O1093.u16	He'd need a good lawyer!
