ParlaMint-FR_2020-06-09-O1229.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-06-09-O1229.u2	Mr Frédéric Petit, speaking on behalf of the Group of the European People's Party, raised his question, No. 1077, concerning the representation of French nationals outside France.
ParlaMint-FR_2020-06-09-O1229.u3	Since the beginning of this mandate, I have kept repeating this: the French living abroad are often at the forefront of our country's diplomatic struggles. What better tool for peaceful conflict resolution is there, since we live on a daily basis among our colleagues and friends, sometimes in the intimacy of our family, differences, oppositions, cooperation in Franco-German relations, the European area, the Balkans and the post-Brexit London, but also in the countries that have been bruised and sometimes torn apart in the Sahel, the Middle East, or in the great tensions that exist between the world models, especially in North America and Asia? We are never half-half, as we are often told; most often we are 100% both. This crisis has confirmed our wealth and availability. We have participated in the fight against this crisis through solidarity housing campaigns, solidarity funds, a voluntary presence with our embassies and consulates to help manage the French passing through, but also to overcome tensions and national drop-outs. The Franco-German relationship was shaken during this crisis, but everything that came under Franco-German citizenship held, whether in the Franco-German Youth Office, in companies, twinnings, families or circles of friends. Foreign trade advisors – 4500 volunteers engaged in all countries – have increased the time for exchanges, contacts and feedback. Our local elected officials, who have often surpassed and set aside their electoral campaign, have gathered around emergencies. We can no longer be regarded as "quiet" French as "not as French". We, today, and our children, tomorrow, are part of the national community. We are not sure, Mr Secretary of State to the Minister for Europe and Foreign Affairs, that this reality has really percolated throughout the consular administration. I understand the difficulty and I know the limits of the comparison between the mayor-prefect couple and the elected consular-head of post couple. I'm not talking about cocard law or protocol rank, I'm interested in substance. France's presence in the world and its specific voice in the concert of nations in the 21st century will increasingly pass through these more than 3 million citizen ambassadors and mediators. This crisis must speed up the reform that we had imagined at the beginning of the mandate rather than push it back or, worse, swindle positions out of habit or lack of ambition. For example, I was very surprised at the fact that consular officials were simply not present in the procedure for granting emergency aid to our citizens or in the procedure for granting exceptional school grants to foreign parents in our schools. It is incomprehensible to dispense with these elected representatives in these procedures which they know so well, in order to guarantee both the control of public expenditure and the fairness of such aid. [[Mr. M-jid El Guerrab applauded]] As we began to study the bill on the postponement of municipal and consular elections, a long delay that is indeed welcome on the ground, what about the necessary reform of this representation? What place does the Assembly of French Foreigners – AFE – have in the new consultative or participatory architecture of the State? How can we rebalance the election of our six senators?
ParlaMint-FR_2020-06-09-O1229.u4	The next speaker is the Secretary of State to the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-06-09-O1229.u5	Thank you very much, MP, for this vibrant tribute to the action of the French established outside France and to the action of their elected officials who, during this epidemic crisis – but as usual – gave themselves to help and accompany all our compatriots. You are right to stress also the very good momentum of solidarity and generosity of French people established outside France with regard to certain French people who have passed through their country, who have found themselves blocked on the spot by the closure of the borders. I was able to measure this against the success of the sosuntoit.fr platform, thanks to which more than 6000 accommodation proposals were made to our compatriots blocked abroad by the French established outside France. Since taking up my duties alongside Jean-Yves Le Drian, I have been committed to strengthening the role and missions of consular advisers, some of whom are members of the AFE. It was with joy that I finally saw a Copernician revolution culminating, thanks to the law on engagement in local life and the proximity of public action: it was now an elected official who presided over the consular council when, for decades, it was the head of the post or a member of the administration who held that office. This marks the recognition of the important role that elected officials play. In addition, the law now affirms the right to training for these elected officials as well as for local elected officials in the national territory, which is a welcome development. In order for the work of the AFE to be better taken into account, I also wanted to set up the Permanent Committee of French Foreigners, in which you sit as a parliamentarian. The AFE office meets regularly with parliamentarians and the Government, allowing us to follow up on the work produced within this body. You are opening up other projects on which you will surely have to continue to move. As I said last Friday when we were discussing an amendment by Mr El Guerrab, that I am determined to move forward with you to improve the representativeness and powers of these elected representatives.
ParlaMint-FR_2020-06-09-O1229.u6	Mr M'jid El Guerrab has the floor to put his question, No. 1087, concerning the network of French schools abroad – EFE.
ParlaMint-FR_2020-06-09-O1229.u7	Our EFE network – with 522 registered schools in 139 countries and 370,000 students – is not immune to the economic consequences of the health crisis. Since the beginning of the confinement, many families have found themselves in great difficulty and they have multiplied the number of petitions and letters addressed to various French and foreign authorities. They primarily cover tuition fees, which are considered out of proportion to the distance "service" provided by teachers. This problem raises the question of the very existence of the network, since the institutions are a mixture of private and public: private, because you have to pay very much to educate your children; This is the school of the Republic, the continuity of the public service of French education abroad. On average, families spend around 5000 euros a year. While many of these families suffer heavily from the effects of the economic crisis without benefiting from the same economic support plans as in France and some French companies have decided to repatriate their staff, schools will be permanently weakened by the crisis. Some could even definitely close their doors this summer. This would obviously be a major catastrophe for the cultural and educational influence of France as well as for our diplomacy of influence, at a time when international competition in this field is exacerbating. This network is unique in the world, and many countries are. While it is efficient and effective, it must adapt to the context of crisis and reinvent itself to create the conditions necessary for the survival of our model. We need to think about the essential reform of the network and better take into account the expectations of the parents of students. I say it calmly, Secretary of State: we must restore trust between families and our schools around the world. What will be the Government's method of achieving this? Mr Secretary of State, I would like to take this opportunity to bounce back on our discussions last night with regard to the organization of the baccalaureate exams for French schools abroad out of contract. In France, students in out-of-contract schools can pass the baccalaureate in continuous supervision, but this is not the case for those studying in out-of-contract schools abroad. The latter regard the situation as unfair and unequal. This is a paradox because these schools make our values radiate throughout the world, and one of our cardinal values is precisely equality. Therefore, these schools do not consider themselves to be treated as they should be. What do you think, Secretary of State?
ParlaMint-FR_2020-06-09-O1229.u8	The next speaker is the Secretary of State to the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-06-09-O1229.u9	Mr M'jid El Guerrab, this network is a jewel: it allows our compatriots established outside France to attend their children in a French-language system; It is an instrument of influence because two thirds of the students are foreigners, who can thus tutor universalism to French, permeate our values and our methodologies. However, in the face of increasing competition from other models, it is important to assert ours. Jean-Yves Le Drian and I are fully aware that this epidemic crisis is a major shock for these 522 institutions. On 30 April, together with Gérald Darmanin, we announced a massive plan for the benefit of our compatriots living outside France. This plan includes a health component, a social component and an education and EFE network component. The Agence France Trésor has already made an advance of EUR 100 million to the Agence pour l'enseignement français à l'étranger – AEFE – which will allow the latter to put in place a support mechanism for all schools, I insist, regardless of their status. This meets a strong demand. By the way, I would point out that the third amending finance bill for 2020, which will be presented tomorrow in the Council of Ministers, will also include fresh budget appropriations as well as the mobilization of the precautionary reserve. Money ringing and stumbling will therefore come in support of this plan. Some EUR 50 million will be allocated to support families in order to increase the amount of scholarships for pupils already eligible or to grant them to others whose parents did not request them but whose situation has changed. In fact, we have changed the award criteria since we will take into account the revenues of 2020 and not those of year n-1. We want to pay attention to families, French or foreign, using adapted devices. It is by helping these families that we will help the institutions and ensure the survival of the network. You ask me about students who traditionally pass the bachelor's degree as a free candidate because they are schooled outside EFE, but in institutions that follow our programs. I am working hard on this issue that I have reported to Jean-Michel Blanquer. I do not yet have a guarantee of success with regard to the arrangements that we must find, but I have heard the distress and am working on it.
ParlaMint-FR_2020-06-09-O1229.u10	Thank you!
ParlaMint-FR_2020-06-09-O1229.u11	Mr Joël Aviragnet, speaking on behalf of the Group of the European People's Party, raised his question, No. 1081, concerning the revival of the tourism sector in the run-up to the summer season.
