ParlaMint-FR_2020-06-30-O1253.u1	The next item is the question to the Government.
ParlaMint-FR_2020-06-30-O1253.u2	Mrs Annie Genevard has the floor.
ParlaMint-FR_2020-06-30-O1253.u3	[[Applause on all benches]] Prime Minister, allow me in the preamble to extend my congratulations to all those who were elected this Sunday. [[Applause on the benches of the LR group]] The municipalities have confirmed that the Republicans are the first party in number of elected and that the right and its allies lead the largest number of cities with more than 9,000 inhabitants, thus confirming the strength and legitimacy of our territorial anchor. This proves that we have a strong connection with the real lives of the French, with the democracy of everyday life. That is precisely what is lacking to your majority, which is suffering a very heavy electoral setback. [[Same movements]] I also mean that in the context of growing ecological concern, many mayors of our political family have been elected with pragmatic but non-dogmatic ecological proposals. I want to pay tribute to them. However, abstention was massive for an election that usually mobilizes. The French are disinterested – worse, they are wary – in politics and politics. [[Applause on the benches of the LR group]] In this context, the postponement of the departmental and regional elections envisaged by the President of the Republic can only exacerbate the mistrust. The French will rightly see in it a tripotelage intended exclusively to serve the interests of a clan that would fear a new electoral defeat one year before the presidential elections. Prime Minister, can you tell us if this postponement is in your mind?
ParlaMint-FR_2020-06-30-O1253.u4	[[Vif applause on the benches of the groups LaREM, MODEM and Agir ens. – Some Members of these groups stand up]] The Prime Minister has the floor.
ParlaMint-FR_2020-06-30-O1253.u5	You can applaud him: he's the only one who won...
ParlaMint-FR_2020-06-30-O1253.u6	Cumulard!
ParlaMint-FR_2020-06-30-O1253.u7	He has the right to cumulate!
ParlaMint-FR_2020-06-30-O1253.u8	It's the tree that hides the forest!
ParlaMint-FR_2020-06-30-O1253.u9	[[Applause on various benches]] Madam Member, you started your question by expressing your Republican congratulations to all those who, following last Sunday's election, were elected municipal councillors in the more than 4000 communes in which the second round was still to be held. I would like to associate myself with the Republican congratulations you have just extended to the elected representatives and perhaps, if you allow me to do so, to extend a little more thanks and congratulations to all those who stood for election. I am sure that you also include them in your remarks. You know, like me, the difficulty of political life and the value of commitment. Many of our fellow citizens have engaged in these municipal elections, sometimes with the hope of winning, sometimes without that hope, but to defend ideas and a vision. They have done so with a sense of civic commitment that must be greeted. The vote may not have always been in their favour; However, they went in front of the voters and wanted to participate in this important public debate. I think they deserve to be greeted. [[Applause on all benches]] In the same way, we must salute – and I am sure that you also include them – all those who made these elections possible: state agents, municipal agents, volunteers, our fellow citizens who hold polling stations. We often think, all together, that the elections seem obvious, natural to us. The truth is that they are only possible because in our country there are women and men who participate in the election by voting but also by devoting time to their fellow citizens and by making this democratic exercise live. [["Ah! » on the benches of the LR group]] Elections, whether municipal, cantonal, regional or national, are an essential moment in a democracy. In answer to your question, Madam Member, I would remind you that the election date is not fixed at its convenience. You look surprised! It is the law that sets the term of office for which an elected person has been elected and the timing of the election cannot be chosen. But it is admitted – you know as I do – that, if a reason of general interest...
ParlaMint-FR_2020-06-30-O1253.u10	There aren't any!
ParlaMint-FR_2020-06-30-O1253.u11	[[Exclaims on the benches of the LR group]] ...justifies that the duration of a term of office is extended, the expected date of the election is postponed. Some here remember this: that's what happened in 2007 and 2008 for the municipal election since, by consensus
ParlaMint-FR_2020-06-30-O1253.u12	What a consensus!
ParlaMint-FR_2020-06-30-O1253.u13	Instead of yelling, let me finish my answer. You'll see, she'll interest you! By consensus, it was agreed that, if the municipal elections were held in 2007...
ParlaMint-FR_2020-06-30-O1253.u14	Everything is in the word "consensus"!
ParlaMint-FR_2020-06-30-O1253.u15	[[Applause on a few benches of the LaREM group]] ...they would have struck the presidential election in a way that was not desirable. The law, under the supervision of the constitutional judge, has therefore allowed the extension of the mayors' mandates for one year, until 2008, the public interest motive having been considered sufficient to allow the municipal election to be staggered by one year. If – and this word is important – a transformation of the competences or boundaries of local and regional authorities was envisaged, and if sufficient consensus appeared...
ParlaMint-FR_2020-06-30-O1253.u16	All the circumvolutions!
ParlaMint-FR_2020-06-30-O1253.u17	Speak clearly!
ParlaMint-FR_2020-06-30-O1253.u18	[[Applause on the benches of the LaREM, LT and Agir ens groups]] [[Same movements]] ... then perhaps the public interest motive would exist. But I observe, Madam Member, that the judge's control in this area is complete, complete – and that is so much better – and that such a transformation can only result from a form of consensus – I would certainly not go so far as to use the word "unanimity" – which is important. Consensus, at the time of the elections, is important. I remember some who, just before the first round, told me that it was not possible to move an election without consensus. I remember that very well, Member of Parliament. I have a perfect memory of it! And I do not change the line: elections must take place on scheduled dates, but if there is a sufficient reason of general interest, then it can be considered to shift them.
ParlaMint-FR_2020-06-30-O1253.u19	Mrs Annie Genevard has the floor.
ParlaMint-FR_2020-06-30-O1253.u20	[[Applause on the benches of the LR group]] I take it from your remarks that you have two conditions: the existence of a public interest motive and that of a consensus. I hope that both conditions will be met. On the Republicans side, we are very clear: we are absolutely not in favour of the postponement of the departmental and regional elections.
ParlaMint-FR_2020-06-30-O1253.u21	Mr Michel Larive has the floor.
ParlaMint-FR_2020-06-30-O1253.u22	My question is to the Minister of the Interior. Mr. Le Préfet de Seine-Saint-Denis ordered Mr. Le Maire de Stains to erase part of a fresco on the wall of his commune, specifically the word "police" in the phrase "police violence".
ParlaMint-FR_2020-06-30-O1253.u23	He was right!
ParlaMint-FR_2020-06-30-O1253.u24	[[Exclaims on the benches of the LR group and on several benches of the LaREM group]] Who is he to build up as a censor of artistic creation? What Republic allows its senior officials to flout freedom of expression? One may disagree with the message of an artistic work, but no one can arrogate the right to obstruct it. Freedom of expression is protected by article 11 of the Declaration of the Rights of Man and the Citizen and is enshrined in our Constitution.
ParlaMint-FR_2020-06-30-O1253.u25	Community!
