ParlaMint-FR_2020-12-08-O1110.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-12-08-O1110.u2	Mrs Delphine Batho has the floor to put her question, No. 1188, on the consequences of pesticides on pollinators.
ParlaMint-FR_2020-12-08-O1110.u3	My question is factual and very simple. In Europe, pesticide licensing rules do not take into account risks to bees and pollinators. Since 2013, the European Food Safety Authority (EFSA) has therefore recommended a reform of pesticide assessment methods. If applied, neonicotinoids would never have been allowed. Seven years later, this reform is still blocked. Worse: Since 2019, under pressure from agrochemical companies, the European Commission has requested a downward revision of the requirements set by EFSA. Member States may decide to implement the recommendations published in 2013 by EFSA – for example, Belgium – as invited by ANSES, the National Food, Environment and Labour Safety Agency, in an opinion delivered in October 2019. When will France apply the new criteria for assessing pesticides, taking into account the risks they pose to pollinators?
ParlaMint-FR_2020-12-08-O1110.u4	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2020-12-08-O1110.u5	It was in 2013 that EFSA issued its guidelines. If they are still not implemented, as you rightly pointed out, it is not because of the Member States but because of discussions within the institutions. We have therefore asked the European Commission to complete the EFSA review by March 2021 so that European guidelines can be defined and transmitted to the Member States. I am quite convinced of their need because, in agro-ecology, action is needed at European level. These guidelines are important and it is because they are lacking that we insisted on achieving a result by March next. Let me make two more general comments on pollinators. First, as you know, the Government is preparing a national action plan to protect wild pollinating insects. The Minister of Environmental Transition and I have begun working with professionals to agree on the content of this plan, which will include a review of the regulations governing the use of pesticides, whether it be its environmental aspect, the issue of impasses or, most importantly, labour law. Secondly, the common agricultural policy – CAP – and the legislative review of pesticide regulations are all opportunities to defend our views on plant protection products at European level and then to decline the measures within the framework of the national strategic plan – NHPs.
ParlaMint-FR_2020-12-08-O1110.u6	Mrs Delphine Batho has the floor.
ParlaMint-FR_2020-12-08-O1110.u7	To protect pollinators, it is best not to allow the reintroduction of neonicotinoids! On the other hand, Minister, you did not answer my question: when will France implement the recommendations made by ANSES and EFSA? Last August, you committed to publish by the end of 2020 – we are already on 8 December – "a plan to protect pollinators to strengthen their protection during flowering periods and to better take into account the issues associated with pollinators when plant protection products are placed on the market." And now you are referring to European discussions that are blocked! My question is therefore this: when will France decide to apply these guidelines on its own?
ParlaMint-FR_2020-12-08-O1110.u8	The Minister has the floor.
ParlaMint-FR_2020-12-08-O1110.u9	I like to be forced, early in the morning, to reply to your lines, but don't make me say what I didn't say. I have clearly distinguished between the actions we are taking at European level to complete and distribute the EFSA review by March 2021 and two additional points: the 'pollinizers' plan, a national plan on which several consultations have been launched, and our work within the framework of the CAP and the future French presidency of the Council of the European Union, during which a number of important issues will have to be addressed, including the review of the pesticide package. Finally, with regard to your little pike on neonicotinoids, I would remind you that Belgium, if it implements the EFSA recommendations, has reauthorised them for a long time.
ParlaMint-FR_2020-12-08-O1110.u10	Mr Stéphane Travert has the floor to put his question, No 1169, on the shellfish sector.
ParlaMint-FR_2020-12-08-O1110.u11	The epidemic situation of covid-19, which is starting to rise again at the end of the year, is a cause for deep concern within the shellfish sector, particularly the mussel sector. Large production areas, such as Normandy and Brittany, have the legitimate question of selling their production to the out-of-home catering sector – RHD – which is closed administratively and absorbs almost 40% of the sector's sales at the end of the year. Without these indispensable opportunities, their fears are, as you know, strong and understandable. Professionals also see a galloping deflation of wholesale prices: it is difficult for them to maintain prices. However, the epidemic phase we are experiencing is likely to create a slowdown that will have an impact on the end-of-year holidays, a crucial period for the cash flow of the shellfish sector. The cash flow situation is a matter of concern; the consequences of the closure of breweries, restaurants and places of cultivation are real and correspond, little or no, to the share of the traditional marketing of oysters in autumn and winter. Are you considering, Mr Minister, a plethora of measure 55 of the European Maritime and Fisheries Fund – EMFF – through a repackaging of the scheme? How are your discussions with industry representatives on the demands they have been making for several weeks? Finally, what do you think of the possibility of amending, by means of a bill that I tabled last year, the rural and marine fishing code in order to allow the exploitation of algae not only in respect of the marine fishing activity but also in respect of the exploitation of the life cycle of aquatic plant species? This would make it possible to divide their exploitation between fishermen and aquaculturists and would provide an additional source of income for these sectors, to which we attach great importance.
ParlaMint-FR_2020-12-08-O1110.u12	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2020-12-08-O1110.u13	First of all, honourable Member, I would like to commend your commitment to the beautiful shellfish sector that you know well and that you are a strong advocate of, in your territory as well as elsewhere. It happens that the Minister of the Sea and I received the entire shellfish and fish sector yesterday afternoon. First topic: accompaniment. Like many other "festive" or so-called productions because their sale is concentrated at the end of the year or at a particular time, it was very important that the shellfish sector be included in the list of so-called S1 bis sectors: this is what we have obtained. Precisely because they are festive products, the threshold at which the loss of turnover gives rise to the reduction of contributions is debated – between 50% and 80%; we discuss with Olivier Dussopt how to make this provision. Second point: the aid granted under the EMFF – I am speaking under the control of the Minister of the Sea since the steering of this fund depends on his ministry. First of all, we will increase the ceiling on public aid granted, as the profession demands. Secondly, we agreed to consider a new abundance as part of the repackaging linked to the end of the EMFF programming, which is to be carried out by spring 2021. The third very important topic is the promotion of shellfish products. We are carrying out this work as agreed with the large distribution, which we obtained three weeks ago that it is committed to promoting the beautiful fresh and local products of our country. The aim is, of course, to be able to promote, among other things, shellfish and fish products. For example, almost 85% of oysters are sold at outlets and not at restaurants, hence the interest of our approach. Finally, you are proposing to amend the rural and marine fishing code so that the cultivation of algoculture is also part of the exploitation of the life cycle of aquatic plant species: I will have great pleasure in discussing it with you. The Rural and Maritime Fisheries Code already contains provisions on this subject, but on this subject the two channels concerned need to dialogue in order to reach agreement, and I am ready to lead this dialogue with you to see how far we can go.
ParlaMint-FR_2020-12-08-O1110.u14	Mrs Aude Bono-Vandorme has the floor to raise her question, No. 1165, concerning the partial exemption from property tax on non-building.
ParlaMint-FR_2020-12-08-O1110.u15	Mr Minister for Agriculture and Food, I would like to draw your attention to the system of partial exemption from the property tax on unbuilt properties set up by the State and its consequences for farmers. This summer, drought has profoundly affected farmers, reducing the production of animal fodder by almost 60%, as well as cereal production. Under these conditions and in order to help farmers, the State decided in November to grant a reduction in the property tax on unbuilt properties – TFPNB. In Aisne, the envelope to compensate for this partial exemption is estimated at EUR 5.3 million. Owners of agricultural land classified as grasslands will benefit from a 60 per cent discount, while annual agricultural production will benefit from a 30 per cent discount. Granted ex officio without the owner or operator having to make any steps, this rebate is deductible from the amount of tax paid under the NBTF for 2020, and will be returned by cheque letter or by transfer to the current owners of their payments. This is an expected and welcome step. In the event that the owner of the property and the operator are two different persons, the law requires the owner to return the benefit of the property to the operator. Some owners of Aisne, a department particularly concerned with this provision, where two thirds of farmers work in rent, do not seem to be aware of this obligation. So, in order to avoid the emergence of tensions that are already threatening, can you tell me what steps you intend to take to ensure that the owners will return the aid to the farmers?
ParlaMint-FR_2020-12-08-O1110.u16	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2020-12-08-O1110.u17	You are quite right, Member, and your comments could have been mine: today, the drought is no longer anecdotal and the episodes are repeated year after year. We must therefore both prevent and act. Without going into detail, the best way to prevent drought episodes and fight their effects in a sustainable way is to pursue an ambitious water policy – which I intend to do, because it is in my view the best protection. This is a difficult subject, but we have achieved progress thanks to the measures you have adopted. Secondly, when we fail to prevent drought, we must be able to accompany farmers, first and foremost by laying down provisions for farming practices. I will not go into the details of this subject that you know very well; Let's just say, for example, that we can change the temporality of plantations in areas of ecological interest – SIE. We can also decide to make advance payments under the common agricultural policy. This is what was done this year as early as October 16th – in this regard I would like to commend the teams of the service and payment agency, the ASP, which, in a complicated context, has done tremendous work to ensure that payments are made. Thirdly, we apply this famous relief from the property tax on unbuilt properties, territory after territory. The difficulty lies in the fact that it is the owner who receives the notice of relief: in some cases, however, he does not return the sum to the farmer. We remind him that he is legally obliged to do so – it is not an option but an obligation. In your department of Aisne, in particular, our teams and those of the departmental Directorate of Public Finance – DDFiP – have ensured that this reminder is included in the discount notice itself or on the information sites. However, on this subject, by acting in a transparent manner, we are faced with a form of intermediation, if I may say so. That is why, with a view to the next summer, I am trying to anticipate drought measures as much as possible so that they are more automatic than in the past, and above all to implement this ambitious water policy, certainly the best service we can provide to our farmers.
ParlaMint-FR_2020-12-08-O1110.u18	Mrs Aude Bono-Vandorme has the floor.
ParlaMint-FR_2020-12-08-O1110.u19	Thank you, Minister, for all the attention you pay to farmers. They are aware of this and thank you, too. Since 2016, they have experienced a real accumulation of climate hazards and other difficulties: this attention must not weaken.
ParlaMint-FR_2020-12-08-O1110.u20	Mr Laurent Garcia, speaking on behalf of the Group of the European People's Party, raised his question, No. 1157, concerning the France services house in Laxou.
ParlaMint-FR_2020-12-08-O1110.u21	My question concerns the project to install and label a France services house in Laxou, a city of which I am lucky to still be mayor, for reasons that it would be too long to explain here. This structure would be located in the district of the Provinces, which is a QPV, a priority area of city policy, considered to be of national interest under the new national urban renewal program, the NPNRU. For years, its inhabitants have seen the departure of public services, one after another, and rightly perceive a sense of both abandonment and insecurity. The national police station itself, which played an essential role in the heart of this neighbourhood, is empty, for technical reasons linked to the structure of the building: it had some cracks. The national police officers, hosted by the social lessor Batigère, were redeployed elsewhere. Only communal public services, communal centre for social action, stop-garderies, Ludotheque remain in the neighbourhood; certain associations, such as the local mission and the district administration; At last, the Batigère agency. Since the Government has announced that the PQs will have priority in this area, I would like to know whether the establishment of a France services house incorporating a police station – not a police station, which would not fall under the same legislative provisions – is likely to be validated, and if possible partially funded.
ParlaMint-FR_2020-12-08-O1110.u22	The Minister responsible for the city has the floor.
