ParlaMint-FR_2020-02-04-O1133.u1	The next item is the question to the Government.
ParlaMint-FR_2020-02-04-O1133.u2	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2020-02-04-O1133.u3	Prime Minister, three weeks ago, I was asking your Minister of Education more fully national about the serious malfunctions associated with the implementation of the common tests of continuous control – the famous E3C. With incredible aplomb and denial...
ParlaMint-FR_2020-02-04-O1133.u4	As usual!
ParlaMint-FR_2020-02-04-O1133.u5	[[Applause on the benches of the FI group]] ... he replied – I quote – that it was a "very good test gallop." Since then, in the absence of any dialogue, the sling continues to grow: 40% of high schools disrupted, 90% of schools blocked in Martinique and Guadeloupe, 10% of events cancelled – no doubt the effect of the 0.1% radicalised agitators!
ParlaMint-FR_2020-02-04-O1133.u6	That's not true!
ParlaMint-FR_2020-02-04-O1133.u7	But in terms of radicalization, it is the brutality with which you repress this challenge that amazes the entire educational community.
ParlaMint-FR_2020-02-04-O1133.u8	That's right!
ParlaMint-FR_2020-02-04-O1133.u9	Of course, as is the case, teachers are punished. But – and this is a case of school – the students themselves are now the subject of your repression: law enforcement forces in front of and in schools; gassed, molested or batoned high school students in recreation classes; threats of zero to the examination in case of refusal to comply.
ParlaMint-FR_2020-02-04-O1133.u10	Scandalous!
ParlaMint-FR_2020-02-04-O1133.u11	I myself accompanied the parents of Ravel High School, bewildered to see their children in custody. They remained without news for several hours in front of the 20th arrondissement police station. [[Applause on the benches of the FI group]] Prime Minister, I say to you: the first agitator is your government! It has been two years since the organization of the baccalaureate caused such chaos, to the detriment of the students. You believe in republicanism and order: is this a way of listening to those who legitimately protest against your reform? [[Applause on the benches of the FI group]] Your answer, Prime Minister, is very much expected out of these walls.
ParlaMint-FR_2020-02-04-O1133.u12	Bravo!
ParlaMint-FR_2020-02-04-O1133.u13	The Minister for National Education and Youth has the floor.
ParlaMint-FR_2020-02-04-O1133.u14	Thank you for your question, which makes it possible to make a regular point on continuous control, a subject that is appropriate.
ParlaMint-FR_2020-02-04-O1133.u15	You're the one under control!
ParlaMint-FR_2020-02-04-O1133.u16	E3Cs are currently taking place in all the lycées in France, and in 85% of the establishments this happens without problems.
ParlaMint-FR_2020-02-04-O1133.u17	Unfortunately, that is not true.
ParlaMint-FR_2020-02-04-O1133.u18	He can't count...
ParlaMint-FR_2020-02-04-O1133.u19	Whole regions do not encounter any problems, as in the Académie d'Orléans-Tours, where continuous control is under way. But it is always important to remember the meaning: why is there continuous control? For the students to work continuously. The tests they are currently taking are 1.7% each and, as I speak to you, a million copies have already been returned. They are being digitized – which, by the way, also represents a very interesting development: corrections will be much more automated and, above all, much more objective. A whole series of virtues are expected from continuous control: teachers know this well who, since September, see students more at work. Indeed, the prospect of continuous control simply allows us to be concentrated from the beginning.
ParlaMint-FR_2020-02-04-O1133.u20	Anything! What about the police in high school?
ParlaMint-FR_2020-02-04-O1133.u21	You yourself need to be able to answer some questions:...
ParlaMint-FR_2020-02-04-O1133.u22	It's not up to you to ask the questions, minister!
ParlaMint-FR_2020-02-04-O1133.u23	[[Protests on the benches of the FI group. – Applause fed on the benches of the LaREM group and on a few benches of the MODEM group. – Mr. Stéphane Demilly also applauds]] ...are you for or against continuous control? You say there are problems of agitation: are you for or against the blockage of high schools? In other words, are you for or against illegal actions? Is it normal for you to encourage garbage fires? Is it normal to see some Members of the French Parliament insoubted to encourage actions of an illegal nature? [[Applause on the benches of the LaREM group]] [[Ms. Sabine Rubin tried to speak.]] So I ask you, are we the agitators? Or would it not be you, as deputies of the Republic?
