ParlaMint-FR_2020-01-14-O1120.u1	The next item is the question to the Government.
ParlaMint-FR_2020-01-14-O1120.u2	Mrs Josy Poueyto has the floor.
ParlaMint-FR_2020-01-14-O1120.u3	While yesterday, in Pau, the G5 Sahel summit desired by the President of the Republic, I wish to return to the security challenges we are facing in the Sahelo-Saharan band. For having recently travelled to Niger and Chad myself, I can testify that the Barkhane force plays a major role alongside the joint G5 Sahel force. We must not let go of the Takuba mission, the aim of which is to deploy European special forces on the ground. As we know from the beginning, the outcome of this nameless conflict will not be military. The solution will be political, with the support of development assistance programmes. It is this global, military, economic, social and environmental approach that we all support from the beginning, which shows us the horizon, even today. A key question remains: how can we translate, concretely and perhaps more quickly than ever before, the benefits of the investments committed and to come to the people, far beyond the most urban areas? The Heads of State called for an acceleration of action in favour of the return of public administration and services to all the territories concerned. It is therefore urgent that we make progress on the issue of development. The first results of the Alliance for the Sahel are interesting, but it is necessary to amplify its impact. Faced with these multiple and complex issues, the Group of the Democratic and Related Movement hopes that the year 2020 will mark a turning point in the actions undertaken in the Sahel. What form should our military engagement take in the future? How can development aid, of which we are still waiting for the programming law, effectively support our action in these territories?
ParlaMint-FR_2020-01-14-O1120.u4	The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-01-14-O1120.u5	The Pau summit was a decisive summit. This was the height of gravity since, as you know, our countries are paying the price of blood in the fight against terrorism, whether in Niger a few days ago, where 89 soldiers died, whether it was the recent death of 13 of our soldiers in operation. This summit was the summit of unity because everyone was present, the Secretary-General of the United Nations, President Charles Michel, Mr Borrell, the High Representative of the European Union, the Chairman of the Commission of the African Union and the Secretary-General of the Francophonie and, of course, the Heads of State of the G5 Sahel. [[Applause on the benches of the LaREM group]] It was also the summit of clarification and confirmation since the G5 countries unambiguously reaffirmed the need for Barkhane's presence and the support of its European allies. It was also the summit for action and remobilization, which led to the initiative that you cited from the Sahel coalition. This coalition will make it possible to make existing mechanisms more coherent, to ensure better control, to improve the effectiveness of the actions of the Sahel countries and the international community, with a military translation – it is a question of weakening the enemy and better coordinating our actions – with political translation – so that the State returns everywhere in the Sahel regions, in particular in Kidal but also in northern Burkina Faso – but also with the desire to give more efficiency, more readability to the action for development within the framework of the Alliance for the Sahel, because the only real alternative to jihadism is indeed the revitalization of the areas that are currently being challenged.
ParlaMint-FR_2020-01-14-O1120.u6	Mrs Cécile Untermaier has the floor.
ParlaMint-FR_2020-01-14-O1120.u7	Nearly 100 per cent of bars are on strike to challenge pension reform. For the second time in less than a year, with the Justice Act of March 2019, they are undergoing a reform they do not want. We need them to make justice work independently. The day before yesterday in Caen, the lawyers threw their dresses down. Yesterday, at the Chalon High Court, they hanged them. All are supported by the magistrates. [["Yes! » on the benches of the LR group]] The pension base for lawyers is currently 1400 euros per month. After the reform, this amount would fall to EUR 1000 while the contributions would double. However, it is a largely surplus regime, without a penny from the State, and which participates in solidarity, paying 98 million each year to the general system. This bill ends up having no universal but the mistrust and anxiety it arouses. This profession, which also defends widows, orphans and foreigners under sometimes complicated and low-paying conditions, must be listened to and heard. Of course, the chancellery eventually received the lawyers, but no way out of the crisis seems to be clear, except to tell us the opposite today. Prime Minister, are you going to give signs of appeasement to a profession which is peaceful and whose anger we must hear?
ParlaMint-FR_2020-01-14-O1120.u8	[[Applause on the benches of the LaREM group]] The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2020-01-14-O1120.u9	You are right to say that lawyers play an absolutely essential role in our rule of law and in our judicial system, I would like to repeat this to you. I would also like to say that we are obviously aware of this crucial role and that is why we have been maintaining a constant dialogue with them for many months.
ParlaMint-FR_2020-01-14-O1120.u10	That's not what they say!
ParlaMint-FR_2020-01-14-O1120.u11	They were received, on technical issues, at least eight times in the last quarter of 2019. I have received them myself, together with the previous High Commissioner, on two occasions during which we made proposals.
