ParlaMint-FR_2020-05-19-O1215.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-05-19-O1215.u2	Mr Bertrand Sorre, speaking on behalf of the Group of the European People's Party, raised his question, No. 1026, concerning the council of the workers of Avranches.
ParlaMint-FR_2020-05-19-O1215.u3	Madam Minister of Justice, I would like to ask you about the future of the advice of Prud'hommes d'Avranches, in the English Channel, and about the Chancery project, which arouses the concern of the Prud'homaux advisers. It is planned to reduce the number of judicial boards in the context of judicial reform and the establishment of judicial tribunals. The council of Avranches's workers is on the list of the twenty-two sites threatened with closure or reduction of sections. I welcome, Madam Minister, the spirit of your reform, which aims to facilitate access to justice and strengthen its proximity, which is an essential point for the professional justice system, the advantage of which, let us recall, is an inexpensive operation based on the mobilization of employers, a mobilization which would be hampered by a remote location. The abolition of a labour court would require more travel than is currently the case, necessarily more costly or even dissuasive. La Manche has a derogation allowing it to have two councils of prud'hommes for a single judicial court, which takes account of the particular geography of this department, which is very extensive in length. It is important to note that the current five sections are very useful and that the fairground hearings are to be resumed soon on the site of the court of Avranches. In addition, the covid-19 pandemic and the containment period forced the postponement of hearings, which is likely to increase the delay in the hearing of cases. Moreover, there may be a significant increase in the volume of cases to deal with the emergence of disputes between employers and employees arising directly from the health crisis. I would add that the same should apply to civil matters in view of the unfortunately expected increase in divorces and cases of domestic violence. In view of these elements, Madam Minister, do you confirm the continuation of the Board of Prud'hommes d'Avranches and all its sections so that I can bring the reassuring news they are waiting for the councillors, local elected officials, employees and employers?
ParlaMint-FR_2020-05-19-O1215.u4	The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2020-05-19-O1215.u5	For several years, requests for the adjustment of the staff of labour advisers have been received from the social partners on a recurring basis. In response, a working group was set up within the framework of the Higher Council for Labour, with the aim of revising the number of advisers in view of the evolution of the activities of the various sections, i.e. the number of disputes actually dealt with, and the evolution of economic basins and population flows. The results of the general renewal of the Labour Council have also shown a significant number of seats not filled in the absence of proposals for applications from trade union and professional organisations. The working group therefore examined the situation of each of the 210 labour councils. The main purpose was to adjust the number and distribution of seats between each of the five sections of the same council. In a very limited number of cases, another organisation is envisaged, in particular for the activities of the management and agriculture sections: where there are several management councils in one department, one of them could deal with the whole dispute of the management section and another of the whole dispute of the agriculture section; It would also be possible for a council to deal with the whole agricultural dispute and for the case under the management section to continue to be examined by each of the two councils. For the Avranches Labour Council, I note that fewer than five agricultural cases have been registered for the past three years. It is in this perspective that the consolidation of this dispute could be envisaged. However, no arbitration has been reached at this stage and, in line with the commitments I made during the review of the Justice Reform Bill, I confirm that I am not considering any reorganization projects without consultation with local actors and that I do not wish to close any places of justice.
ParlaMint-FR_2020-05-19-O1215.u6	Mr Bertrand Sorre has the floor.
ParlaMint-FR_2020-05-19-O1215.u7	A big thank you, Minister, for the accuracy – to which you have accustomed us – of your answer.
ParlaMint-FR_2020-05-19-O1215.u8	[[Smile]] Your day starts well, Minister.
ParlaMint-FR_2020-05-19-O1215.u9	Mr Yannick Favennec Becot has the floor to put his question, No. 1042, on cultural life in rural areas.
ParlaMint-FR_2020-05-19-O1215.u10	Mr Minister of Culture, given the scale of the health crisis we are experiencing and its consequences for all economic sectors, I would like to draw your attention in particular to the situation of cultural associations organising festivals, especially those which were to gather more than 5000 participants this spring and summer: I am thinking of the Festival Au Foin de la Rue, the Festival des Mouillotins or the Festival des Trois Éléphants, in my dear department of Mayenne. You know, Minister, that these gatherings contribute greatly to the attractiveness and dynamism of our territories, as well as to the development of social ties, particularly in rural areas. You also know that these events are based on often precarious financial balances and therefore on the commitment and dedication shown by thousands of volunteers. Many local authorities have set up, as in my region Pays de la Loire, an emergency fund and have maintained the subsidies paid to these associations, despite the cancellation of the demonstrations. Many of them can also benefit from general support mechanisms set up by the State. But, Minister, you also know that it will not be enough, far from it, to ensure their survival and the sustainability of these festivals for the next few years. That is why I would like to know what complementary tools you intend to put in place. Would it not be possible to use the National Fund for the Development of Associative Life in each of the departments concerned, with an exceptional abundance this year, by prioritising its credits to the associations organizing festivals?
ParlaMint-FR_2020-05-19-O1215.u11	The Minister for Culture has the floor.
