Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e26	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e83	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e91	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e105	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e137	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e142	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.ADA	Dahl, André Oktay	M	1975	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e149	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e154	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e157	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e199	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-03-14	ParlaMint-NO_2005-03-14.ana.ud1226e219	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-03-14	2005-03-14	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-03-14	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
