Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e45	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e144	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e150	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e171	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.ADA	Dahl, André Oktay	M	1975	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e186	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e202	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e218	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HR	Rød, Henrik	M	1975	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e237	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Regular	notMP	Minister	H	Høyre	Coalition	Centre-right	person.MOMY	Meyer, Morten Andreas	M	1959	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e258	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e275	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e283	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2005-04-25	ParlaMint-NO_2005-04-25.ana.ud1276e337	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-25	2005-04-25	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
