ParlaMint-NO_2005-06-13-2.ana.ud2269e31	No one has asked for the floor. [[Fotation, see page 2832]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e49	No one has asked for the floor. [[Fotation, see page 2832]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e68	No one has asked for the floor. [[Fotation, see page 2832]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e87	No one has asked for the floor. [[Fotation, see page 2832]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e106	No one has asked for the floor. [[Fotation, see page 2832]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e125	No one has asked for the floor. [[Fotation, see page 2832]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e144	No one has asked for the floor. [[Fotation, see page 2833]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e163	No one has asked for the floor. [[Fotation, see page 2833]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e181	No one has asked for the floor. [[Fotation, see page 2833]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e200	No one has asked for the floor. [[Fotation, see page 2833]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e219	No one has asked for the floor. [[Fotation, see page 2833]]
ParlaMint-NO_2005-06-13-2.ana.ud2269e235	The first speaker is Berit Brørby. – No, the rapporteur on the matter is André Oktay Dahl.
ParlaMint-NO_2005-06-13-2.ana.ud2269e238	I expect it was a coincidence that I was confused with the representative of Brørby! This has been a difficult matter to be the case rapporteur for. The main reason for this is that there have been so many strong and not least understandable feelings in turn, and that for so many years. An entire coastal community was affected when the fishing vessel «Utvik Senior» was listed on 17 February 1978 on its way home from the Great Depth fishing field towards land in Steinfjord at Senja in Troms. The ship had a crew of nine men, all of whom died. The first commission of inquiry did a comprehensive job, even though we now have a conclusion that is the very opposite, namely that the loss was not due to misnavigation. But no matter how you turn it around, they left it as severely offensive that the crew, after the first commission of inquiry, was supposed to have exhibited poor seafarers. In all years it was the main motivation for a re-examination, and in the wake of the Focal Point programme on the location of the main engine in April 2002, a new study commission was set up, which issued its report last April. An important starting point for the Committee's work has been to seek peace by taking due account of the needs of the survivors to clarify what happened, while at the same time not allowing themselves to tear down completely and take over good fish all the claims made in relation to the handling of the case in due time by both the authorities and the first Commission of Inquiry. In the course of the examination, several members of the Committee have had informal meetings with relatives and others, and some have responded to this in their comments. That is why I would like to stress, for the sake of order, that everyone who has happened to belong to the control committee and has met, for example. has left, has done so as a single representative and not on behalf of the Committee as such. At the same time, it is important to be told that it has given the survivors the opportunity to come and present their views, has been important in relation to the information on the matter, because this case is not particularly suitable for reading documents only. The Committee notes that the second investigation commission on the loss of the ship brought clarity to one of the main appeal points they had left after the first, namely that the cause of the failure of the ‘Evelopment Senior’ was not due to misnavigation. We assume that with this, the crew will be completely cleaned. The Committee is also concerned about the fact that the submission allows the Ministry of Justice to be more critical in its time and to listen more to the survivors. As we see it, the ministry has admitted significant system failure. Questions may also be asked whether the Ministry should have re-appointed the Commission as early as 1979, but the Committee does not consider that there has been any deliberate deception of the public. The setting-up of a new investigation commission has, as I said, been the main focus of the survivors and the coastal population ever since their death, until relatively recent issues were raised about the allocation of allowances, about possible incorrect shortening of the insurance settlement and about the question of compensation on an objective basis. The Committee does not take any of these questions into consideration in this section. They belong elsewhere than in this hall. We are confident that this will be properly addressed by the Council of State within the framework of the Act of Participation, but we have given a small signal from the Committee that the situation of the survivors has been taken into account. This is to the extent that open doors are opened in relation to the discretion of the legislative council, but the committee found it appropriate to make this small recommendation. With regard to the SV’s specific comment on this point, I leave to SV first of all to explain its own comment, which can be interpreted as pre-empting the procedure to be carried out in the Ministry of Fisheries and Coastal Affairs. In any event, the majority of the Committee considers that the issue of the allocation of new allowances and insurance settlements cannot, in any case, be linked and must be dealt with properly in the ministry, where the specificities of this specific case are to be balanced against the consequences of a given course of action – as outlined by the Council of State in its reply to the Committee. Nor has the Committee considered the question of any compensation on an objective basis, which has been promoted to the Ministry of Justice. The claim is based, not on the State’s being a victim of violence, but on the fact that the State has an objective responsibility for an intentionally inadequate investigational job. A broad majority of the Committee relies on the assessments made by the Ministry of the Legal Complications raised by this issue, including the question of possible precedent and significance for other matters. We therefore, of course, do not take a concrete view of the statements made by Robertsen's law firm to the Department or of what has been explained in the Ministry of Justice's letter to the Committee, among others. because we do not want to prejudge any legal action. In any case, it is clear to the Committee that the assessment of whether the State is to pay this type of compensation to the survivors after the loss of the ‘Effective seniority’ is difficult to equate with the insurance claims made after, for example, The ‘Scandinavian Star’ and ‘Sleipner’ accidents. These provide limited guidance in this matter. Despite the fact that no legal basis for substitution is currently being established, the entire Committee takes the view that, despite clear warnings and requests for re-examination by the survivors, survivors have been subjected to an additional burden by reaching a false conclusion in 1978/1979. The case has been a test for several of the survivors who lost their very closest. The question of how to carry out a form of cheap substitutes is the only point in which the majority of the Committee and the large minority of the Committee appear to have widely differing views. The apparent big disagreement has also been promoted in the public debate. When I say apparently, it's because both the majority and the minority necessarily have to go in for some form of suggested cheapness compensation. In a sense, the word ‘feeling’ is a somewhat misleading word, as it is not a replacement in the proper sense of the word, namely a legal right. Billing compensation means the possibility to allocate a sum of money after a reasonable assessment where there are no legal requirements. When I say that there is only a seemingly large disagreement between the majority and the minority, it is because the name to be established, and the compensation mechanism that the majority wants the Government to investigate, must necessarily result in some form of enhanced cheapness compensation, as the Storting, for the aforementioned reasons and in principle, here today does not conclude that there is any legal basis for providing compensation in the normal sense of the word. The government gets the case back and has to propose how this is to be handled, but it is the Storting that sits on the money bag and has to provide the leaders for this. The right and Christian People's Party is of the opinion that it would have been more practical to take advantage of the scope of the previous treatment of the Stortinge against who could be covered by the established LFS and that it would have been more flexible and hindered by the postponement of the majority proposal in reality. We are concerned that the survivors should avoid unnecessary red tape, so we perceive it so that a specific mention may not be appropriate, by establishing a new regime that involves a postponement. Since the majority and the minority actually agree at the same time, as I see it, that some form of suggested cheapness compensation is going to happen, I am not going to spend more time polishing against the majority proposal now, except to suggest that the minority proposal might lead to a somewhat faster treatment of the claims of the survivors, and then with the necessary coronation of how other groups of injured parties have dealt with their claims. This case is unique, but at the same time the feature of the discussion around publicly appointed investigation commissions has been that their findings and assessments have been questioned, whether in this case, the ‘Western’ crash or the Mehamn accident. The Committee shall be divided into a majority and a minority as regards the question of the participation of the deceased in such a type of commission. However, both the majority and the minority, with somewhat different wording, agree that relatives, survivors or others should somehow be able to be represented in future investigation commissions. In many cases, there is a great deal of information to be provided, and research work needs to be organised to provide them with the necessary information, which can also increase confidence in the work of the investigation commissions. This consideration may also turn the other way around. It is important that study commissions are seen as objective, haile and independent in relation to opinions on, for example: liability. In this area, it is not only useful, but necessary to compare with the organisation of judicial proceedings, as the same considerations need to be taken into account here. Although the majority does not refer directly to the reservations given in e.g.: The law of justice, as the Right Party and the Christian People's Party do, I assume that the majority have also written these behind the ear, albeit not with written consent to our remarks. If I have misinterpreted what I really perceive as a real consensus, or at least not a big disagreement, I ask to be corrected afterwards. The conclusions reached at the end of the second investigation commission are mountainous. So that's what the government has built on in its big message. With the examination of the quota issue and the insurance issue in the department and finally a suggested form of cheapness compensation or special compensation scheme, as some people call it, I hope that a difficult case can get its end to the seventh and last. The question of compensation on an objective basis should not be dealt with by the Storting and should not do so. Finally, for the sake of order, while I remember it, I also take up the minority proposals of the Right and Christian People's Party.
ParlaMint-NO_2005-06-13-2.ana.ud2269e284	The representative André Oktay Dahl has taken up the proposal he referred to.
ParlaMint-NO_2005-06-13-2.ana.ud2269e287	I am not going to spend time commenting on the strange undertone that was in Dahl's post. To that I think the matter is actually too serious. It is a cross-thinking that today the Stortinge treats support for the survivors after the tragic loss of the ‘Evelopment Senior’, which occurred 27 years ago. The need for two investigation commissions to clarify that the loss was not due to misnavigation, but quite different circumstances, is an important reminder that we should not readily accept the conclusions presented by the experts. The experience of this accident as well as the Mehamn accident and the ‘Western’ accident shows that relatives and other interested parties have important contributions to clarify and understand this type of incident. The working party is therefore concerned that interested persons, whether in the case of survivors, relatives or others with special knowledge, are to be represented in future investigation commissions. This is also the case in the permanent commissions, such as: The Aerodrome Commission, which should be supplemented during the treatment of serious accidents by the case-by-case concerned. I am pleased with the agreement that they will be entitled to compensation after “Evolved Senior”. However, there has been a discussion as to whether the cheap substitute scheme should apply or whether a separate compensation scheme should be established. On the part of the Workers' Party, I would like to stress that we want to maintain the cheap compensation system as it works today, namely that it only covers compensation for those directly affected and not the relatives. We need such a system, a safety valve for people who are being mistreated by the administration, and do not want to change this. In addition, the Labour Party considers that the relatives will be best served by the establishment of a separate compensation scheme. Based on the majority of the population – Labour Party, Progress Party and SVs – proposals for decisions, we assume that the Government immediately reduces its own name to assess the amount of compensation and who is to be covered by the scheme. I ask the Council of State to confirm that this will happen. As regards the question of curtailment in the insurance sum and the granting of a new concession, I refer to the joint comment of the Workers' Party, the Advance Party and the Christian People's Party, where there is also a Right, and assume that the Ministry of Fisheries and Coast takes into account the particular circumstances of this particular case in its assessment. Otherwise, I refer to the majority position.
ParlaMint-NO_2005-06-13-2.ana.ud2269e302	: It has been more than 27 years since the fishing vessel ‘Development Senior’ was listed, with the tragic outcome of the death of all nine-person crew. The investigation commission, which was reduced to clarify the cause of the loss, concluded that the loss was probably due to misnavigation and grounding. The survivors after the loss could never accept this conclusion. With their knowledge of the waters and fisheries, as well as the assessments of the vessel inspector in Tromsø around the shipwreck, it was quite natural that the survivors and the coastal population could not rely on the conclusions of the Commission of Inquiry. It's obviously critical, as I see it, that the authorities were not willing to resume the investigations based on the uncertainty that existed among the survivors and the coastal population after the work of the first commission of inquiry. In 2002, over 20 years later, the survivors had still not given up hope of clarifying the actual course of events. The public had obviously failed, and there was a need for help from journalists in the NRC to document the fact that they had been left behind for 20 years, namely that the crash could not be caused by misnavigation, but most likely by a collision with another ship. It is expedient to ascertain the long-standing absence and unwillingness of the authorities to present facts in this case. However, it is worth noting that both the ministry and the committee are going very far in regretting the handling of the matter that took place in the years immediately after the loss. The second investigation commission is clear that the loss may not be caused by misnavigation and grounding. It is therefore obvious that this implies a full cleaning of the crew. There is no doubt that the survivors have been right in their statements all these years, and I hope and believe that this conclusion can help to bring about peace on this matter, which has obviously been a tremendous burden on the survivors. We cannot therefore see any need to start a new examination of this matter by some members of the Committee. We find it difficult to see that a new investigation can produce conclusions different from those of the last Commission. We believe it would be most appropriate for all parties that this matter can now be brought to a worthwhile conclusion and that justice can be achieved that everyone can see. We are therefore pleased that the majority of the Committee decides that a separate compensation system should be established for the survivors after the loss. The system of credit compensation is not intended to be a compensation scheme for the survivors of accidents and infringements, and it is therefore quite right in my view that a separate compensation scheme should be established for this very special case. It is important to consider all aspects of the replacement issue, including the issue of fish quotas. And it is important that the survivors are properly compensated based on the losses and burdens they have suffered as a result of the loss and mistreatment of this by the authorities.
