Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e56	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e72	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e88	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e104	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e113	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.DAGS	Sundsbø, Dagfinn	M	1946	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e145	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.PRH	Henriksen, Per Rune	M	1960	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e158	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KES	Svendsen, Kenneth	M	1954	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e179	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e189	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e251	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e261	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
