Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e26	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e44	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.THA	Hansen, Torbjørn	M	1972	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e76	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TON	Nordtun, Tore	M	1949	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e104	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e107	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PEM	Monsen, Per Erik	M	1946	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e133	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e136	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.OKD	Djupedal, Øystein	M	1960	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e159	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.BJT	Tørresdal, Bjørg	F	1958	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e176	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.ORE	Enoksen, Odd Roger	M	1954	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e193	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2005-04-12-lower	ParlaMint-NO_2005-04-12-lower.ana.ud1562e203	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-12	2005-04-12	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
