Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e34	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e43	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e48	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.ON	Nilsen, Oddvard	M	1940	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e53	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e58	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SKB	Brustad, Sylvia	F	1966	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e63	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e77	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e97	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KSW	Woldseth, Karin S.	F	1954	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e147	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	notMP	Minister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.LD	Dåvøy, Laila	F	1948	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e188	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KSW	Woldseth, Karin S.	F	1954	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e195	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	notMP	Minister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.LD	Dåvøy, Laila	F	1948	
