Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e37	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e77	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e95	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e100	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e115	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e130	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.MODA	Aukan, Modulf	M	1948	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e172	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KE	Engebretsen, Kjell	M	1941	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e205	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e208	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e247	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e250	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e284	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.ODG	Gløtvold, Ola D.	M	1949	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e314	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.AG	Gabrielsen, Ansgar	M	1955	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e383	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e391	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e436	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e439	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e444	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e498	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e517	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KE	Engebretsen, Kjell	M	1941	
ParlaMint-NO-en_2004-11-16	ParlaMint-NO_2004-11-16.ana.ud1215e522	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-16	2004-11-16	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-16	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
