Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e52	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e68	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e88	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KNUS	Storberget, Knut	M	1964	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e107	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e183	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KNUS	Storberget, Knut	M	1964	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e202	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e221	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GKG	Gjul, Gunn Karin	F	1967	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e234	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.LCH	Helleland, Linda Hofstad	F	1977	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e247	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.JAE	Ellingsen, Jan Arild	M	1958	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e260	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.IMT	Thorkildsen, Inga Marte	F	1976	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e271	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.FKM	Marthinsen, Finn Kristian	M	1946	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e284	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ESF	Faldet, Eirin	F	1944	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e304	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.CD	Dybevig, Carsten	M	1963	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e321	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.DE	Eriksen, Dagrun	F	1971	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e336	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KNUS	Storberget, Knut	M	1964	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e350	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e365	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e373	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e415	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-27	ParlaMint-NO_2004-05-27.ana.ud1430e426	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-27	2004-05-27	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-27	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
