Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e32	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e63	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e66	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.EVNI	Nielsen, Eva M.	F	1950	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e71	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e83	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	Minister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.VSH	Haugland, Valgerd Svarstad	F	1956	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e178	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e196	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.INVM	Malvik, Ingvild Vaggen	F	1971	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e265	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e268	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.AG	Gabrielsen, Ansgar	M	1955	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e289	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.INVM	Malvik, Ingvild Vaggen	F	1971	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e298	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.AG	Gabrielsen, Ansgar	M	1955	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e311	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.OA	Akselsen, Olav	M	1965	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e324	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.IVK	Kristiansen, Ivar	M	1956	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e335	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OHE	Hedstrøm, Øystein	M	1946	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e346	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ASAE	Elvik, Åsa	F	1979	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e370	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.INVM	Malvik, Ingvild Vaggen	F	1971	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e390	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.AG	Gabrielsen, Ansgar	M	1955	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e401	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-04	ParlaMint-NO_2004-05-04.ana.ud1113e407	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-04	2004-05-04	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
