Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e44	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e126	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e144	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e165	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e182	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e8093	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e8113	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e8314	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e8332	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MASG	Gharahkhani, Masud	M	1982	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e8355	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.IME	Søreide, Ine Eriksen	F	1976	
ParlaMint-NO-en_2019-10-15	ParlaMint-NO_2019-10-15.ana.ud433e8397	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-10-15	2019-10-15	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-10-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MASG	Gharahkhani, Masud	M	1982	
