Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e37	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e40	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.AR	Rafiq, Afshan	F	1975	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e55	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ESF	Faldet, Eirin	F	1944	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e66	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e81	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e84	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Regular	notMP	Minister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.LD	Dåvøy, Laila	F	1948	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e98	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e101	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e110	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Regular	notMP	Minister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.LD	Dåvøy, Laila	F	1948	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e125	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-12-lower	ParlaMint-NO_2002-02-12-lower.ana.ud1384e129	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-12	2002-02-12	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-12	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.MEH	Hansen, May	F	1953	
