Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e27	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e71	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e77	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e82	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HMS	Solberg, Hill-Marta	F	1951	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e87	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e95	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e99	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OHE	Hedstrøm, Øystein	M	1946	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e104	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e122	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BEHA	Arnesen, Bendiks H.	M	1951	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e158	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	notMP	Minister	H	Høyre	Coalition	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e202	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BEHA	Arnesen, Bendiks H.	M	1951	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e215	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	notMP	Minister	H	Høyre	Coalition	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
