Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	EndrizziGiovanni	Endrizzi, Giovanni	M	1962	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	EndrizziGiovanni	Endrizzi, Giovanni	M	1962	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PezzopaneStefania	Pezzopane, Stefania	F	1960	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PezzopaneStefania	Pezzopane, Stefania	F	1960	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	SCpI	Scelta Civica per l'Italia	-	Centre	DiMaggioSalvatoreTito	Di Maggio, Salvatore Tito	M	1960	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Regular	MP	notMinister	SCpI	Scelta Civica per l'Italia	-	Centre	DiMaggioSalvatoreTito	Di Maggio, Salvatore Tito	M	1960	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2013-12-04-LEG17-Senato-sed-146	ParlaMint-IT_2013-12-04-LEG17-Senato-sed-146.ana.u20	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 146, Day (2013-12-04)	2013-12-04	Upper house	17 Legislatura	-	-	146 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
