Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u1	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u2	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	ArniArnason	Árnason, Árni Páll	M	1966	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u3	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BjarniBenediktsson1970	Benediktsson, Bjarni	M	1970	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u4	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u5	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	F	Framsóknarflokkur	Coalition	Centre to centre-right	SigurdurJohannsson	Jóhannsson, Sigurður Ingi	M	1962	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u6	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	-	Centre	OttarrProppe	Proppé, Óttarr	M	1968	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u7	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	HelgiGunnarsson	Gunnarsson, Helgi Hrafn	M	1980	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u8	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	KatrinJuliusdottir	Júlíusdóttir, Katrín	F	1974	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u9	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	ElinHirst	Hirst, Elín	F	1960	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u10	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	OgmundurJonasson	Jónasson, Ögmundur	M	1948	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u11	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	LiljaAlfredsdottir	Alfreðsdóttir, Lilja	F	1973	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u12	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	-	Centre	BrynhildurPetursdottir	Pétursdóttir, Brynhildur	F	1969	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u13	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	AstaHelgadottir	Helgadóttir, Ásta Guðrún	F	1990	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u14	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	OlinaTHorvardardottir	Þorvarðardóttir, Ólína Kjerúlf	F	1958	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u15	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	VilhjalmurArnason	Árnason, Vilhjálmur	M	1983	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u16	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	LiljaMagnusdottir	Magnúsdóttir, Lilja Rafney	F	1957	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u17	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	Coalition	Centre to centre-right	ElsaArnardottir	Arnardóttir, Elsa Lára	F	1975	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u18	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	-	Centre	RobertMarshall	Marshall, Róbert	M	1971	
ParlaMint-IS-en_2016-05-30-121	ParlaMint-IS_2016-05-30-121.u19	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-121, 30.05.2016.	2016-05-30	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	BirgittaJonsdottir	Jónsdóttir, Birgitta	F	1967	
