Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u1	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u2	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	OddnyHardardottir	Harðardóttir, Oddný G.	F	1957	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u3	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BjarniBenediktsson1970	Benediktsson, Bjarni	M	1970	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u4	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u5	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	LiljaAlfredsdottir	Alfreðsdóttir, Lilja	F	1973	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u6	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	-	Centre	OttarrProppe	Proppé, Óttarr	M	1968	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u7	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	BirgittaJonsdottir	Jónsdóttir, Birgitta	F	1967	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u8	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	SigridurIngadottir	Ingadóttir, Sigríður Ingibjörg	F	1968	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u9	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	OlofNordal	Nordal, Ólöf	F	1966	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u10	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	SvandisSvavarsdottir	Svavarsdóttir, Svandís	F	1964	
ParlaMint-IS-en_2016-09-26-157	ParlaMint-IS_2016-09-26-157.u11	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-157, 26.09.2016.	2016-09-26	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	F	Framsóknarflokkur	Coalition	Centre to centre-right	EygloHardardottir	Harðardóttir, Eygló	F	1972	
