Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u1	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	StanisławKarczewski	Karczewski, Stanisław	M	1955	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u2	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	WaldemarKraska	Kraska, Waldemar	M	1963	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u3	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	StanisławKarczewski	Karczewski, Stanisław	M	1955	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u4	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	JózefŁyczak	Łyczak, Józef	M	1952	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u5	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	StanisławKarczewski	Karczewski, Stanisław	M	1955	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u6	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	FilipLibicki	Libicki, Filip	M	-	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u7	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	MariaKoc	Koc, Maria	F	-	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u8	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	JanMariaJackowski	Jackowski, Jan Maria	M	1958	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u9	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	MariaKoc	Koc, Maria	F	-	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u10	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	AntoniSzymański	Szymański, Antoni	M	1952	
ParlaMint-PL-en_2017-06-29-senat-44-2	ParlaMint-PL_2017-06-29-senat-44-2.u11	Report of the session of the Senat of the Republic of Poland, Term 9, Session 44, Day 2 (2017-06-29)	2017-06-29	Upper house	9. kadencja Senatu	44. sesja Senatu	-	2. dzień sesji Senatu	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	MariaKoc	Koc, Maria	F	-	
