Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KristynaZelienkova.1974	Zelienková, Kristýna	F	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	RomanSklenak.1970	Sklenák, Roman	M	1970	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	KarelFiedler.1961	Fiedler, Karel	M	1961	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	TomasJanPodivinsky.1969	Podivínský, Tomáš Jan	M	1969	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	TomasJanPodivinsky.1969	Podivínský, Tomáš Jan	M	1969	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-000-000	ParlaMint-CZ_2014-09-19-ps2013-017-04-000-000.u14	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/000	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
