Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinStropnicky.1956	Stropnický, Martin	M	1956	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavKlucka.1953	Klučka, Václav	M	1953	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavKlucka.1953	Klučka, Václav	M	1953	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavKlucka.1953	Klučka, Václav	M	1953	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavKlucka.1953	Klučka, Václav	M	1953	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-001-131	ParlaMint-CZ_2014-09-19-ps2013-017-04-001-131.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/131	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
