Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Guest	notMP	notMinister	-	-	-	-	MiroslavSinger	Singer, Miroslav	U	-	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	AdolfBeznoska.1961	Beznoska, Adolf	M	1961	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JiriDolejs.1961	Dolejš, Jiří	M	1961	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Guest	notMP	notMinister	-	-	-	-	MiroslavSinger	Singer, Miroslav	U	-	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	AdolfBeznoska.1961	Beznoska, Adolf	M	1961	
ParlaMint-CZ-en_2014-09-19-ps2013-017-04-004-169	ParlaMint-CZ_2014-09-19-ps2013-017-04-004-169.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-09-19	2014-09-19	Lower house	ps2013	-	ps2013/017	ps2013/017/04	ps2013/017/169	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
