Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.1.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.2.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	GP-Cs	Grup Parlamentari de Ciutadans	Opposition	Centre-right	CarrizosaCarlos	Carrizosa Torres, Carlos	M	1964	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.3.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.4.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	-	Centre-right to right	GarcíaXavier	García Albiol, Xavier	M	1967	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.5.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.19.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	-	Centre-right to right	GarcíaXavier	García Albiol, Xavier	M	1967	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.6.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.7.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	GP-Cs	Grup Parlamentari de Ciutadans	Opposition	Centre-right	ArrimadasInés	Arrimadas García, Inés	F	1981	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.8.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.9.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	SabriàSergi	Sabrià i Benito, Sergi	M	1975	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.10.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.11.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	Opposition	Centre	IcetaMiquel	Iceta i Llorens, Miquel	M	1960	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.12.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.13.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	GP-CCP	Grup Parlamentari de Catalunya en Comú-Podem	Opposition	Left	DomènechXavier	Domènech i Sampere, Xavier	M	1974	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.14.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.15.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent	Opposition	Left to far-left	SànchezNatàlia	Sànchez Dipp, Natàlia	F	1983	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.16.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.17.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	TorraJoaquim	Torra i Pla, Joaquim	M	1962	
ParlaMint-ES-CT-en_2018-03-22-0302	ParlaMint-ES-CT_2018-03-22-0302.18.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2018-03-22 0302.ana	2018-03-22	Unicameralism	XII Legislatura	-	3	2	-	Reference	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
