Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	DūklavsJānis	Dūklavs, Jānis	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	ZariņšIvars	Zariņš, Ivars	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	DūklavsJānis	Dūklavs, Jānis	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	DūklavsJānis	Dūklavs, Jānis	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	KPV-LV	Kam pieder valsts?	Coalition	Centre-right to right	PugaIvars	Puga, Ivars	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
