Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	ZariņšIvars	Zariņš, Ivars	M	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	MičerevskisMāris	Mičerevskis, Māris	M	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	MičerevskisMāris	Mičerevskis, Māris	M	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	PapuleEvija	Papule, Evija	F	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	PapuleEvija	Papule, Evija	F	-	
ParlaMint-LV-en_2021-06-09-PT13-2270	ParlaMint-LV_2021-06-09-PT13-2270-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-09	2021-06-09	Unicameralism	13. sasaukums	-	Regulārā	2021-06-09	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
