Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	PūceJuris	Pūce, Juris	M	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	PūceJuris	Pūce, Juris	M	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Guest	notMP	Minister	-	-	-	-	PlešsArtūrsToms	Plešs, Artūrs Toms	M	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	ValainisViktors	Valainis, Viktors	M	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	PūceJuris	Pūce, Juris	M	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	PūceJuris	Pūce, Juris	M	-	
ParlaMint-LV-en_2021-05-13-PT13-2250	ParlaMint-LV_2021-05-13-PT13-2250-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-13	2021-05-13	Unicameralism	13. sasaukums	-	Regulārā	2021-05-13	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
