Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Regular	MP	notMinister	frSPU	Socialist Party Faction	-	Left	СтепанСтепановичБульба.1950	Bul'ba, Stepan Stepanovyč	M	1950	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Regular	MP	notMinister	frSPU	Socialist Party Faction	-	Left	СтаніславМиколайовичНіколаєнко.1956	Nikolajenko, Stanislav Mykolajovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Regular	MP	notMinister	frNU02	Our Ukraine Bloc 2002 Faction	-	Centre-right	РефатАбдурахмановичЧубаров.1957	Čubarov, Refat Abdurachmanovyč	M	1957	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Regular	MP	notMinister	frNU02	Our Ukraine Bloc 2002 Faction	-	Centre-right	РоманМихайловичЗварич.1953	Zvaryč, Roman Mychajlovyč	M	1953	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Regular	MP	notMinister	frBYuT	Yulia Tymoshenko Bloc Faction	-	Big tent	ЄвгенІвановичКирильчук.1940	Kyryl'čuk, Jevhen Ivanovyč	M	1940	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u11	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u12	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Regular	MP	notMinister	frBYuT	Yulia Tymoshenko Bloc Faction	-	Big tent	СергійПетровичГоловатий.1954	Holovatyj, Serhij Petrovyč	M	1954	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u13	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u14	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Regular	MP	notMinister	frEdU	United Ukraine Faction	-	Centre	ІванМиколайовичРішняк.1946	Rišnjak, Ivan Mykolajovyč	M	1946	
ParlaMint-UA-en_2002-05-30-m0	ParlaMint-UA_2002-05-30-m0.u15	Ukrainian parliamentary corpus ParlaMint-UA-en, term 4, session 1, sitting day 2002-05-30, n0	2002-05-30	Unicameralism	4	1	-	2002-05-30	-	Reference	English	Chairperson	MP	notMinister	bZaEdU	For United Ukraine!	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
