Session,Date,Male,Female
ParlaMint-GB-en_2015-01-05-commons-meta.tsv,2015-01-05,93,33
ParlaMint-GB-en_2015-01-06-commons-meta.tsv,2015-01-06,76,9
ParlaMint-GB-en_2015-01-06-lords-meta.tsv,2015-01-06,52,14
ParlaMint-GB-en_2015-01-07-commons-meta.tsv,2015-01-07,113,41
ParlaMint-GB-en_2015-01-07-lords-meta.tsv,2015-01-07,39,22
ParlaMint-GB-en_2015-01-08-commons-meta.tsv,2015-01-08,74,20
ParlaMint-GB-en_2015-01-08-lords-meta.tsv,2015-01-08,56,28
ParlaMint-GB-en_2015-01-09-commons-meta.tsv,2015-01-09,17,5
ParlaMint-GB-en_2015-01-12-commons-meta.tsv,2015-01-12,79,28
ParlaMint-GB-en_2015-01-12-lords-meta.tsv,2015-01-12,41,17
ParlaMint-GB-en_2015-01-13-commons-meta.tsv,2015-01-13,115,33
ParlaMint-GB-en_2015-01-13-lords-meta.tsv,2015-01-13,51,17
ParlaMint-GB-en_2015-01-14-commons-meta.tsv,2015-01-14,106,27
ParlaMint-GB-en_2015-01-14-lords-meta.tsv,2015-01-14,67,19
ParlaMint-GB-en_2015-01-15-commons-meta.tsv,2015-01-15,87,38
ParlaMint-GB-en_2015-01-15-lords-meta.tsv,2015-01-15,46,21
ParlaMint-GB-en_2015-01-16-commons-meta.tsv,2015-01-16,19,3
ParlaMint-GB-en_2015-01-16-lords-meta.tsv,2015-01-16,47,16
ParlaMint-GB-en_2015-01-19-commons-meta.tsv,2015-01-19,46,21
ParlaMint-GB-en_2015-01-19-lords-meta.tsv,2015-01-19,42,22
ParlaMint-GB-en_2015-01-20-commons-meta.tsv,2015-01-20,86,28
ParlaMint-GB-en_2015-01-20-lords-meta.tsv,2015-01-20,36,25
ParlaMint-GB-en_2015-01-21-commons-meta.tsv,2015-01-21,112,29
ParlaMint-GB-en_2015-01-21-lords-meta.tsv,2015-01-21,42,16
ParlaMint-GB-en_2015-01-22-commons-meta.tsv,2015-01-22,87,31
ParlaMint-GB-en_2015-01-22-lords-meta.tsv,2015-01-22,78,21
ParlaMint-GB-en_2015-01-23-commons-meta.tsv,2015-01-23,22,8
ParlaMint-GB-en_2015-01-23-lords-meta.tsv,2015-01-23,32,20
ParlaMint-GB-en_2015-01-26-commons-meta.tsv,2015-01-26,97,29
ParlaMint-GB-en_2015-01-26-lords-meta.tsv,2015-01-26,47,24
ParlaMint-GB-en_2015-01-27-commons-meta.tsv,2015-01-27,67,21
ParlaMint-GB-en_2015-01-27-lords-meta.tsv,2015-01-27,37,24
ParlaMint-GB-en_2015-01-28-commons-meta.tsv,2015-01-28,85,47
ParlaMint-GB-en_2015-01-28-lords-meta.tsv,2015-01-28,40,26
ParlaMint-GB-en_2015-01-29-commons-meta.tsv,2015-01-29,80,24
ParlaMint-GB-en_2015-01-29-lords-meta.tsv,2015-01-29,63,26
ParlaMint-GB-en_2015-02-02-commons-meta.tsv,2015-02-02,84,28
ParlaMint-GB-en_2015-02-02-lords-meta.tsv,2015-02-02,41,26
ParlaMint-GB-en_2015-02-03-commons-meta.tsv,2015-02-03,101,34
ParlaMint-GB-en_2015-02-03-lords-meta.tsv,2015-02-03,60,16
ParlaMint-GB-en_2015-02-04-commons-meta.tsv,2015-02-04,114,33
ParlaMint-GB-en_2015-02-04-lords-meta.tsv,2015-02-04,50,33
ParlaMint-GB-en_2015-02-05-commons-meta.tsv,2015-02-05,81,22
ParlaMint-GB-en_2015-02-05-lords-meta.tsv,2015-02-05,53,29
ParlaMint-GB-en_2015-02-06-lords-meta.tsv,2015-02-06,43,7
ParlaMint-GB-en_2015-02-09-commons-meta.tsv,2015-02-09,72,20
ParlaMint-GB-en_2015-02-09-lords-meta.tsv,2015-02-09,50,18
ParlaMint-GB-en_2015-02-10-commons-meta.tsv,2015-02-10,112,22
ParlaMint-GB-en_2015-02-10-lords-meta.tsv,2015-02-10,48,17
ParlaMint-GB-en_2015-02-11-commons-meta.tsv,2015-02-11,116,34
ParlaMint-GB-en_2015-02-11-lords-meta.tsv,2015-02-11,56,23
ParlaMint-GB-en_2015-02-12-lords-meta.tsv,2015-02-12,36,12
ParlaMint-GB-en_2015-02-23-commons-meta.tsv,2015-02-23,99,28
ParlaMint-GB-en_2015-02-23-lords-meta.tsv,2015-02-23,49,30
ParlaMint-GB-en_2015-02-24-commons-meta.tsv,2015-02-24,74,22
ParlaMint-GB-en_2015-02-24-lords-meta.tsv,2015-02-24,52,20
ParlaMint-GB-en_2015-02-25-commons-meta.tsv,2015-02-25,109,33
ParlaMint-GB-en_2015-02-25-lords-meta.tsv,2015-02-25,49,29
ParlaMint-GB-en_2015-02-26-commons-meta.tsv,2015-02-26,93,33
ParlaMint-GB-en_2015-02-26-lords-meta.tsv,2015-02-26,54,16
ParlaMint-GB-en_2015-02-27-commons-meta.tsv,2015-02-27,17,4
ParlaMint-GB-en_2015-02-27-lords-meta.tsv,2015-02-27,32,6
ParlaMint-GB-en_2015-03-02-commons-meta.tsv,2015-03-02,86,26
ParlaMint-GB-en_2015-03-02-lords-meta.tsv,2015-03-02,38,19
ParlaMint-GB-en_2015-03-03-commons-meta.tsv,2015-03-03,90,30
ParlaMint-GB-en_2015-03-03-lords-meta.tsv,2015-03-03,56,24
ParlaMint-GB-en_2015-03-04-commons-meta.tsv,2015-03-04,91,26
ParlaMint-GB-en_2015-03-04-lords-meta.tsv,2015-03-04,50,19
ParlaMint-GB-en_2015-03-05-commons-meta.tsv,2015-03-05,70,26
ParlaMint-GB-en_2015-03-05-lords-meta.tsv,2015-03-05,27,36
ParlaMint-GB-en_2015-03-06-commons-meta.tsv,2015-03-06,22,3
ParlaMint-GB-en_2015-03-09-commons-meta.tsv,2015-03-09,70,24
ParlaMint-GB-en_2015-03-09-lords-meta.tsv,2015-03-09,37,25
ParlaMint-GB-en_2015-03-10-commons-meta.tsv,2015-03-10,100,27
ParlaMint-GB-en_2015-03-10-lords-meta.tsv,2015-03-10,44,24
ParlaMint-GB-en_2015-03-11-commons-meta.tsv,2015-03-11,52,21
ParlaMint-GB-en_2015-03-11-lords-meta.tsv,2015-03-11,42,25
ParlaMint-GB-en_2015-03-12-commons-meta.tsv,2015-03-12,77,23
ParlaMint-GB-en_2015-03-12-lords-meta.tsv,2015-03-12,50,22
ParlaMint-GB-en_2015-03-13-lords-meta.tsv,2015-03-13,23,9
ParlaMint-GB-en_2015-03-16-commons-meta.tsv,2015-03-16,60,22
ParlaMint-GB-en_2015-03-16-lords-meta.tsv,2015-03-16,51,16
ParlaMint-GB-en_2015-03-17-commons-meta.tsv,2015-03-17,73,26
ParlaMint-GB-en_2015-03-17-lords-meta.tsv,2015-03-17,34,20
ParlaMint-GB-en_2015-03-18-commons-meta.tsv,2015-03-18,69,31
ParlaMint-GB-en_2015-03-18-lords-meta.tsv,2015-03-18,41,14
ParlaMint-GB-en_2015-03-19-commons-meta.tsv,2015-03-19,77,24
ParlaMint-GB-en_2015-03-19-lords-meta.tsv,2015-03-19,47,20
ParlaMint-GB-en_2015-03-20-commons-meta.tsv,2015-03-20,28,7
ParlaMint-GB-en_2015-03-23-commons-meta.tsv,2015-03-23,103,35
ParlaMint-GB-en_2015-03-23-lords-meta.tsv,2015-03-23,42,19
ParlaMint-GB-en_2015-03-24-commons-meta.tsv,2015-03-24,114,27
ParlaMint-GB-en_2015-03-24-lords-meta.tsv,2015-03-24,71,14
ParlaMint-GB-en_2015-03-25-commons-meta.tsv,2015-03-25,77,28
ParlaMint-GB-en_2015-03-25-lords-meta.tsv,2015-03-25,56,19
ParlaMint-GB-en_2015-03-26-commons-meta.tsv,2015-03-26,121,29
ParlaMint-GB-en_2015-03-26-lords-meta.tsv,2015-03-26,46,12
ParlaMint-GB-en_2015-05-18-commons-meta.tsv,2015-05-18,9,1
ParlaMint-GB-en_2015-05-18-lords-meta.tsv,2015-05-18,0,1
ParlaMint-GB-en_2015-05-19-commons-meta.tsv,2015-05-19,1,0
ParlaMint-GB-en_2015-05-19-lords-meta.tsv,2015-05-19,0,2
ParlaMint-GB-en_2015-05-20-commons-meta.tsv,2015-05-20,1,0
ParlaMint-GB-en_2015-05-21-commons-meta.tsv,2015-05-21,1,0
ParlaMint-GB-en_2015-05-26-commons-meta.tsv,2015-05-26,1,0
ParlaMint-GB-en_2015-05-27-commons-meta.tsv,2015-05-27,57,12
ParlaMint-GB-en_2015-05-27-lords-meta.tsv,2015-05-27,2,4
ParlaMint-GB-en_2015-05-28-commons-meta.tsv,2015-05-28,65,18
ParlaMint-GB-en_2015-05-28-lords-meta.tsv,2015-05-28,49,12
ParlaMint-GB-en_2015-06-01-commons-meta.tsv,2015-06-01,76,19
ParlaMint-GB-en_2015-06-01-lords-meta.tsv,2015-06-01,71,16
ParlaMint-GB-en_2015-06-02-commons-meta.tsv,2015-06-02,68,49
ParlaMint-GB-en_2015-06-02-lords-meta.tsv,2015-06-02,59,25
ParlaMint-GB-en_2015-06-03-commons-meta.tsv,2015-06-03,99,32
