Session,Date,Left,Centre,Right
ParlaMint-IS-en_2015-01-20-53-meta.tsv,2015-01-20,6,1,15
ParlaMint-IS-en_2015-01-21-54-meta.tsv,2015-01-21,8,2,11
ParlaMint-IS-en_2015-01-22-55-meta.tsv,2015-01-22,14,5,14
ParlaMint-IS-en_2015-01-26-56-meta.tsv,2015-01-26,9,2,10
ParlaMint-IS-en_2015-01-27-57-meta.tsv,2015-01-27,11,3,13
ParlaMint-IS-en_2015-01-28-58-meta.tsv,2015-01-28,11,2,13
ParlaMint-IS-en_2015-01-29-59-meta.tsv,2015-01-29,12,4,10
ParlaMint-IS-en_2015-02-02-60-meta.tsv,2015-02-02,11,3,14
ParlaMint-IS-en_2015-02-02-61-meta.tsv,2015-02-02,5,0,4
ParlaMint-IS-en_2015-02-03-62-meta.tsv,2015-02-03,11,3,16
ParlaMint-IS-en_2015-02-04-63-meta.tsv,2015-02-04,9,3,11
ParlaMint-IS-en_2015-02-05-64-meta.tsv,2015-02-05,11,3,11
ParlaMint-IS-en_2015-02-16-65-meta.tsv,2015-02-16,5,1,4
ParlaMint-IS-en_2015-02-16-66-meta.tsv,2015-02-16,0,0,3
ParlaMint-IS-en_2015-02-17-67-meta.tsv,2015-02-17,9,5,9
ParlaMint-IS-en_2015-02-18-68-meta.tsv,2015-02-18,11,3,11
ParlaMint-IS-en_2015-02-24-69-meta.tsv,2015-02-24,13,3,9
ParlaMint-IS-en_2015-02-25-70-meta.tsv,2015-02-25,9,2,11
ParlaMint-IS-en_2015-02-26-71-meta.tsv,2015-02-26,15,5,15
ParlaMint-IS-en_2015-02-27-72-meta.tsv,2015-02-27,8,3,8
ParlaMint-IS-en_2015-02-27-73-meta.tsv,2015-02-27,1,0,2
ParlaMint-IS-en_2015-02-27-74-meta.tsv,2015-02-27,5,0,6
ParlaMint-IS-en_2015-03-02-75-meta.tsv,2015-03-02,12,2,11
ParlaMint-IS-en_2015-03-03-76-meta.tsv,2015-03-03,12,2,16
ParlaMint-IS-en_2015-03-04-77-meta.tsv,2015-03-04,10,2,9
ParlaMint-IS-en_2015-03-05-78-meta.tsv,2015-03-05,8,2,12
ParlaMint-IS-en_2015-03-16-79-meta.tsv,2015-03-16,12,4,9
ParlaMint-IS-en_2015-03-17-80-meta.tsv,2015-03-17,12,6,16
ParlaMint-IS-en_2015-03-18-81-meta.tsv,2015-03-18,10,4,6
ParlaMint-IS-en_2015-03-19-82-meta.tsv,2015-03-19,9,3,14
ParlaMint-IS-en_2015-03-23-83-meta.tsv,2015-03-23,7,3,13
ParlaMint-IS-en_2015-03-24-84-meta.tsv,2015-03-24,12,4,15
ParlaMint-IS-en_2015-03-25-85-meta.tsv,2015-03-25,11,1,6
ParlaMint-IS-en_2015-03-26-86-meta.tsv,2015-03-26,6,3,4
ParlaMint-IS-en_2015-04-13-87-meta.tsv,2015-04-13,14,4,9
ParlaMint-IS-en_2015-04-14-88-meta.tsv,2015-04-14,12,6,13
ParlaMint-IS-en_2015-04-15-89-meta.tsv,2015-04-15,7,3,11
ParlaMint-IS-en_2015-04-16-90-meta.tsv,2015-04-16,12,4,12
ParlaMint-IS-en_2015-04-20-91-meta.tsv,2015-04-20,8,2,8
ParlaMint-IS-en_2015-04-20-92-meta.tsv,2015-04-20,2,0,2
ParlaMint-IS-en_2015-04-21-93-meta.tsv,2015-04-21,11,4,18
ParlaMint-IS-en_2015-04-22-94-meta.tsv,2015-04-22,13,5,13
ParlaMint-IS-en_2015-04-27-95-meta.tsv,2015-04-27,9,3,6
ParlaMint-IS-en_2015-04-27-96-meta.tsv,2015-04-27,9,1,1
ParlaMint-IS-en_2015-04-28-97-meta.tsv,2015-04-28,8,1,12
ParlaMint-IS-en_2015-04-29-98-meta.tsv,2015-04-29,8,1,16
ParlaMint-IS-en_2015-04-30-99-meta.tsv,2015-04-30,9,3,17
ParlaMint-IS-en_2015-05-04-100-meta.tsv,2015-05-04,9,3,8
ParlaMint-IS-en_2015-05-04-101-meta.tsv,2015-05-04,8,1,1
ParlaMint-IS-en_2015-05-05-102-meta.tsv,2015-05-05,15,5,12
ParlaMint-IS-en_2015-05-11-103-meta.tsv,2015-05-11,5,3,8
ParlaMint-IS-en_2015-05-11-104-meta.tsv,2015-05-11,12,4,8
ParlaMint-IS-en_2015-05-12-105-meta.tsv,2015-05-12,14,4,14
ParlaMint-IS-en_2015-05-13-106-meta.tsv,2015-05-13,14,5,9
ParlaMint-IS-en_2015-05-15-107-meta.tsv,2015-05-15,12,5,10
ParlaMint-IS-en_2015-05-19-108-meta.tsv,2015-05-19,15,4,14
ParlaMint-IS-en_2015-05-20-109-meta.tsv,2015-05-20,15,5,16
ParlaMint-IS-en_2015-05-21-110-meta.tsv,2015-05-21,15,6,17
ParlaMint-IS-en_2015-05-22-111-meta.tsv,2015-05-22,16,5,14
ParlaMint-IS-en_2015-05-26-112-meta.tsv,2015-05-26,15,4,12
ParlaMint-IS-en_2015-05-27-113-meta.tsv,2015-05-27,11,3,11
ParlaMint-IS-en_2015-05-28-114-meta.tsv,2015-05-28,14,2,11
ParlaMint-IS-en_2015-05-29-115-meta.tsv,2015-05-29,12,3,14
ParlaMint-IS-en_2015-06-01-116-meta.tsv,2015-06-01,16,3,13
ParlaMint-IS-en_2015-06-02-117-meta.tsv,2015-06-02,14,4,9
ParlaMint-IS-en_2015-06-03-118-meta.tsv,2015-06-03,14,4,11
ParlaMint-IS-en_2015-06-04-119-meta.tsv,2015-06-04,12,3,7
ParlaMint-IS-en_2015-06-05-120-meta.tsv,2015-06-05,13,1,14
ParlaMint-IS-en_2015-06-07-121-meta.tsv,2015-06-07,3,1,2
ParlaMint-IS-en_2015-06-08-124-meta.tsv,2015-06-08,14,3,6
ParlaMint-IS-en_2015-06-09-125-meta.tsv,2015-06-09,16,4,13
ParlaMint-IS-en_2015-06-10-126-meta.tsv,2015-06-10,14,4,13
ParlaMint-IS-en_2015-06-11-127-meta.tsv,2015-06-11,11,3,7
