Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	frNUNS	Our Ukraine -- People's Self-Defense Bloc Faction	Opposition	Centre-right	МиколаВолодимировичМартиненко.1961	Martynenko, Mykola Volodymyrovyč	M	1961	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	frCPU	Communist Party Faction	Coalition	Far-left	СергійВолодимировичГордієнко.1957	Hordijenko, Serhij Volodymyrovyč	M	1957	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	frCPU	Communist Party Faction	Coalition	Far-left	СергійВолодимировичГордієнко.1957	Hordijenko, Serhij Volodymyrovyč	M	1957	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	frPR	Party of Regions Faction	Coalition	Centre	ОлександрІвановичКузьмук.1954	Kuz'muk, Oleksandr Ivanovyč	M	1954	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	frNP10	People's Party Faction 2010-2012	-	Centre to centre-left	ОлегОлександровичЗарубінський.1963	Zarubins'kyj, Oleh Oleksandrovyč	M	1963	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u11	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u12	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	frNP10	People's Party Faction 2010-2012	-	Centre to centre-left	ОлегОлександровичЗарубінський.1963	Zarubins'kyj, Oleh Oleksandrovyč	M	1963	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u13	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u14	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	frRZM	Reforms for the Future Faction	-	Centre to centre-right	ВолодимирВолодимировичКаплієнко.1970	Kaplijenko, Volodymyr Volodymyrovyč	M	1970	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u15	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u16	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	Batkivshchyna;BPP	All-Ukrainian Union "Fatherland" (Batkivshchyna);Petro Poroshenko Bloc	-	Centre;Centre-right	МиколаВолодимировичТоменко.1964	Tomenko, Mykola Volodymyrovyč	M	1964	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u17	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u18	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Regular	MP	notMinister	Batkivshchyna;BPP	All-Ukrainian Union "Fatherland" (Batkivshchyna);Petro Poroshenko Bloc	-	Centre;Centre-right	МиколаВолодимировичТоменко.1964	Tomenko, Mykola Volodymyrovyč	M	1964	
ParlaMint-UA-en_2011-12-06-m0	ParlaMint-UA_2011-12-06-m0.u19	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 9, sitting day 2011-12-06, n0	2011-12-06	Unicameralism	6	9	-	2011-12-06	-	Reference	English	Chairperson	MP	notMinister	bLytvyn	Lytvyn Bloc	-	Centre	ВолодимирМихайловичЛитвин.1956	Lytvyn, Volodymyr Mychajlovyč	M	1956	
