Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Regular	MP	notMinister	KPV-LV	Kam pieder valsts?	Coalition	Centre-right to right	SprūdeKarina	Sprūde, Karina	F	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Regular	MP	notMinister	KPV-LV	Kam pieder valsts?	Coalition	Centre-right to right	GobzemsAldis	Gobzems, Aldis	M	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	StepaņenkoJūlija	Stepaņenko, Jūlija	F	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	CilevičsBoriss	Cilevičs, Boriss	M	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	JudinsAndrejs	Judins, Andrejs	M	-	
ParlaMint-LV-en_2022-05-26-PT13-2387	ParlaMint-LV_2022-05-26-PT13-2387-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-26	2022-05-26	Unicameralism	13. sasaukums	-	Regulārā	2022-05-26	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
