Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	SkrideAndris	Skride, Andris	M	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	BudriķisUldis	Budriķis, Uldis	M	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U15	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U16	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U17	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U18	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U19	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U20	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	LočmeleRegīna	Ločmele, Regīna	F	-	
ParlaMint-LV-en_2022-01-13-PT13-2348	ParlaMint-LV_2022-01-13-PT13-2348-U21	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-01-13	2022-01-13	Unicameralism	13. sasaukums	-	Regulārā	2022-01-13	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
