Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	Benhena-BēkenaIveta	Benhena-Bēkena, Iveta	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	Benhena-BēkenaIveta	Benhena-Bēkena, Iveta	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Regular	MP	notMinister	KPV-LV	Kam pieder valsts?	Coalition	Centre-right to right	GobzemsAldis	Gobzems, Aldis	M	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	ĢirģensKaspars	Ģirģens, Kaspars	M	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Regular	MP	notMinister	KPV-LV	Kam pieder valsts?	Coalition	Centre-right to right	MožvilloMāris	Možvillo, Māris	M	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	Benhena-BēkenaIveta	Benhena-Bēkena, Iveta	F	-	
ParlaMint-LV-en_2022-08-11-PT13-2400	ParlaMint-LV_2022-08-11-PT13-2400-U15	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-08-11	2022-08-11	Unicameralism	13. sasaukums	-	Regulārā	2022-08-11	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
