ParlaMint-BE_2019-11-14-55-plenair-ip013x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u2	By letter dated 31 October 2019, Mr.Charles Michel presented his resignation as a member of the House of Representatives with immediate effect. By letter dated 31 October 2019, Mr Charles Michel offered his resignation as a member of the Chamber of Representatives with immediate effect. He also announced that he would take up his duties as President of the European Council from 1 December 2019. It also announces its position as President of the European Council on 1 December 2019. The alternate to replace him is Mr. Vincent Scourneau, an alternate for the electoral district of Brabant Wallon. The successor who will replace him is Mr Vincent Scourneau, successor to the Walloon-Brabant constituency. Today we therefore proceed to the admission and swearing-in of this alternate. We shall therefore now proceed to the admission and swearing-in of this successor. The credentials of this alternate were validated in our meeting on 20 June 2019. The credentials of this successor were declared valid at our meeting of 20 June 2019. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification, in the light of the documents obtained, has only a character of purely formality. Since the additional examination provided for in Article 235 of the Code of Choice refers exclusively to the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] Thus shall be done. I would remind you that the members elected by the electoral colleges in the French-speaking region are part of the French linguistic group. I would remind you that Members elected by the electoral colleges belonging to the French language area belong to the French language group. Je rappelle les termes du serment: "Je jure d'observer la Constitution" "I swear to comply with the Constitution" "Ich schwöre die Verfassung zu befolgen." I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." I ask Mr. Vincent Scourneau to take the constitutional oath. I would ask Mr Vincent Scourneau to take the constitutional oath.
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u3	Mr. Vincent Scourneau will be a member of the French linguistic group. Mr Vincent Scourneau will be part of the French language group.
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u4	Mrs De Block has been appointed Minister for Asylum and Migration in the government to answer the questions. However, I would also like to welcome the Prime Minister. Questions were addressed to both members of the government. Madam Prime Minister is present at this meeting. We are going to listen to the questioners and Mrs De Block will answer the questions. I leave it to the Prime Minister's wisdom to take the floor if she so wishes.
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u5	On the eve of Truce, an asylum centre in our country was set on fire. That is a tragic, disturbing scoop for Belgium. Some reactions to social media were downright rancid and gruesome. Some even regretted that the asylum centre was empty. Colleagues, an asylum centre is actually a symbol of a model of society: hospitality, solidarity with those fleeing war and violence, commitment to international law and the rule of law, which is sometimes harsh, but with proper, objective procedures being followed. When the asylum centre was on fire, our society was also on fire. Let us collectively condemn this as a Parliament. A coalition of humanity is needed today. Not a majority, not an opposition, but a full and full Parliament condemning this act of aggression against asylum seekers. With our group, we are asking the government of current affairs for a clear position on this. When a new asylum centre is opened in a neighbourhood, we also call for attention to be paid to consultation, involvement and participation of local residents. We understand that locals sometimes feel worried. We must take this concern seriously, and we must be able to respond to it. Finally, I see an urgent challenge for some colleagues in the Chamber to look in the mirror. Here in the plenum are arsonists of society, no doubt. The political party protesting against an asylum centre with the slogan "Protect our people" is not innocent. It acts as if asylum seekers are criminals, as if we are supposed to protect our society from asylum seekers. Such a language encourages aggression. Whoso soweth hatred, reapeth abomination and violence. The history books are full of them.
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u6	Madam Secretary, the fire that was set in Bilzen last Sunday night is a criminal and reprehensible act that has put people at risk, not least the firefighters of my city, but also the locals. For the Flemish interest it is clear: violence can never be the solution to a political problem. The act is not only reprehensible, but also worrying, as it raises suspicions about asylum and migration policy, which has a counterproductive effect. While the investigation into the arson is ongoing and everyone is waiting for more clarity, some already seem to know for sure who is behind the act. Your party colleague and fellow Minister for Collaboration said yesterday clearly that this is a matter of political terror, without any evidence whatsoever. He insults myself, my colleagues and more than 800 000 voters. I find this extremely inappropriate and scandalous behaviour for everyone, but certainly for a minister in office. Speaking of brutalisation of society and stigmatisation. Madam Secretary, I hope you will show more class in your reply. What raises particular questions in this and other dossiers is the procedure used in relation to the introduction of additional asylum centres. My city council was informed on Thursday 24 October with a sec phone call by you that the center would be there. The information meeting of the Red Cross for the neighborhood residents will not be held until Thursday 21 November, exactly a month later. There's a total lack of communication. Is it then to be surprised that neighborhood residents get frustrated when they constantly bump into a wall of silence? Madam Secretary, what progress has been made with the investigation into the circumstances of the arson? What is the state of play regarding the opening of the asylum centre? Do you, as Minister, take note of the concerns expressed about the lack of communication and the need for public participation in the integration of asylum centres?
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u7	Mr President, Minister, ladies and gentlemen, last weekend a border was crossed. The arrival of an asylum centre often raises questions for people: how many people are coming? Will my neighborhood be safe? What's gonna change? Those questions must always be answered. That answer cannot be that political parties sitting in the hemisphere with taxpayers' money are carrying out hate campaigns on social media. You can't do that. The answer to questions and concerns can only be a dialogue. Talk, talk, talk. People can freely express their opinions. People can freely express their displeasure, but within the limits of our democracy. With last weekend's violence, that border was crossed. With the arson, that line was crossed. With the hateful reactions that border was crossed. They have no place in our society. I shall even say more: using force to express a political opinion is simply terrorism. Point on the line. It is therefore a good thing that the public prosecutor takes the facts seriously, condemns and investigates them. Madam Secretary, what lessons do you draw from this? Do you think that the neighbourhood should be better informed when an asylum centre arrives? What are the concrete consequences for the current and future asylum centres? Will additional security measures be taken?
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u8	Madam Minister, ladies and gentlemen, the burning of this future asylum centre could only be possible because of a climate of hatred and fear that has been developed, maintained and propagated by some politicians and by certain parties. This fire would not have been possible without repeated campaigns by some politicians. I am thinking in particular of the former Secretary of State for Asylum, Theo Francken. We remember this image of a black man shot by a suction cup that he found funny enough to reproduce on social media. We will also recall that criminals have been removed from detention centres to place migrants there, suggesting that migrants were more dangerous than criminals. Today, we also know the abhorrent campaign of the Vlaams Belang, illustrated by the hand of a black man who closes himself on the face of a white child. That is what led to this move to action, and that is the political responsibility behind these xenophobic actions. But that would not have been possible without a lack of anticipation from your government, minister. Indeed, we knew that it was more difficult to reopen reception centres than to leave them open, while the needs in this area were well-known. So it's a lack of foresight. Madam Minister, I appeal to you to ensure that there is a sense of responsibility, dignity and hospitality so that the perpetrators of these criminal acts are prosecuted, that security in these detention centres is ensured and that a responsible, dignified and humane policy is ultimately pursued in terms of the reception of refugees.
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u9	Mr President, Minister, like many people in our country, we are shocked by what happened in Bilzen. It was a cowardly act to set fire to an asylum centre, where families with children would also be sheltered. On the weekend in which tolerance was advocated in every municipality in Belgium, in the context of the celebrations for 11 November. However, we have also been struck and shocked by the reactions of some people, that night on the spot in Bilzen but also and certainly on the social and other media. We want to reject that very strongly. When we look at the figures of the Commissioner-General concerning the increasing number of refugees, we see that the pressure on the reception network is increasing. This increasing pressure automatically leads to the many cities and municipalities where initiatives were taken by you. We note that, in certain places, the communication and information of local authorities was only very brief in advance. However, we believe that those local authorities, lectures and mayors, who have a good touch with the environment, can work perfectly with your services to give good information to the residents and to find a certain basis for support. If that asylum centre finally gets there, what about the security of the buildings themselves? We read that you think of cameras or private security companies, which is of course necessary, both for the residents and future residents. Madam Secretary, what are the specific plans for Bilzen? How do you deal with the rising demand for shelters? How do you handle the protests? How are you going to set up a good cooperation or improve cooperation with the local authorities, the mayors, to further improve that support?
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u10	Ladies and gentlemen, Minister, my question is not about the Bilzen fire, and I am sorry that my question has been added to this series of questions. I hope that the Minister will also give a concrete answer to my question on another subject. Madam Minister, in the meantime, it is a regular agreement that I have to question you every week in plenary.
ParlaMint-BE_2019-11-14-55-plenair-ip013x.u11	Mr Van Langenhove, if you do not want your question to fit in with this series of questions, because your question is about something else, then it seems logical to me that we should deal with your question separately. Isn't your question about the Bilzen fire?
