ParlaMint-BE_2019-04-04-54-plenair-ip280x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u2	Ladies and gentlemen, before I give the floor to the Prime Minister for his memorial statement on the segregation of the metises in the period of Belgian colonization in Africa, let me briefly outline the historical and political context which led to several parliamentary assemblies in Belgium having placed the issue on the political agenda. This is, after all, a past that is still topical, but it is also more than that. This file is about symbols, but above all about people. This file is sensitive and even traumatic for some. I would also like to welcome the presence in this Chamber of several representatives of the Associations miXed2020 and Métis of Belgium/Metis van België, which bring together the Métis born in the territories under Belgian colonial domination. For many years, the discrimination suffered by the Métis from Belgian colonization in Africa was considered a taboo subject in Belgium and often unknown. However, thousands of Métis children who had grown up without knowing their true family and who had been placed in orphanages and foster families between 1959 and 1962, sometimes deprived of birth or nationality. The ball is rolling in Flanders. Following the actions of Mater Matuta vzw and research by several historians, the Flemish Parliament unanimously adopted two resolutions in January and June 2015 recognising the victims of the forced adoptions. On 24 November 2015, the Flemish Parliament also offered public apologies. An important symposium was held in the Senate on April 25, 2017. This colloquium was an opportunity to address, inter alia, the question of the arbitrary classification of Métis by the colonial administration as subjects of customary law and non-citizens of Belgian civil law and to learn about the study of the Cegesoma (Centre d'études et de documentation Guerre et Sociétés contemporain) on the transfer of Métis children to Belgium at the end of the colonial period. In June and July 2017, three other parliamentary assemblies, namely the Senate, the Parliament of the French Community, of which I welcome the President, and the Brussels-speaking Parliament, also adopted a resolution on this segregation. Several fellow Members have therefore rightly held that the Chamber could not be left behind. Therefore, on 7 March 2018, the Committee on External Relations unanimously adopted a resolution so that the Chamber of Representatives would also give an opinion on this issue and would officially recognise the facts. It was also intended to instruct the Government to undertake a number of actions allowing at least partial reparation for persons who had in one way or another suffered the actions of the Belgian authorities in these circumstances. This resolution was then adopted by the House at the plenary session on March 29, 2018. In this way, ladies and gentlemen, the problem of meteors has been raised in Parliament. I now give the floor to the Prime Minister. You have the floor.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u3	Mr President, ladies and gentlemen, the discrimination against metises from Belgian colonisation in Africa has been kept quiet for a long time. However, on the eve of the African wave of independence, several thousand metis children lived in Belgian Africa. In most cases these were children of Belgian men who had a post there and Congolese, Rwandan or Burundian women. In the regime of the colonial state, mixed couples were prohibited. They were subjected to social stigmatisation and sanctions. Metischildren were seen as a problem, as dangerous elements and even as a threat to the colonial system. The colonial authorities and the Belgian State then took measures to combat racial mixing. These children were kidnapped by their African mothers and usually raised far away from whites and blacks by religious in orphanages or boarding schools. Between 1959 and 1962, the Belgian State organized the expulsion of hundreds of these children to Belgium. That usually happened without the permission of the African mothers. The children were either adopted by Belgian families, or placed in foster homes or institutions. Ladies and gentlemen, the distribution of Métis children throughout Belgium was done by separating fratries and resulting in loss of identity due to different changes in first names, names and even dates of birth. Many have been without birth certificates or identity papers. Another factor has also aggravated the situation of Métis children. In Belgian Africa, the Métis were considered to belong to the category of higher degree of civilization known as "evolved" because of their partly white origins and, if their father had recognized them, they were Belgian citizens. However, a ministerial circular of 24 September 1960 addressed to the mayors recommended that, if the bond of filiation was not established, the child should be considered an African. For those whose ties were not established, identity cards for foreigners were therefore granted. Despite the fact that, later on, the laws allowed for the recovery of this nationality within a certain period of time, due to lack of information, few Métis made use of it and many of them had to go through the naturalization procedure in order to acquire Belgian nationality. It was difficult and extremely painful for Métis children to rebuild their lives in Belgium. The emotional abandonment experienced during childhood, uprooting, administrative difficulties and the need to assume a dual identity without knowing its origins undoubtedly constituted a daily challenge and a real suffering. Last year, the Chamber unanimously adopted a resolution which I quote: 'Recognizes the targeted segregation of which metises were victims under the colonial administration of Belgian Congo and Rwanda-Urundi until 1962 and after decolonization, as well as the related policy of forced kidnapping'. The Catholic Church of Belgium has also apologized to the metis victims for the role she has played. During the hearings, the federal government undertook to take into account the results of your work. Several meetings were also held, with the various cabinets and administrations concerned, as well as with the representatives of the Metis Association of Belgium. A cooperation agreement was concluded between the FPS Foreign Affairs and the National Archives. The two objectives are the consultation and strengthening of data to stakeholders and the scientific study. This research will be spread over four years. A first financing of EUR 50 000 has already been achieved. In addition, the personal files of metises from colonisation that were kept in the Museum of Central Africa in Tervuren are transferred to the National Archives. The association Metis of Belgium has drawn up a list of difficulties which they are still experiencing. As regards Belgian nationality, the persons concerned were invited to submit their individual application, supported by a relevant and complete file, to the FPS Justice Department. The FOD will then investigate it within the limits of its powers. As far as civil status documents are concerned, the FPS Justice will provide solutions to the problems referred to as soon as possible within the existing legal framework. In addition, the Minister of Justice has advised the College of Attorneys General on any difficulties encountered by the persons concerned in connection with ongoing individual proceedings. Ladies and gentlemen, by establishing a system of targeted segregation against the Métis and their families in Belgian colonial Africa, the Belgian State has committed acts contrary to respect for fundamental human rights. That is why, on behalf of the federal government, I recognize the targeted segregation of the Métis under the colonial administration of the Belgian Congo and the Ruanda-Urundi until 1962 and following decolonization, as well as the policy of forced abduction. On behalf of the Belgian federal government, I apologize to the Métis of Belgian colonization and to their families for the injustices and suffering they have suffered. I also wish to express our compassion for the African mothers whose children have been torn off. I hope that this solemn moment will be an additional step towards a broad awareness and awareness of our national history. I also hope, of course, that this declaration will strengthen our determination to fight continuously against all forms of discrimination, racism or xenophobia. Despite this tragic history, many Métis from colonization have been actively involved in the development of a more open and tolerant society, rich in its diversity. This opens the hope for the future that all of us will be optimistic messengers for a respectful and solid alliance between Europe and Africa.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u4	Colleagues, this is a moment of recognition and remembrance. May I ask you to stand up and observe a few moments of silence.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u5	The meeting is adjourned. The meeting was suspended.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u6	The sitting has resumed. The meeting was resumed.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u7	Prime Minister, I have read that you already mention a far too limited declaration of revision of the Constitution as Community madness. I have also read that you have already consulted with the presidents of CD&V and Open Vld. It is again the participation that governs, not the Chamber. I also know, of course, that there is a note from the services of the Chamber, in which it is said that a government in current affairs should not simply take over the statements adopted by the Chamber and Senate. I know that this is also your position. The notes of the services are usually of excellent quality, but not this time, because that view is wrong. The letter of the services assumes that Article 195 confers power on the government. That's not true. Read article 195, which dates from 1831 and exhales that spirit of time. It grants that power to the King, with the co-signing of one minister. The government has nothing to do with that. Then we need to look at what a minister can do in current cases. He can't make decisions that have a political dimension, he can't. In principle, the adoption of a declaration of constitutional revision is such an act. But it is true that the teachings of current affairs protect the prerogatives, not of the government, but of Parliament. So what you can do is take over the statement from Chamber and Senate. You can, because that does not compromise the powers of Chamber and Senate. What you cannot do as Minister in current cases is change those statements. That is a decision of political significance, and you cannot do so as a minister in current affairs. Let us be equally serious, Prime Minister. If only a resolution on Marrakech is adopted here, you say that you should go to Marrakech, that the Chamber commands you to do so. But if the Chamber adopts a declaration to revise the Constitution, you say that this does not bind you at all. That's not serious, that's contradictory. I would like to know your position on this.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u8	Mr President, Prime Minister, ladies and gentlemen, we in the Group of the Greens/European Free Alliance are not separatists. We are democrats. We believe that a government of current affairs best respects the work of a parliament in relation to the Constitution. We do not dream of changing all the articles, such as the colleagues of the N-VA and the Flemish Interest. We do believe that our Constitution can be updated and renewed. That is why, Prime Minister, our Group Ecolo-Groen has made the exercise to put together, across the language line, a common list on how our Constitution can become better and more forward-looking. Ninety percent of these articles have been taken over in the Chambers Committee. There have even been other interesting articles added. There is an interesting list before us today, Prime Minister. A list that allows a federal constituency to be established, that bridge builders are rewarded instead of pyromaniacs, a list that allows young people to participate more in politics by allowing the right to vote from the age of 16, a list that makes it possible to anchor some fundamental rights in our Constitution and deepen them. Giving these things a place in our Constitution would really be a dam against advancing nationalism and populism. However, you do not seem to like that list, Prime Minister. You refuse to enter into dialogue with Parliament on this subject, despite our insistence. Today, on Twitter, you announced that this is Community madness. Mr Prime Minister, the list we have prepared is not Community madness. Let me make it clear that we, as ecologists, will not support the revision of Article 1. We do not want that article on that list. All other articles, Prime Minister, deserve a future. If you are genuinely concerned about the stability and institutions of this country, about the future of Belgium, then you will get to work on the exercise that has taken place in Parliament. I would very much like to have a very clear commitment from you and your government.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u9	Ladies and gentlemen, I have just looked up the word'madness'. This means: insanity, illness in the head, and since today: to declare a list of articles with a possible Community impact subject to review. Prime Minister, you have enriched our language with a new definition which is somewhat contrary to the classical meaning of the word madness. You said in your tweet: I will oppose the opening up of Community articles from the government. We have just heard Mr Calvo argue in the same spirit to hold a debate on all the things he agrees with. We have adopted a different attitude. We say that the debate must be able to take place in full width. The fact that you have certain Community views, Prime Minister, does not alter it or adds anything to it. Let us not forget that this is a list of articles in which any amendment to the Constitution will have to have a two-thirds majority in the next legislature. You can hardly say that any decision supported by two thirds of the two chambers is in the'madness' category, otherwise you will have to change the definition very much. The government, as we hear now, is determined by consensus. That's a new course. This was clearly different in the period of the Marrakesh Pact. Maybe you learned from that period. In any case, the fall of the government cannot be a free pass to ignore any democratic decency. I do not believe that the salvation of this debate will be achieved by lawyers. The interpretations of what you can and cannot do will be very far apart. This is about political decency. My questions as a result of your statement of 11.01 p.m. are: who did you make that statement on, and will you really block a democratic decision by Parliament?
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u10	Mr President, I can be brief, because I have already attracted the debate twice here. I would like to address Mr Michel in his dual capacity. I should like to address him in his capacity as chairman of the MR and to Mr Michel in his capacity as Prime Minister. In his capacity as chairman of the MR, I can tell him that my group fully agrees with the fact that we must give absolute priority to socio-economic matters in the next legislature. Our country cannot afford the luxury of negotiating a new state reform for hundreds of days. That is not the intention of the forthcoming elections for my group and for my party. The opposite is true. Mr Michel, the Liberal axis, if I may call it that, would certainly make that point clear to the electorate. I now turn to Mr Michel in his capacity as Prime Minister. We are on the eve of a possible pre-constituent. Mr President, your Chamber is about to adopt a list of articles. Mr Michel, allow me to be very clear. My group has tabled a list which has nothing to do with Community ambition. My group has tabled a list with a view to any reduction in the state, such as the role of the Senate and the federal constituency. In particular, it has submitted a list of articles dealing with constitutional rights and freedoms. Following the attacks of 22 March, many people have asked themselves what prevails in this country. Is that the law of religion or is that the Constitution and are those the laws and decrees of the Belgian people? That's the question that arises. That is why, Mr Michel, we presented our list, with, in the main order, an introduction to the Constitution or preamble, because a number of fundamental principles such as equality between men and women, the right to self-determination and freedom of expression are values that we have inherited from the Enlightenment, but which are apparently not interpreted in the same way by everyone. There is therefore a need in the Constitution for more than one toilet. That is why we are asking for a preamble, which we in the Committee on the Revision of the Constitution, Mr President, have also shared with various political groups. Not everyone agrees, but with sp.a and PS, Open Vld and MR and Ecolo-Groen there was certainly a large majority to do that exercise. My question is this. If the Chamber, with full powers, comes to such a list, if the Senate does the same and if your government no longer has the full power since you are a government in current affairs, do you think it is democratic decency and democratic legitimacy to say that the government is going to block or partially remove that list? After all, that list has a majority in the Chamber and the Senate. If you did that, that would be unwise and actually indecent.
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u11	Prime Minister, we were concerned about the passivity of the government and the activism of certain parties in Parliament, in particular the activism of Flemish nationalists and separatists. Do not rely on the CDH to embark on a great institutional adventure. Some have only one objective: to hurt Belgium. I am pleased with your tweet, because in the end, you are assuming your role and responsibility as Prime Minister, saying that you are not linked in any way to a proposal for a review declaration from either the House or the Senate. Some, as we have just heard now, try, by all means, to impose a small song. Some of the colleagues here are trying to reduce the government to a benign-yes-yes government. Yet the reality is quite different. The government has full latitude; it acts autonomously as one of the three branches of the legislative power. It may, therefore, decide freely on a list of items to be opened for review, regardless of the list adopted by the House or by the Senate. The legal opinion of the services of the House, of your services, moreover, is clear. I quote his conclusion: "Nothing obliges, from a legal point of view, the resigning government, in its capacity as the third branch of the legislative power, to reproduce the revision declarations adopted by the House and the Senate". The way in which some interpret things, depending on what suits them, is therefore purely opportunistic politics. Prime Minister, when I hear the statements of the parties of your minority government, I still have a question. Did you write this tweet in your capacity as Prime Minister? Is your position, expressed in this tweet, the position of the government?
ParlaMint-BE_2019-04-04-54-plenair-ip280x.u12	Mr President, Prime Minister, ladies and gentlemen, with regard to the revision of the Constitution, the MR Group has been clear from the outset. We don't want to open the community Pandora's box. There is no need for an institutional adventure. Like the dominant doctrine, referred to in committee by our constitutionalist colleague, Mr Delperée, and as the legal services had also indicated in the debate in committee, we believe that a government in current affairs cannot endorse articles that were not on the list of the previous government, i.e. the list of Di Rupo. In addition to this legal filter, the MR Group adds that we must close the articles on the Di Rupo list that could engage our country in community debates. We're thinking about article 63, for example. You know very well – and the history of our country has shown it – that when we open an article with a community connotation, the debate loses its serenity and we move on to certain institutional adventures. Finally, our position with regard to this debate is that, in the list which was adopted in committee this Tuesday, certain articles raise questions. I am of course thinking of Article 1 which speaks of Belgium, which is a federal state. There, we really touch the heart of our country. I am also thinking of the article on the promulgation of laws by the King. That's what royalty skills are all about. There is also the article on the functioning of the Council of Ministers which risks undermining the balance between the North and the South. It is well known that the preconstituent does not bind the constituent and, therefore, even if one comes with ideas that are positive and might be favourable, one cannot prevent the constituent from moving towards another path if the article is open for revision. Mr Dewael, the MR does not deny its values, but we are concerned that if we open some debates for good reasons, particularly on values, these articles are used for other reasons which are obviously Community. We don't want to take that risk. The MR refuses that. Belgium needs serenity and progress on economic, social and environmental matters. We do not want a seventh reform of the State. We will not be sorcerer apprentices. We don't want another 541-day block. Prime Minister, what is the government's position on this issue?
