Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	PeetersKris	Peeters, Kris	M	1962	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	SchoubsAnn	Schoubs, Ann	U	-	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	PeetersKris	Peeters, Kris	M	1962	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GubbelsAndré	Gubbels, André	U	-	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	SchlitzSarah	Schlitz, Sarah	F	1986	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GubbelsAndré	Gubbels, André	U	-	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	PeetersKris	Peeters, Kris	M	1962	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	JirofléeKarin	Jiroflée, Karin	F	1962	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	WillaertEvita	Willaert, Evita	F	1981	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	SchlitzSarah	Schlitz, Sarah	F	1986	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	SchlitzSarah	Schlitz, Sarah	F	1986	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2019-01-30-54-commissie-ic1025x	ParlaMint-BE_2019-01-30-54-commissie-ic1025x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-01-2019	2019-01-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	FDF	Fédéralistes Démocrates Francophones	-	Centre to centre-right	CaprasseVéronique	Caprasse, Véronique	F	1951	
