ParlaMint-BE_2019-11-07-55-plenair-ip012x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u2	Madam Prime Minister, a Royal Decree of 19 July 2001 states that former ministers and State Secretary are entitled to two full-time staff during a full-time term of office. For five years, the state treasury pays. Under the motto 'listen to my words, but do not look at my actions', all parties declare that they are opposed to that system, but they all use it, even those who were ministers for a few weeks, like Mr Loones. In Belgian politics, the principles are very far-fetched when the cash register rings. Madam Prime Minister, following a press release from me on this scandalous system, the newspapers for which these staff are actually employed have been checked. This does not seem to be in line with the spirit of the transitional arrangement. There are private drivers, they are involved in the party work, they are used to join the campaign and in the case of Johan Van Overtveldt they have to do nothing at all, and all at the expense of the State. I have asked your predecessor very often to abolish this scandalous and expensive arrangement. Every time I received the answer from Mr Michel that he was prepared to revise that arrangement and that he would do so by the next legislature. We are here: it is the next legislative term and nothing has changed about that. The only thing that has changed is that Mr Michel himself can now make use of this arrangement. Madam Prime Minister, I am sure you will be able to tell me whether Mr Michel is calling for this arrangement. What I particularly want to know from you is when you will finally abolish this expensive, scandalous and unnecessary regulation.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u3	Thank you for your question, Mrs Pas. The subject of political renewal was discussed several times in plenary. I take the issue very seriously, and I repeat that political renewal is crucial to restoring citizens' confidence in our democratic institutions. In this respect, I welcome Parliament's work. The working group which met on a weekly basis for a few months has reached agreement on certain points. The Working Group wishes to bridge the gap between majority and opposition and has made progress in the area of good governance. Good cooperation between Parliament and the executive should enable further progress to be made. I am, of course, in favour of continuing to work on the political renewal. The specific issue of former ministers and State Secretary staff can certainly be addressed in the next government agreement. Indeed, it seems difficult for a government in current cases with 38 seats to take measures that are binding on the next government. That is one of many reasons for calling for the rapid formation of a fully-fledged government.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u4	Madam Prime Minister, thank you for your reply. I do wonder why you need another government to do that. You could easily change the royal decree. You yourself referred to the working group on political renewal, in which you see all the evidence that everyone agrees. For once, therefore, you should not point to your 38 seats, because there is a Chamberwide majority, which will support you, if you simply change the royal decree. You're not going to do that, it's obvious. Fortunately, there is the Flemish Interest, which has already submitted a legislative proposal in this area. One must be legally creative in order to be able to settle the issue by means of a legislative proposal, for which thanks to our former colleague, Mr Vuye. You welcome the parliamentary work. You welcome the cooperation. I have noted that all parties want to abolish the system. So I am very curious whether the four traditional parties, who are so eager to make use of the regulation today, will support our proposal when we put it to the vote in the Chamber.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u5	Mr President, Madam Prime Minister, I would like to interpret you on the basis of an unveiling dossier drawn up by the VRT. According to that file, a lot of cabinet employees came from or emigrated to the private sector. The VRT has put forward an outrageously long list. How is that possible? Let me give you some examples. The spokesman of former minister Kris Peeters now works at AB InBev. The spokesperson for Hilde Crevits also works at AB InBev today. A former advisor from Mrs Marghem's Energy Cell works today at Electrabel. An employee of the Office of Open Vld Minister De Croo came from ECTA, the umbrella of the European telecoms sector. From there he went to work at the Van Quickenborne cabinet. From the Van Quickenborne cabinet, the person went to work at BASE-Telenet. Hop! From BASE-Telenet, the person concerned works in the De Croo cabinet today. That's not even revolving door politics anymore, it's a helicopter! What is being done? There'll be plenty for everyone. It's really revealing. Minister De Block's medical advisor works at Novartis-Pfizer today.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u6	Mr Hedebouw, you have one minute to speak.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u7	N-VA Minister Jambon's healthcare advisor is currently working at pharma.be, so it's just big business. Have you also seen the list of former Minister Van Overtveldt? His deputy secretary works at PwC today. His deputy chief of economic and financial policy now works at Ackermans & van Haaren. His tax advisor is now working at PwC. Mr President, Madam Prime Minister, it is untenable. Forty to fifty employees now work for multinationals. The political world and the economic world are completely merged in the Cabinets. I notice some nervousness at the N-VA. Perhaps it is because of such files that the N-VA would like to silence the VRT.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u8	Mr Hedebouw, you must now ask your question. Your speaking time is exhausted.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u9	Madam Prime Minister, do you think it's normal for this to happen? Do you think it would take a five-year debriefing period in such situations?
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u10	Mr President, Mr Hedebouw, every member of the federal government is assisted in the performance of his various executive tasks by his administration and his policy cell. This policy cell consists of both executive staff and substantive staff. The members of the policy cell shall be recruited on the basis of their competence and expertise in the private sector or in the public sector. Working on a cabinet is an intense and time-consuming activity. It is usually a temporary activity because the long-term exercise is difficult. It therefore makes sense for the persons concerned to be able to continue their professional activities in a sector they know, be it the public sector or the private sector. Moreover, there is no legislation prohibiting a cabinet employee from making this switch, but it goes without saying that restraint and the duty of discretion apply to everyone. A working group on Political Renewal has been set up within this assembly. As always, the government will take note of any recommendations made by this working group.
ParlaMint-BE_2019-11-07-55-plenair-ip012x.u11	Mr President, Madam Prime Minister, it is clear. So you're saying it's just gonna stay like this. You know very well that all those employees take that knowledge with them. You are paid to defend the entire population. These people, with their knowledge of the public sector and of their cabinets, pass from Vandeput to Lockheed Martin and from Marghem to Electrabel. It's outrageous. What's happening in our country? The real power in our country lies not with this Parliament, but with the multinationals. These multinationals have not only economic power, but also political power because they are present in the cabinets. The PVDA believes that there should be a five-year period to ensure that private interests do not dominate the general interest in our cabinets.
