ParlaMint-BE_2019-12-19-55-plenair-ip018x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u2	In accordance with the advice of the Conference of Presidents of December 18, 2019, I propose that you place on the agenda of this afternoon's plenary session the following bills: - the draft law establishing the military contingent for the year 2020, Nos. 844/1 to 3; - the 2018 accounts, the 2019 budget adjustment and the 2020 budget of the House of Representatives and the financing of political parties, No. 866/1; - the 2018 accounts, adjustments to the 2018 and 2019 budgets and the 2020 budget proposals of the institutions receiving funding (Court of Auditors, Constitutional Court, Supreme Council of Justice, Standing Committee on the Control of Police Services, Standing Committee on the Control of Intelligence and Security Services, Federal Ombudsmen, Data Protection Authority, Appointment Commissions for the Notariat, MRD Commission, Police Information Review Body, Federal Ethics Commission, Central Prison Supervisory Board), Nos. 867/1 to 3. In accordance with the opinion of the Conference of Presidents of 18 December 2019, I propose that the following draft laws be entered on the agenda of this afternoon's plenary session: - the draft law establishing the military quota for the year 2020, Nos 844/1 to 3; - the accounts 2018, budget adjustment 2019 and budget 2020 of the Chamber of Representatives and the financing of the political parties, No. 866/1; - the accounts 2018, budgetary adjustments 2018 and 2019 and budget proposals 2020 of the institutions entitled to donate (Rekenhof, Constitutional Court, Supreme Court of Justice, Standing Supervisory Committee of the Police Services, Standing Supervisory Committee of the Intelligence and Security Services, Federal Ombudsmen, Data Protection Authority, Notarial Appointment Committees, BIM Commission, Police Information Control Body, Federal Deontological Commission, Central Prison Supervisory Board), Nos 867/1 to 3. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided. I also propose that you place on the agenda of this afternoon's plenary session the bill confirming the royal decrees made under the Act of 29 April 1999 on the organization of the electricity market and the Act of 12 April 1965 on the transport of gaseous and other products by pipelines, Nos. 832/1 to 3. I also propose that you register on the agenda of this afternoon's plenary session the draft law ratifying the royal decrees adopted pursuant to the Act of 29 April 1999 on the organisation of the electricity market and the Law of 12 April 1965 on the transport of gaseous products and others by pipeline, Nos 832/1 to 3. That draft was dealt with and approved in committee. I do not see Mr Van Quickenborne, but can you confirm that it may be added, Mrs Van der Straeten?
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u3	Mr President, this can be discussed in plenary shortly.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u4	We shall, therefore, put that on the agenda. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u5	We must proceed to the admission and swearing-in of the alternate to sit in replacement of Ms. Yasmine Kherbache, who was sworn in as a judge of the Constitutional Court on December 17, 2019. We must proceed with the admission and swearing-in of the successor who is eligible to replace Ms Yasmine Kherbache, who took the oath on 17 December 2019 as judge of the Constitutional Court. The alternate to replace her is Mr. Ben Segers, alternate electoral district of Antwerp. The successor who will replace her is Mr Ben Segers, successor to the Antwerp constituency. The powers of Mr. Ben Segers were validated in our June 20, 2019 session. The credentials of Mr Ben Segers were declared valid at our meeting of 20 June 2019. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification, in the light of the documents obtained, has only a character of purely formality. Since the additional examination provided for in Article 235 of the Code of Choice refers exclusively to the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. I therefore propose that you proceed to the admission of this member. I therefore propose that this Member be admitted. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] Thus shall be done. I recall the terms of the oath: "I swear to observe the Constitution" "Ik zweer de Grondwet na te leven" "Ich schwöre die Verfassung zu befolgen '. I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." I pray Mr. Ben Segers to take the constitutional oath. I would ask Mr Ben Segers to take the constitutional oath.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u6	Mr. Ben Segers will be part of the Dutch language group. Mr Ben Segers will be part of the Dutch language group.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u7	Minister, at a press conference earlier this week, following a meeting of the Foreign Ministers, the High Representative of the Union for Foreign Affairs and Security Policy made a remarkable statement. He accused the Flemish Justice of not paying attention to a European arrest warrant. Apart from the fact that we are very pleased that, according to the High Representative, the Länder already have full competence, it is, of course, outrageous that after three Spanish ministers, the Spanish Commissioner is now also making statements about our justice. Of course, it is not for the Commission to make these political statements. Moreover, it is completely contrary to the separation of powers. So clearly we have a political problem here. I would like to put this question to Mrs Wilmès because she is our highest political voice on the European stage. She wouldn't answer my question. That is why I am happy to put my question to you, Minister. Do you agree that this ruling is completely contrary to the separation of powers? If so, are you prepared to send an official letter to committee chairman von der Leyen to call her Commissioner to order?
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u8	Mrs Van Bossuyt, Deputy Prime Minister Geens is also responsible for European Affairs. Minister, you have full competence in current matters.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u9	Thank you, Mr President, for your kind introduction once again. Mrs Van Bossuyt, I too was surprised to hear the statements made by the High Representative for European foreign policy, also Vice-President of the European Commission, Mr Josep Borrell, at his press conference following the ASEM Summit in Madrid last weekend. It is clear that such statements, when they come from a High Representative for European foreign policy, are even more inappropriate than usual, both in terms of opportunity and in terms of form and content. That is why I, together with my colleague for Foreign Affairs, Philippe Goffin, immediately decided to instruct our permanent representation to the European Union to make a diplomatic démarche. That démarche is being organized today and will show us total incomprehension of Mr Borrell's statements. I would like to inform you that the European Commission spokesperson, Mr Borrell, is also a Member of the Commission, who yesterday qualified the statements of the Vice-President of the European Commission as personal. Once again, the spokesman stressed the independence of the judiciary in this matter. Mr President, I apologise for losing my response to my paperwork, but this is too important to improvise.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u10	Thank you, Minister, for your reply and for the official action you have apparently taken. I am pleased that you emphasise the independence of our judiciary and thus the importance of respect for the judiciary. I would therefore very much like to move on to the very important ruling of the European Court of Justice today, in which the Court states that the former Vice-President of Catalonia, Mr Junqueras, who was imprisoned, does have immunity and must therefore be able to take up his mandate in the European Parliament. I hope that you will defend the same respect for the judiciary in this respect with your Spanish colleague, so that this judgment can also be given full power.
ParlaMint-BE_2019-12-19-55-plenair-ip018x.u11	Mr President, Minister, it is unfortunately well known that Antwerp, especially the port of Antwerp, is the driving force behind the international trade in cocaine. Of course, that brings with it the necessary violence. Grenade explosions, shootings and arson attacks are very common in Antwerp. It could almost be said that Antwerp is the city of a thousand bombs and grenades. It is therefore good that in early 2018, in particular in February 2018, the Stroomplan was proposed and that good cooperation between the parquet, federal and local police, customs and social inspection was established. Tomorrow, the Power Plan will be evaluated. My questions are as follows. How do you see the evaluation? Who was involved in the evaluation? Have there been any initial findings from the evaluation of the Power Plan? What further efforts will be needed? Do you see any adjustments that are needed? How does cooperation between the police, customs, police and social inspection proceed so far? Any results? Any priors? Have any networks been rolled up yet? How do you evaluate the Power Plan as a whole? Finally, international cooperation is, of course, also needed to tackle the drug gangs. Can you tell me more about the cooperation with the Netherlands, in particular within the framework of the Kempen-Maasplan?
