ParlaMint-BE_2019-10-17-55-plenair-ip009x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u2	You have received a draft agenda for today's meeting. You have received a draft agenda for today's sitting. Are there any comments on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u3	Mr Wouter Beke was sworn in as a member of the Flemish Government. Mr Wouter Beke took the oath as a member of the Flemish Government. Article 59 of the Special Act of 8 August 1980 on Institutional Reform provides that the member of the House of Representatives elected as a member of the Walloon Government, of the Government of the French Community or of the Flemish Government shall immediately cease to sit and resume his or her term of office when his or her functions as Minister cease. Article 59 of the Special Law of 8 August 1980 on the reform of the institutions provides that a member of the Chamber of Representatives elected as a member of the Flemish Government, of the Walloon Government or of the French Community Government shall immediately cease to hold office and resume his term of office when his office as Minister ceases." Article 1bis of the Act of 6 August 1931 establishing incompatibilities and prohibitions concerning ministers, former ministers and ministers of State, as well as members and former members of the Legislative Chambers provides that the member of the House of Representatives who ceases to sit as a result of his appointment as Minister or Secretary of State of the Federal Government or as a result of his election as Minister or Secretary of State of a regional or community government shall be replaced by the first alternate in good order of the list on which he was elected. Article 1a of the Law of 6 August 1931 determining the incomparencies and disqualifications concerning ministers, former ministers and ministers of State, and the members and former members of the legislative chambers provides that a member of the Chamber of Representatives who ceases to sit as a result of his appointment as Minister or State Secretary of the Federal Government or his election as Minister or State Secretary of a regional or community government shall be replaced by the first eligible successor to the list on which he was elected. Today we take the admission and swearing-in of the following alternate: Mr. Steven Matheï, alternate to the CD&V list for the Limburg electoral district, replacing Mr. Wouter Beke. Today we will proceed to the admission and swearing-in of the following successor: Mr Steven Matheï, successor to the CD&V list of the Limburg constituency, in place of Mr Wouter Beke. The credentials of this alternate were validated in our meeting on 20 June 2019. The credentials of this successor were declared valid at our meeting of 20 June 2019. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification, in the light of the documents obtained, has only a character of purely formality. Since the additional examination provided for in Article 235 of the Code of Choice refers exclusively to the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] Thus shall be done. I would point out that the members elected by the electoral colleges of the Dutch-speaking region are part of the Dutch linguistic group. I would remind you that the members chosen by the electoral colleges belonging to the Dutch language area are part of the Dutch language group. Je rappelle les termes du serment: "Je jure d'observer la Constitution" "I swear to comply with the Constitution" "Ich schwöre die Verfassung zu befolgen." I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." I ask Mr. Steven Mathei to take the constitutional oath. I would ask Mr Steven Matheï to take the constitutional oath.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u4	Mr Steven Mathei will be a member of the Dutch language group. Mr Steven Matheï will be part of the Dutch language group.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u5	As agreed at the Conference of Presidents, these questions will be answered by Deputy Prime Minister Koen Geens, Minister of Justice.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u6	Minister, this week seven democratically elected politicians and two leaders of civilian movements, the two Jordis, were sentenced in Catalonia by the Spanish Supreme Court for over 100 years of imprisonment. That's not justice. That's pure revenge. They were punished for nine to thirteen years each. The worst thieves or the most brutal rapists don't get that much, not even in this country, you know that. One can even better be a returned Syrian warrior or an IS-adept than a Catalan politician. They have been condemned for their ideas because they have carried out their electoral promises with their democratic and peaceful referendum. Clearly, that is not common practice. The nine convicts were in custody for almost two years. Appeals against remand have never even been dealt with. Despite my many questions about this, the government, including the previous N-VA government, remained silent about the political prisoners all the time. Just like the European Union, they gave themselves a cowardly silence. The European Commission is looking away. This time, no ringing fingers about democracy. Hungary and Poland know they are lying. Catalonia clearly doesn't. Fortunately, the Catalan citizens will not be intimidated, Minister. They're gonna be on the streets today. Even those who oppose Catalan independence cannot but find it a disgrace that the right to freedom of expression is restricted through the courts and political opponents are put behind bars as criminals. Minister, will this government strongly condemn the monster punishment for the democratically elected? Did the Prime Minister raise this at the European Council yesterday or today? Is this government going to summon the Spanish ambassador? Is this government going to ask the Spanish government for amnesty for the nine political prisoners? Will this government, in conjunction with other countries, impose sanctions on that Spanish government if it continues to refuse to release the nine political prisoners? I am very curious to hear your answer. I hope that, like the previous government, you will not dismiss this as an internal Spanish matter.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u7	Minister, in 2006 my son was 14 years old, a young teenager looking for himself and, above all, very often looking for the school. In the meantime, he has completed his studies with traps and stand-ups. In the meantime, completely surprisingly and unlike what was expected, he has found a professional direction. Today, while we're here, he's exploring the world in Thailand. 2006 and 2019, there are 13 years in between. I must tell you, Minister, that I would not have missed those 13 years with him. However, that is what hangs over our fellow Members, who have peacefully presented a certain political expression to the Catalan people. Now one can think about the substance of what one wants in a democracy, thinking freely, but just the idea that these colleagues have been condemned today and thirteen long years of their freedom will be deprived of something that belongs to the normal political process is an unlikely disgrace. Today we see that there are massive parades in Catalan cities, not only of those who support the political project, but of those who support political decency. This week, the Flemish Parliament unanimously expressed its solidarity with the imprisoned politicians. My question is brief and concise: what action will this government take at European level to denounce this political disgrace?
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u8	Madam President, you have a dangerous job. If we were to live in Catalonia, you would be sentenced as President of Parliament to 11.5 years of punishment for holding a debate in Parliament on independence and a referendum to hold a referendum. That is the punishment that you, as chairman of parliament, and eight others would receive; added to a prison sentence of over 100 years. This is more than what the 1981 coupers under the leadership of Colonel Tejero received in Spain. You will be punished more for wanting to carry out the will of the people than anyone who has done a coup on the Iberian Peninsula. It's not just about this, there's a second case. Three Catalans were also elected in Spain, with more than 1 million votes. That's more than you can dream of. Today they cannot enter the European Parliament and cannot take their seats there. What a democratic and legal deficit. Minister, you know justice and the European Court of Human Rights. This recognises the right of self-determination of all peoples, on two conditions: it must be democratically enforced and it must be a new democratic state system. Those conditions are fulfilled and yet they cannot enter the European Parliament. Minister, I have two questions. As Mr De Roover said, yesterday the Flemish Parliament unanimously adopted the resolution to summon the Spanish Ambassador, to urge the Spanish Government to engage in political dialogue, to urge the European Commission to press for mediation and to ensure respect for human rights. What will you do about Carles Puigdemont, who is currently staying in Brussels? I know it depends on the Justice Department, but for someone with a Belgian identity card, I think there are other means available.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u9	Madam President, I have the honour to read you the Belgian Government's reply. The Spanish Supreme Court ruled in the trial of the twelve Catalan independence leaders. They were tried for their participation in the events of 1 October 2017 and the referendum of that date. It is a sovereign decision of the Spanish court in a case relating to an internal matter. When the national review procedures are exhausted, the persons concerned may still apply to the European legal order, in particular to the European Court of Human Rights, in order to ensure that their rights are respected. Judicial proceedings have never prevented the government from underlining the importance of dialogue, as have the importance of political discussions and desires for dialogue. It is true that the government has taken note of the European arrest mandate issued by Mr Puigdemont. This is not the first time that the European arrest has been requested. I am convinced that the Belgian proceedings before the Belgian courts, with full respect for the separation of powers, will lead to a fair result. We, as executives, have no role to play in this.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u10	Minister, I did not expect a great answer from you, but this is not all that good. Everyone knows it's a political process. Everyone knows that this is no longer a Spanish matter, but far beyond it. You must do much more than call for dialogue. Calls for dialogue have been made by the Catalan authorities since 2006. Do you know who else has done most of it? That's Oriol Junqueras, the good man who's been in jail for 13 years. It is Spain, which has refused to enter into this dialogue for 13 years. Moreover, it is assisted by King Felipe, who testifies to an incredibly strange world, as we are used to the office of a king. The Catalans' ideas will not be destroyed by intimidating them and imposing prison sentences. They prove that by getting on the streets again today. Minister, I have asked you five specific questions to do certain things. You are not doing any of them. In this case, the government is as passive as the previous one, as passive as a rabbit for a light box. The Catalans can count on us. However, it is quite clear that the Catalans cannot count on your government. We do respect the will of the people for self-determination. It would adorn you, should you have it.
ParlaMint-BE_2019-10-17-55-plenair-ip009x.u11	Minister, I do not know how far your ambitions are to succeed the Prime Minister. I think it's a difficult job for you today. The answer that has been read here can only be disappointing. Colleagues, I will read something in my reply from today's newspaper. The Flemish student Arne, who is currently staying in Catalonia, says: "I do not want Catalonia to become independent if necessary. I believe strongly in unity. That is why I deliberately do not wear a Catalan flag or other symbols, but I condemn the Spanish mentality, like many people here. You can't ignore the fact that the Spanish government is wrong, regardless of your political preference. It started on the referendum day two years ago, when the police committed excessive violence, then the censorship on the Catalan TV3 television channel journalists were no longer allowed to speak about the referendum and, above all, what is happening in recent days. Democratic politicians are suddenly dead and going to prison for years. Barcelona is like a besieged city. I will never be in favour of independence, but I am in favour of respect, democracy and freedom of the press, three values that are at stake in Catalonia now, three values that we must guard against in order to have them slandered."
