ParlaMint-BE_2019-12-12-55-plenair-ip017x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u2	In accordance with the opinion of the Conference of Presidents of December 11, 2019, I propose that you place on the agenda of this afternoon's plenary session the following bills: - the draft law transposing Council Directive (EU) 2018/822 of 25 May 2018 amending Directive 2011/16/EU as regards automatic and mandatory exchange of information in the tax field in relation to cross-border reporting arrangements, No 791/1; - the draft law amending the Act of 22 December 2009 on the general excise regime transposing Directive (EU) 2019/475, No 766/1; - the draft finance law for the fiscal year 2020, No. 793/1. In accordance with the opinion of the Conference of Presidents of 11 December 2019, I propose that the following draft laws be entered on the agenda of this afternoon's plenary session: - the draft law transposing Council Directive (EU) 2018/822 of 25 May 2018 amending Directive 2011/16/EU as regards mandatory automatic exchange of information in the field of taxation relating to obliged cross-border arrangements, No. 791/1; - the draft law amending the Law of 22 December 2009 on the general system of excise duties transposing Directive (EU) 2019/475, No. 766/1; - the draft Financial Act for the financial year 2020, No. 793/1. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided.
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u3	Colleagues, you are not obliged to attend the meeting. If you'd like, can you go outside and have a conference on anything, but can we agree that those who stay in the hemisphere will follow the meeting? Is that a good deal? Dank u.
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u4	Mr President, Mr Minister, ladies and gentlemen, as you know, Germany has just relaunched an important financial transaction tax (FTT) issue. Mr Minister, let me tell you that when I was a Member of the European Parliament under the former legislature, no one understood Belgium's change of position on the introduction of this tax on financial transactions. Considered a pioneer in international taxation with the Tobin tax, Belgium passed into the clan of opponents. As you know, since the 2000s, our country has been part of the European vanguard to tax speculation and stock market movements. It is a just fight in the name of tax justice because, as we all know, speculation is a weapon to enrich itself and not to feed the real economy. In 2012, Belgium continued with a number of other countries (France, Germany, etc.) within the framework of enhanced cooperation to move faster in comparison with other Member States which preferred to protect their stock markets rather than to be part of a movement of fair taxation and fair redistribution of wealth. In 2014, "bardaf!", It is the embard: Belgium is pointed at for its particularly noticeable volte-face. We became a brake in the group of eleven because we had clearly contributed to the failure of the project. Mr Minister, there is no question here of a small project since the evaluations put the TTF at around EUR 35 billion and when we see the global challenges facing the Union (climate challenge, international solidarity, social policies, industrialization of our companies), we need that money. Since Germany has just relaunched this enhanced cooperation – our group believes that the proposal is interesting – I would like to know, Mr Minister, how Belgium will react to the announcement of this proposal. Are there meetings already scheduled to discuss this text? Does Belgium intend to include this point in the negotiation of the multiannual financial framework in order to identify new financial resources for the implementation of new policies?
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u5	Mr Bayet, thank you for your question. Indeed, you do the history well. Belgium is one of the eleven countries participating in enhanced cooperation, because it turned out that the 28 countries could not agree. We clearly want to keep the original objective of a tax on financial transactions, known as the Tobin tax, with the aim of reducing negative speculation while maintaining our country's competitive position. If Belgium introduced such a tax, but not the Netherlands and Luxembourg, the impact would be serious. In the discussions, quite a few countries use the same arguments as Belgium, i.e. to prevent this tax from having unwanted negative effects, e.g. on pension funds; then to avoid this tax being transformed into double taxation. In fact, we started with the idea of a Tobin tax. For now, what's on the table is exactly a tax on stock exchange transactions. In Belgium, we already have a tax on stock exchanges, at a fairly high level. If this were introduced, either it would be double taxation, or it would have a rather serious budgetary impact, because Belgian revenues would be transferred to the European level. Is Belgium a brake? No. Belgium, clearly, is not a brake. We stayed at the table all the time, because we feel that being at the table allows us to influence the discussion. I'm pretty clear about that. I'm not opposed to a Tobin tax, but it really has to be that. What is on the table now is the doubling of a tax that already exists in Belgium. I don't see the point.
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u6	Minister, thank you for that answer. We are not the only ones who want to move forward. As you know, France has already advanced on its own. We can join her. Germany is also making progress now. However, Minister, the Tobin tax is not just a tax. And again, we're talking about 0.01 to 0.1% here. It is simply an ethical requirement to place all incomes on an equal footing and not to tax only labour income, especially on a sector that is at the origin of the 2008 crisis. I would remind you that we have still given EUR 4,600 billion for this sector. So it would be a fair return to things that he could also participate in life in society. We must therefore continue to be a leader and defend this Tobin tax.
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u7	Mr Vanbesien, I would not be distracted. The theme is the increase in the deductibility of the salary car. Your time has not yet come, Mr Vanbesien.
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u8	Mr President, I have not missed my entrance.
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u9	It wasn't a deal, was it?
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u10	No, it wasn't a deal. Mr Minister, about 12% of workers in our country are given a car as part of their employer's wage package, with or without a tank card. Both the employee and the employer pay a small amount of tax on that package, which is much lower than the ordinary tax on the salary. In January, that small piece of tax will become even smaller for the second year in a row. The tax advantage will therefore be increased. The reason for this is that the average CO2 emissions of the new cars sold last year are higher than the year before. So our fleet emits more CO2 than the year before, and the system simply stimulates it. That's the world upside down, isn't it? That's hallucinating. At that time, the legislator assumed that year after year the CO2 emissions of cars would be reduced thanks to technological evolution, but he did not take into account the behaviour of the people who might move in a different direction. Apparently we all buy more cars that emit a lot of CO2, like SUVs. Technological progress is very important, Minister, but it must go hand in hand with a change in behaviour and it is the legislator's job to control behaviour. Minister, do you agree with me that this is an undesirable and perverse effect of the law? Do you intend to take action to resolve this?
ParlaMint-BE_2019-12-12-55-plenair-ip017x.u11	Mr President, Mr Vanbesien, as you point out, the benefit of all kinds, which is actually taxed as an employee, is calculated for a car on the basis of three criteria: CO2 emissions from the car in question, the catalog value of that car and the reference CO2 emissions from cars during that year. I'll spare you the exact formula. Recently, reference CO2 emissions have increased for two reasons. The first reason is dedieselation, a policy whereby, in order to avoid the fine dust as an undesirable effect of diesel engines, it pushes towards petrol engines, which have slightly higher CO2 emissions. The second element is a new calculation. The former NEDC calculation has been replaced by the new NEDC 2.0 calculation, which is better suited to the reality of emissions and appears to be higher than in the previous version. A future government will certainly have to adjust its policy on company cars and payrolls, in my view on three elements. Firstly, some perverse effects must be avoided. What you indicate is an example of a perverse effect. We are applying the existing law today, but its results are not in line with the intentions. Secondly, we must ensure that there are no changes in existing contracts, whereas what is happening now is an adjustment within existing contracts. Thirdly, we must ensure that we use the commercial and salary vehicles to speed up the greening of our entire fleet. The average age of cars in our country is much lower than in other countries. One of the reasons is that there are many company cars, which are often renewed. We must make sure that commercial vehicles are absolutely more pro-active, and this can be done by fiscally favouring cars with lower consumption compared to cars with higher consumption.
