ParlaMint-BE_2019-12-05-55-plenair-ip016x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u2	We must proceed to the admission and swearing-in of the alternate to sit in replacement of Mr Didier Reynders, who resigned on November 30, 2019. We must proceed with the admission and swearing-in of the successor who is eligible to replace Mr Didier Reynders, who resigned on 30 November 2019. The alternate to replace him is Mr Philippe Pivin, alternate for the electoral district of Brussels-Capital. The successor who will replace him is Philippe Pivin, successor to the Brussels-Capital constituency. Philippe Pivin's credentials were validated in our June 20, 2019 session. The credentials of Mr Philippe Pivin were declared valid at our meeting of 20 June 2019.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u3	I therefore propose that you proceed to the admission of this member. I therefore propose that this Member be admitted. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] Thus shall be done. I would point out that the Members elected by the electoral college of the arrondissement of Brussels are members of either the French linguistic group or the Dutch linguistic group of the Chamber, depending on whether they take an oath in French or Dutch. If the oath is taken in several languages, the one used in the first place is decisive. I would remind you that the elected representatives of the people of the Brussels district are part of the French or Dutch language group of the Chamber, depending on whether they take the oath in French or in Dutch. If the oath is taken in several languages, the language in which it was first taken is decisive. Je rappelle les termes du serment: "Je jure d'observer la Constitution" "I swear to comply with the Constitution" "Ich schwöre die Verfassung zu befolgen." I recall the words of the oath: "Je judge d'observer la Constitution" "I swear to comply with the Constitution" "Ich schwöre die Verfassung zu befolgen." I ask Mr Philippe Pivin to take the constitutional oath. I would ask Mr Philippe Pivin to take the constitutional oath. Philippe Pivin takes the constitutional oath in French.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u4	Mr. Philippe Pivin will be a member of the French linguistic group. Mr Philippe Pivin will be part of the French language group.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u5	In accordance with the opinion of the Conference of Presidents of 4 December 2019, I propose that you include in the agenda of this afternoon's plenary session the bill (Mr Servais Verherstraeten) amending various transitional provisions and relating to the entry into force of the law on justice, No 803/1. In accordance with the opinion of the Conference of Presidents of 4 December 2019, I propose to you on the agenda of this afternoon's plenary session the legislative proposal (Mr Servais Verherstraeten) amending various provisions on transitional arrangements and entry into force on Justice, No. 803/1, to be registered. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] Thus shall be done.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u6	By letter dated November 30, 2019, the Prime Minister transmits a copy of the Royal Order of November 30, 2019 entitled "Government – Resignation – Amendment – Appointment". By letter dated 30 November 2019, the Prime Minister shall transmit a copy of the Royal Decree of 30 November 2019, entitled "Government of the Federal Republic of Germany'.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u7	The MR Group proposes to replace Mr Philippe Goffin, Member of the resigned Bureau, with Ms Kattrin Jadin. The MR Group proposes that Mr Philippe Goffin be replaced by Ms Kattrin Jadin as outgoing member of the Bureau. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] Thus shall be done.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u8	Mr President, I would like to make a comment. I see that for the first time we will be working with a decoy. I don't know if you know the Block programme, Mr. President? In that one has exactly two minutes to guess a word of eight letters. There is one such programme in the Netherlands, two for twelve Members will be two after twelve Members, and there will be two minutes to guess a word of twelve letters. You are now forcing us to put a question to a minister and to outline its context, the only time we are allowed to put an oral question directly in Parliament in the two-minute democratic period. It can be said that oral questions may also be put in committee, but then the question is no longer topical.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u9	Make your point, Mr Dedecker.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u10	Mr President, I would really like to express my opinion on this, because I think it is an embarrassing act for Parliament. Parliament is in favour of freedom of expression. We all complain about the participation, we complain that we are backbenchers and we are not allowed to say anything. This, the hemisphere, is the only place I am very surprised that colleagues agree to this where one can express one's opinion freely, where one gets the time and where the ministers are present; what is not always the case in the committees, after all, sometimes one can wait weeks and the actual value of the question has already disappeared. I think it's a sad thing to do. Mr Hedebouw, for example, I cannot hear you say anything about this. However, you have become famous in Flanders thanks to Question Time. I will conclude, Mr President. We will soon end up as a Twitter Parliament, where we will have to count our vowels and consonants.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u11	I take note of your comments. However, I would like to say the following. It was agreed that the speaking time provided for in the Rules of Procedure should be adequately measured. Mr Dedecker, you may have difficulty with regulations. To let us know what we're playing in, it's good to know when your time is up. If you are not in a position to ask a question in two minutes, then I take note of that too, with the increasing age, it is becoming a little more difficult to be concise, I suppose. In any case, let us try to do a tasting in succinctness. The rules are the same for everyone. If you can't ask a question in two minutes, I don't think it's a good question. If you do not agree, you will have to table a proposal to amend the Rules of Procedure so that everyone can speak as long as he wants, but that cannot be the intention. In all the parliaments we know, including the European Parliament, there is one way or another a time limit, a minute. I can't help it if you don't like it or not. I propose that we move on to the oral questions.
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u12	Mr President, Prime Minister, you participated in the important NATO 70th anniversary summit in London. The final photo showed NATO unity but did not make up the lizards and discussion points that exist today. I am delighted that the French President kicked in the bureaucratic anthill "Otanian". Through this security alliance, we are now going through a major crisis. At the same time, we know the sovereignism of the United States and Turkey's betrayal of our ally in the fight against the Islamic State. Terrorism is one of the main threats to our security. But there are important internal differences, a lack of definition of the threats to which we are exposed, and a lack of cohesion and coherence within the alliance; this, with a particularly weak Europe, since it is unable to put in place a genuine European defence. Madam Prime Minister, I understand that you did not just attend this summit, but that you took an active part in it, to the point of proposing, at the end of the summit and at a meeting with President Macron, a collaboration to define a more effective strategic future for this security alliance. I'd like to know how you feel about this summit. What role does Belgium intend to play? What is its ambition to ensure that this security alliance is commensurate with the security challenges we face?
ParlaMint-BE_2019-12-05-55-plenair-ip016x.u13	Madam Prime Minister, you have experienced your first NATO summit. As we could read, the atmosphere in London was not very good. There has been discussion for some time about the role and future of NATO and with presidents like Trump and Erdogan at the table, that is not obvious. Our group is and remains in favour of NATO as a guarantee of our common security. However, an alliance only works if there is cohesion and cooperation. Belgium must continue to set an example and the next government will have to invest more in defence so that we can fulfil our NATO obligations. We must therefore know where NATO is going. Trump speaks threatening language, Macron believes that NATO is brain dead and Turkey is unleashing wars in which we can also be dragged along, all in a world where Russia and China are also profiling. Our country is a founding member of NATO and wants to continue to play a constructive role. Madam Prime Minister, we read that you have offered to be a constructive mediator to re-establish cohesion in NATO. I have two questions. Can you explain how NATO will conduct its strategic discussions in the future? What will Belgium's position be on the international stage?
