ParlaMint-BE_2019-10-03-55-plenair-ip007x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u2	By letter dated October 3, 2019, the Prime Minister transmits a copy of the Royal Order of October 2, 2019 entitled "Government – Resignation – Appointment – Amendment". By letter dated 3 October 2019, the Prime Minister shall transmit a copy of the Royal Decree of 2 October 2019, entitled "Government of the Federal Republic of Germany'.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u3	By letter dated 18 September 2019 Mr.Jean-Marc Nollet announced his resignation from today. The alternate to replace him is Laurence H annoine, an alternate from the electoral district of Hainaut. By letter dated 18 September 2019, Mr Jean-Marc Nollet announced his resignation as of today. The successor who will replace him is Mrs. Laurence Hennuy, successor to the Hainaut constituency. Mr Wouter Beke, Ms Zuhal Demir and Mr Jan Jambon were sworn in as a member of the Flemish Government. Mr Wouter Beke, Mrs Zuhal Demir and Mr Jan Jambon took the oath as a member of the Flemish Government. Article 59 of the Special Act of 8 August 1980 on Institutional Reform provides that the member of the House of Representatives elected as a member of the Walloon Government, of the Government of the French Community or of the Flemish Government shall immediately cease to sit and resume his or her term of office when his or her functions as Minister cease. Article 59 of the Special Law of 8 August 1980 on the reform of the institutions provides that a member of the Chamber of Representatives elected as a member of the Flemish Government, of the Walloon Government or of the French Community Government shall immediately cease to hold office and resume his term of office when his office as Minister ceases. Article 1bis of the Act of 6 August 1931 establishing incompatibilities and prohibitions concerning ministers, former ministers and ministers of State, as well as members and former members of the Legislative Chambers provides that the member of the House of Representatives who ceases to sit as a result of his appointment as Minister or Secretary of State of the Federal Government or as a result of his election as Minister or Secretary of State of a regional or community government shall be replaced by the first alternate in good order of the list on which he was elected. Article 1a of the Law of 6 August 1931 determining the incomparencies and disqualifications concerning ministers, former ministers and ministers of State, and the members and former members of the legislative chambers provides that a member of the Chamber of Representatives who ceases to sit as a result of his appointment as Minister or State Secretary of the Federal Government or his election as Minister or State Secretary of a regional or community government shall be replaced by the first eligible successor to the list on which he was elected. Today we therefore proceed to the admission and swearing-in of the following alternates: - Ms Laurence Hmente, alternate from the Ecolo list in the electoral district of Hainaut, replacing Mr Jean-Marc Nollet; - Mr. Wim Van der Donckt, alternate of the N-VA list for the electoral district of Antwerp, replacing Mr. Jan Jambon; - Mr. Joy Donné, alternate of the N-VA list for the electoral district of Limburg, replacing Ms. Zuhal Demir. We shall therefore now proceed to the admission and swearing-in of the following successors: - Ms Laurence Hennuy, successor to the Ecolo electoral circle of Hainaut, in place of Mr Jean-Marc Nollet; - Mr Wim Van der Donkt, successor to the N-VA list of the Antwerp constituency, in place of Mr Jan Jambon; - Mr Joy Donné, successor to the N-VA list of the Limburg constituency, in place of Mrs Zuhal Demir. Mr Steven Matheï, successor to the Limburg constituency's CD&V list, in place of Mr Wouter Beke, has informed me that for medical reasons he is in no position to take his oath today. His oath will take place at a next meeting. The credentials of these alternates were validated in our meeting on June 20, 2019. The credentials of these successors were declared valid at our meeting of 20 June 2019. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification, in the light of the documents obtained, has only a character of purely formality. Since the additional examination provided for in Article 235 of the Code of Choice refers exclusively to the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided. I would point out that the members elected by the electoral colleges in the French-speaking region are members of the French linguistic group and the members elected by the electoral colleges in the Dutch-speaking region are members of the Dutch linguistic group. I would remind you that the members chosen by the electoral colleges belonging to the French language area are part of the French language group and that the members chosen by the electoral colleges belonging to the Dutch language area are part of the Dutch language group. Je rappelle les termes du serment: "Je jure d'observer la Constitution" "I swear to comply with the Constitution" "Ich schwöre die Verfassung zu befolgen." I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." I ask Mrs Laurence H annoyed to take the constitutional oath. I would ask Mrs Laurence Hennuy to take the constitutional oath.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u4	Mrs. Laurence H annoyance will be part of the French language group. Mrs Laurence Hennuy will be part of the French language group. I ask Mr Wim Van der Donckt to take the constitutional oath. I would ask Mr Van der Donkt to take the constitutional oath.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u5	Mr Wim Van der Donckt will be a member of the Dutch language group. Mr Wim Van der Donkt will be part of the Dutch language group. I ask Mr. Joy Donné to take the constitutional oath. I would ask Mr Joy Donné to take the constitutional oath.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u6	Mr. Joy Donné will be a member of the Dutch language group. Mr Joy Donné will be part of the Dutch language group. Mr Steven Matheï's oath was postponed to another meeting.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u7	By message of 23 September 2019, the Flemish Parliament announced that it had constituted itself at today's sitting. By letter dated 23 September 2019, the Flemish Parliament informed us that it had been declared lawful and complete at that day's meeting.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u8	Minister, first of all, I would like to congratulate you, because you are still here, while several of your colleagues have chosen the path. It's a pleasure for you. I come to my question. The guards in the Antwerp prison have been laying the work down for almost a week now. I understand that their colleagues from Leuven Central have also put the work to work today out of solidarity. They are tired of not listening to their justified desires for years. They are tired of becoming less attractive and of cutting their pension rights. They're tired of taking their vacation, too. I've been talking to guards who owe me more than five months' vacation, but they just can't pick up. According to trade union figures, the total number of days at national level is 540,000. In addition, they are tired of increasing the workload. This, on the one hand, is a result of the overpopulation. In Antwerp there is room for 450 inmates, while now there are almost 700 inmates in custody. On the other hand, it is a result of understaffing. When the strike broke out last Friday, there was a shortage of 21 guards on a frame of 50. That was the proverbial drop that led to the strike. My question to you, Minister, is therefore very clear. When will the government finally work towards a definitive, well-founded solution to the legitimate aspirations of the guards? Of course, it must be linked to sufficient financial resources.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u9	Mrs Dillen, thank you, first of all, for your congratulations. Mr Francken reminds me of the spell of the House of Orange, which also became Nassau's spell. She's an excuse me, unfortunately, in French, but I like to use them myself: you maintiendrai. The prison in Antwerp is one of the best in the country, not in terms of infrastructure. I'm aware of that. Blue Gate is however under construction. The climatology of that prison is of great concern to me. I know them pretty well, too. I received the unions last week. I informed them that they were welcome at any time. Their question was to be allowed to work in a strike regime. This means that every other day there is a walk and every other day there is a visit. For the time being, I have chosen not to give in to that request. Indeed, such a regime opens the way in many prisons to apply it all the time, as soon as there are a few staff in the operational framework too short. May I say that the operational framework plus six is in place in Antwerp? That's not bad. May I also point out that it is very difficult to find penitentiary agents in Flanders today? I've been doing my utmost to find them for over two years. I will also remain in consultation with the trade unions all the time, so that the situation does not get worse. However, for our prisoners, I do not like the staff moving too quickly to a strike regime when they are supposedly working. That's not what I understand under a good prison regime. How come we find staff so difficult? Everyone's talking about the efficacy level. Especially in Flanders, that is what is being done. This is probably due to a very tight labour market. We have speeded up the Selor procedure infinitely and we are trying to make the job as attractive as possible. The prison statute or the statute of penitentiar agent, compared to other statutes, is not as bad as you claim. I don't want to go into that. After all, that is a difficult discussion. However, there is a large outflow, because so many other safety professions in the labour market are competing with the prison sector. I am thinking of the private security sector and customs. So it's hard to "retain" people, as it's called nowadays.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u10	Minister, I am disappointed by your answer. When the government will work on a proper statute, for example, so that these people can take their leave, you will make the profession more attractive and then you will make young people feel attracted to the job again. The Flemish interest will continue to strive to work out a definitive solution for all the righteous aspirations of the guards. We will continue to knock on that nail, in the interests of all concerned, of course in the first place of the guards, and at the same time I would like to stress this in the interest of the detainees. They have been sitting on their cell for almost a week; they have no visitors; they are not allowed to go for a walk; they are not allowed to shower and so forth. That is a civilized country like ours, Minister.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u11	Mr President, for my first oral question I have a cheating note with me. Mr President, Minister, ladies and gentlemen, last week an article on the Het Laatste Nieuws website was devoted to the early release of Michel Lelièvre. The corresponding poll is clear: 86 percent of the population opposes the early release of Lelièvre. The reactions are not from the cat either. I quote: 'Vengeance and a jaw blow for the families who have been taken from their loved ones'. "If that was really the maximum they can lock up a psychopath for such crimes, there's a problem with the law." "I am ashamed to be Belgian. Belgium is a sick country." As the mother of four young children, I have exactly the same reaction. The criminal court in Brussels decided to release Michel Lelièvre, Marc Dutroux's companion. Lelièvre got 25 years in prison in 2004 as a member of the Dutroux gang. He was found guilty, among other things, of torture and imprisonment of four girls, two of whom did not survive and the other two were signed for life. The Criminal Court is now releasing Lelièvre. Normally, he was supposed to be in jail until 2021. Flemish Interest opposes this systematic erosion of the penalties imposed, the result of a naive and worldly vision that has kept justice policy under its control for years. This vision leads to an increasing frustration among the criminal courts, who increasingly see their role reduced to that of a flowerpot. They feel impotent and have hardly any control over the future fate of most of the criminals they get.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u12	Mrs. Bury, you need to come to your questions.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u13	Yes. In addition, child killers, rapists and anyone who assists them should be given effective life imprisonment. A system that assumes that such criminals still have to be rehabilitated is naive and undermines the full deterrent effect of adequate penalties.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u14	Mrs. Bury, you need to ask your questions.
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u15	Yeah, okay. It is one of the reasons why the Flemish Interest wants to abolish the law on conditional release, formerly the Lejeune Act. Mr Minister, how far have the plans, which were included in the first Dutroux report, been made, to abolish fully the law on conditional release, formerly the Lejeune Act, and replace it with a system of, among other things, uncompromising penalties for such crimes?
ParlaMint-BE_2019-10-03-55-plenair-ip007x.u16	Once again, I have been a little milder because it was your first speech, for which I congratulate you.
