ParlaMint-BE_2019-10-31-55-plenair-ip011x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u2	By letter dated 28 October 2019, the Prime Minister transmits copies of the royal decrees of 27 October 2019 entitled "Government - Appointment" and "Government – Resignation - Appointment". By letter dated 28 October 2019, the Prime Minister shall transmit a copy of the Royal Decrees of 27 October 2019, entitled "Government of the Republic'. I would like to welcome Madam Prime Minister, on current matters. Madam Prime Minister, we both know what the regime of current affairs means. You have been an excellent link between the government and Parliament over the last few months and years. I wish you every success in the context of current affairs, together with the other ministers who joined your team.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u3	I would like to remind you that we had the debate last time on the amendments and the vote on the amendments. We have now come to the point where we have to give our opinion on the draft as a whole. I insist on that. The debate on the draft and the amendments took place. There is still the possibility of asking for the floor for a justification of the vote. As far as the explanation of vote is concerned, I would like to inform the House that an explanation of vote may take up to two minutes. The vote is the only item on the agenda, so I will be flexible, but you will have a maximum of two to three minutes per group. Is anyone asking for the floor? I would like to draw the House's attention to the fact that the government can ask for the floor at any time until before the final vote. Mr. Minister of Budget, for your Mayden speech?
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u4	Thank you, Mr. President. I'll be very brief. I will not interfere with speaking time. Ladies and gentlemen, ladies and gentlemen, the government has heard the message from Parliament and takes note of the vote on the amendment, which increases the amount of provisional appropriations for the period November and December 2019 by EUR 67 million. The government understands the importance of taking into account the difficult situation of nurses, particularly in terms of workload. The government understands the importance of addressing the plight of nursing staff, particularly in terms of workload. However, the adopted text cannot be implemented directly for budgetary reasons. A provision in the provisional appropriations cannot effectively create a budgetary fund. On the basis of the Law of 22 May 2003 on the organisation of the budget and on the compatibility of the Federal State, the establishment of an organic fund requires an organic law which provides for certain revenue for certain expenditures and which is the subject of the law. However, this organic basis for the care staff fund is currently lacking. I also note that the amendment to the bill does not reflect the distribution between public and private hospitals. In the absence of an organic basis and a number of information, the budget document reproduces, on my initiative, an arbitrary distribution of 50/50. A legislative initiative will therefore have to be taken in order to regulate the creation of a budgetary fund and to provide for its functioning. However, attention should be paid to the risk of consolidating the hospital sector in terms of the European System of Accounts (ESA). My colleague Maggie De Block and I stand at the disposal of Parliament to provide the technical assistance it deems necessary. It is important that this legislative initiative be taken in accordance with social dialogue with all relevant actors. Nurses play a leading role in patient care – a role that needs to be recognized and respected. That, Mr. Chairman, is the opening statement I intend to deliver. Thank you for your attention.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u5	Mr President, ladies and gentlemen, I agree with what Mr Clarinval said. This draft provides for additional funding for the healthcare sector, and this is welcome. Everyone knows the needs in this sector, where the staff is working day and night to care for sick people as well as possible. Of course, this isn't the end of the story. As I said, the legislative work has not happened. There must therefore be a law regulating that fund. As long as that has not happened, the funds cannot be used. In addition, it is the rule, even the obligation, to engage in social dialogue in these matters. I assume this will be launched as soon as possible. We also know that the profession of nurse is a bottleneck profession. Not enough nurses are being found nowadays, which means that the numerous vacancies are not filled. We are therefore facing a great challenge and we will not be able to solve it with a magic wand. It is now up to Parliament to provide the necessary guidelines for legislative work. As Mr Clarinval said, we are at Parliament's disposal to provide the necessary cooperation. So there's a lot of work on the shelf.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u6	Before we proceed to explanations of vote, may I perhaps translate the government's message as follows. We have adopted an amendment. The amendment has been included in the tables, as you have seen. This has been done by Parliament's services and by the departments of the Budget Department, as it should be. You can find the amendment in the budget tables. To implement this amendment, legislative work is required. That brings me to a more difficult point. As a budgetary fund, the fund intervenes on the basic legislation of the budget funds dating back to 1991. It is therefore necessary to intervene in this legislation, and I note that the government is prepared to examine, together with the relevant committees, how this can be achieved as quickly and as optimally as possible. There is therefore a need for some legislative work and I note that the government is at the disposal of Parliament. It is for the relevant committees to organise their work in the coming week. On the other hand, both government members stress the need for social dialogue. There is the amount, but the way in which that amount should be spent must be the subject of social dialogue. These are the logical consequences of the adoption of the amendment last week. This can be made operational if the Chamber finally agrees to the draft law.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u7	Mr President, you call for the relevant committees – Social Affairs, Health and Finance – to meet next week. I would like to hear confirmation from the chairmen of those committees or, if they are not present, from their group leaders. I hope that the commitment will be made here and now that these committees will meet next week.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u8	Mr President, I am a little surprised at the statements made by the new Budget Minister. I'm glad we changed our minds because, five days ago, the minister told us that it was impossible for these funds to go to the sector. Madam Minister, in September you issued a royal order allowing a transfer of funds to the medical home sector. Why is what was possible in September, when we were already in a period of provisional twelfths, no longer possible for this amendment of the PTB? I have the impression that we are trying to delay a decision that has been taken democratically by this Parliament!
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u9	Mr Hedebouw, I suggest you take that back next week. Mr Laaouej simply asked whether the Chamber could agree that the relevant committees should meet next week to implement this amendment and bonne et due form. That's all that matters. I believe that the sector to which you claim to attach great importance is waiting for this signal. So let us as a Parliament, together with the government, seize the opportunity to implement this quickly. Not everyone has to ask for the floor, it is now just a matter of regulating the work.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u10	Mr President, as chairman of the Committee on Social Affairs, I obviously agree that the members of the Committee on Social Affairs will be able to meet next week. On this occasion, we will consider the feasibility of this amendment. We welcome that, of course.
ParlaMint-BE_2019-10-31-55-plenair-ip011x.u11	Mr President, I support Mr Laaouej's request for a quick meeting. However, we in the committees must also have the intellectual honesty to respect different logics. The Budget Act of 22 May 2003, referred to by the new Minister for the Budget, also allows for other options, such as direct contributions to a fund, for example the Social Maribel Fund. There is immediate social dialogue. Madam Secretary of State for Social Affairs, you are well aware of this, because such royal decisions have already been taken in current cases. So we must not simply follow the logic of the government that there must be an amendment; we must also look at the other potential possibilities that the law allows in all simplicity. We must therefore discuss the various options openly next week. Mrs De Block, you are aware of these royal decisions concerning donations to the social-maribel funds. You're taking them in on-going cases, too. In this one, that would also be possible.
