ParlaMint-BE_2019-10-24-55-plenair-ip010x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u2	Colleagues, on 4 September 2019 died in Roeselare Luk Vansteenkiste, honorary member of the Chamber for the People's Union and Honorary Quaestor. He was 79 years old. Luk Vansteenkiste was born in 1940 in Lendelede. In 1968 he moved with his family to Wevelgem. He was the father of five children. During his history and law studies at the KU Leuven, he was already politically active in the Volksunieyoung people and in the Flemish People's Movement. Then Luk Vansteenkiste started working as a librarian at the Kulak and as a teacher at the Saint-Aloysius College in Menen. Head of list for parliamentary elections in the district of Courtrai in 1968, he was elected. He was the youngest Member of Parliament and was very active in the Communications, Posts, Telegraphs and Telephones Committee for ten years, from 1968 to 1978. He was also a member of the Committee on External Trade and Development Cooperation and later of the Committee on General Affairs and the Civil Service. In 1979, Luk Vansteenkiste left national politics to disagree with the Egmont Pact. He was known to the House for his acerbic but documented interventions. From 1970 to 1981 he was a communal councillor at Wevelgem. For the committed man who was Luk Vansteenkiste, a municipal mandate meant paying particular attention to social life. Until 1992 he was active as regional director of the social secretariat of the Flemish Economic Confederation. He was someone who was very passionate about his job, a man who gave substance to the word camaraderie, a warm and direct politician. He had a life of commitment and service. In the name of the Chamber, I have expressed my sincere condolences to his family.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u3	Luc Vansteenkiste died on 4 September of this year at the age of 79. From 1957 to 1965 he studied law, history, political and social sciences at the KUL. After teaching for a short period of time, he became a librarian at the University of Leuven on the campus of Kortrijk. Engaged at an early age, he was active in the Association of Catholic Students, Volksunia Youth and the Flemish People's Movement. In 1968 Luc Vansteenkiste moved to Wevelgem, where he was a city council member from 1971 to 1981. In that year he was elected to the Chamber and he continued to exercise that mandate until 1978. From December 1971 to December 1978 he was also a member of the Cultural Council for the Dutch Cultural Community. After the 1978 elections, he left national politics. In the name of the government, I offer my deepest condolences to his family.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u4	May I invite the Chamber to observe a few moments of restraint?
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u5	I propose that you include in the agenda of this afternoon's plenary session the motion for a resolution (MM. Michel De Maegd, David Clarinval and Mrs Nawal Farih) on Belgian financing for the fight against climate change, No 572/1. On the agenda for this afternoon's plenary session, I would like to present the motion for a resolution (Mr Michel De Maegd, Mr David Clarinval and Mrs Nawal Farih) on the Belgian contribution to the financing of the fight against climate change, No. 572/1, to be registered. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided. May I invite everyone to reflect on the speaking time. It is a motion for a resolution and you know the maximum speaking time that can be used in this matter. I would suggest that the afternoon meeting should end at an orderly hour. I would therefore suggest that you do not use up the 30-minute speaking time, but that each group should respect a ten-minute speaking time. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u6	By letter dated 14 October 2019, the King's Chief of Staff conveyed to me the wishes of His Majesty the King for the success of the work of our Assembly. By letter of 14 October 2019, the Head of the King's Cabinet sent me the wishes of His Majesty the King for the success of our Assembly's work.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u7	In accordance with the opinion of the Conference of Presidents of 23 October 2019, I propose that you appoint the actual members of the Standing Committee P and the Standing Committee R. In accordance with the opinion of the Conference of Presidents of 23 October 2019, I propose that the permanent members of the committee responsible for supervising the Standing Committee P and the Standing Committee I be appointed. No observation? [[No]] That will be the case. Are you sure you don't mind? (No) Thus shall be done. In accordance with Rule 158 of the Rules of Procedure, appointments of members of committees shall be made to the proportional representation of political groups. Pursuant to Rule 158 of the Rules of Procedure, appointments of members of committees shall be made on the basis of the proportional representation of political groups. The group presidents sent me the names of their candidates. The chairmen of the political groups have informed me of the names of their candidates. Since the number of admissible candidates corresponds to the number of places to be allocated, there shall be no vote in accordance with Rule 157, No. 6 of the Rules of Procedure. Since the number of admissible applications corresponds to the number of places to go, in accordance with Article 157 of the Treaty, President. - I call the Group of the European People's Party (Christian-Democratic Group). Accordingly, I declare the candidates nominated elected. The composition of the commission will be published in the Annex to the Integral Return Account. I hereby declare the nominees elected. The composition of the committee will be published in the annex to the Integrated Report. I propose that the committee meet in room 1 after the plenary session. I propose that the committee meet in Room 1 at the end of the plenary session. No observation? [[No]] That will be the case. Are you sure you don't mind? (No) It is thus decided.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u8	The next item is Mr Loones' question on police violence in Catalonia.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u9	Mr President, Mr Loones' question is addressed to the Prime Minister, but we heard a few minutes ago that he is not here. We fully understand that he cannot join us when circumstances require it, as was the case at the European Summit last week. Then it makes sense. But if I'm not mistaken, it's the fourth week in a row that he leaves us. A person who is in his period of notice still has to fulfil some of his professional obligations. This is a generally recognised principle in labour law. It seems to our group that his activities in Parliament are regarded as secondary, and I would like to express my reservations. We very much regret that. I repeat that in the first three weeks we have shown our full understanding of this, but it is now beginning to become problematic, especially since the absence was announced very late. I do not know to what extent that absence is automatically justified, but I would nevertheless like to formally inform the Chamber of Parliament of our displeasure about this.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u10	I take note of that. The Prime Minister called me and said that he was unable to attend this afternoon, but he stressed that yesterday morning he was interviewed for two hours in the advisory committee on the results of the last summit. Members of the Advisory Committee on European Affairs can testify to this. Among other things, the issue of Catalonia has been discussed in detail. As far as your group is concerned, three Members have been referred to both in the question and in the reply. The Prime Minister stated there that the issue of Catalonia as such was not the subject of the European Summit agenda and that the questions that could still be asked, for example on police violence, on its judicial and police handling and would answer the Deputy Prime Minister and Minister of Justice. I'm not making myself his lawyer, Mr. De Roover. I wouldn't dare. I'll just pass on the explanation given by the Prime Minister to the Chamber.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u11	Mr President, yesterday it was not only in the question but also in the reply, because there was no answer. One had to use the reply to push again. I understand that he has no other reasons than political reasons to be absent. He does not want to answer the questions. I thought he had an excuse, but from your answer I conclude that he doesn't have an excuse and that he's around here somewhere, but he refuses to answer the question. That makes it worse than what I thought. I thought he was indisposed. You say he doesn't want to answer and he just pushed the question forward.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u12	I didn't say that. That's your free interpretation. I said that the questions were put in committee. Non bis in idem. Unless there are new elements, the government still makes up its own mind who answers the questions. The Prime Minister has informed me that that would be Deputy Prime Minister Geens.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u13	Mr President, I fully agree with Mr De Roover. The Conference of Presidents normally comes to a political agreement on which ministers will be present. This morning it was clear that the Prime Minister would be present. I cannot get rid of the impression that the Minister is not here for political reasons, because he does not want to answer. The Minister did not reply yesterday in committee. One can agree with or disagree with the struggle for independence in Catalonia, but it is a question of repression of a movement in Europe. It is logical that the Prime Minister of one of the European countries should be able to be interviewed in plenary. Apparently, an hour before the meeting, it's decided here that he can't or won't answer. In my opinion, it has never happened in the last five years that a prime minister simply said that he did not want to give an answer and therefore does not come. Mr President, Parliament must send a signal: if there are any questions for the Prime Minister on such an important point, then that should be possible.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u14	That is undoubtedly an important point, but once again, I am not taking up the defence. I can only conclude that yesterday, during two hours in the advisory committee on European affairs, the Prime Minister answered all possible questions in a very open manner, whether or not there was a satisfactory answer. In any case, I will inform the Prime Minister of the concern, Mr De Roover. Then I suggest that Mr Loones asks his question and Minister None answers.
ParlaMint-BE_2019-10-24-55-plenair-ip010x.u15	Mr President, Mr Michel, future President of the European Council, I assume that you will be listening to or watching something. Ladies and gentlemen, I am expressly not here today as an N-VA Member of Parliament. I stand here as a democrat, who consistently opts for political dialogue and against violence. What has happened in Catalonia over the past few days goes against our European values: brutal police violence, 592 injured, 18 people in hospital and 4 people who lost an eye because they were shot with rubber bullets. What is happening in Catalonia transcends party politics. What is happening there goes against the values we share in the European Union. In 2017 there was also such heavy violence by the Spanish police in Catalonia. Then we had a prime minister who condemned that violence. We then had a prime minister who was the first government leader in Europe to do so. He did so not even in his capacity as a leader of government but as a democrat, because it was simply neat to pronounce such a condemnation. Zijn tweet op dat moment luidde: "Violence can never be an answer. We condemn all forms of violence and we reaffirm our call for political dialogue." That was not a political position, but merely condemning violence and calling for political dialogue. My question today is simple. It's not a party political question. Mr Prime Minister, ladies and gentlemen, please allow us to move away from party politics on this point. Let us condemn this violence together. Let us choose the political dialogue. That can be very simple. We can send a signal. That's very easy. There's a message from our Prime Minister from 2017. I invite you all, as well as our Prime Minister, to retweet from his own message and to give the signal that such violence does not belong in our European Union. We are against violence and for political dialogue.
