Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	LDS	Liberal Democracy of Slovenia	Opposition	Centre to centre-left	ŠkolčJožef	Školč, Jožef	M	1960	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	LDS	Liberal Democracy of Slovenia	Opposition	Centre to centre-left	ŠkolčJožef	Školč, Jožef	M	1960	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NSi	New Slovenia – Christian Democrats	Coalition	Centre-right	DrobničJanez	Drobnič, Janez	M	1957	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SNS	Slovenian National Party	Opposition	Right to far-right	JelinčičPlemenitiZmago	Jelinčič, Zmago	M	1948	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NSi	New Slovenia – Christian Democrats	Coalition	Centre-right	SokAlojz	Sok, Alojz	M	1959	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SD	Social Democrats	Opposition	Centre-left	CviklMilanMartin	Cvikl, Milan Martin	M	1959	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	LDS	Liberal Democracy of Slovenia	Opposition	Centre to centre-left	ŠkolčJožef	Školč, Jožef	M	1960	
ParlaMint-SI-en_2008-05-30-SDZ4-Izredna-36	ParlaMint-SI_2008-05-30-SDZ4-Izredna-36.ana.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 36, (30. 05. 2008)	2008-05-30	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
