ParlaMint-FR_2021-06-15-O1305.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-06-15-O1305.u2	Mr Dominique Da Silva has the floor to put his question, No. 1500, on the development of data on recidivism and withdrawal.
ParlaMint-FR_2021-06-15-O1305.u3	The Observatoire de la récidive et de la désistance, created by the 2009 prison law and installed on 26 April 2016 by one of your predecessors, is responsible for collecting and analysing data existing in France and abroad on the phenomenon of recidivism and withdrawal – that is, the process by which a person emerges from delinquency. Moreover, the decree establishing the observatory states: "It will make these data and analyses available to all the target audiences in the form, inter alia, of an annual and public report. It will make any useful recommendations to improve knowledge of observed phenomena. » Since then, however, a single report has been published in 2017, which made concrete and, I believe, common sense recommendations. It must therefore be noted that the will of the legislator in creating this body, now twelve years ago, has remained a pious wish. As the departmental director of public security of Val-d'Oise, Frédéric Lauze, whom I welcome, pointed out, the stakes are nevertheless of importance: through scientific knowledge of delinquent behaviour, it is a question of finding the best ways to promote the exit of crime in order to translate them into effective public policies. According to the justice statistical references, 40% of those convicted in 2018 are in a state of recidivism or repetition: this figure is sufficient to demonstrate the full value of deepening the knowledge in this field. What do you intend to do to finally allow the Observatory for Recidivism and Disengagement to publish its annual work, as the legislator has wished?
ParlaMint-FR_2021-06-15-O1305.u4	The next speaker is Mr Custody of the Seals, Minister of Justice.
ParlaMint-FR_2021-06-15-O1305.u5	I could reply that I do not intend to do anything, since by the end of June the report will be submitted and communicated to you. It is indeed essential to know the figures for recidivism. We have worked hard to combat this phenomenon, in particular by strengthening staff in different jurisdictions or by working in the general interest, and by shortening the time taken to deal with cases. Indeed, for educational reasons, it seems to me important that justice be done quickly, because the faster it is, the more effective it is – especially for young people. We also strengthened prison work: 20 years ago, 50 per cent of prisoners were working, compared to only 29 per cent today. So I'm fighting for entrepreneurs to return to prison, because it's a guarantee of reintegration and, therefore, of no recidivism. Let us not forget that the media treatment of cases leads to talking about cases of recidivism, but not those where it is avoided. So you are right: it is very useful that we have precise figures. I wanted it so much that I asked earlier – therefore anticipating your question – for a report to be submitted to me: it will be submitted by the end of June. We will, of course, have the opportunity to discuss it together, which may make it possible to make more fine choices in our criminal policy. The aim is obviously not to deny the prison, it is to allow it to be also a vector of reintegration: it is our collective interest, and I watch over it, know it, with great attention and interest. Thank you for this particularly relevant question.
ParlaMint-FR_2021-06-15-O1305.u6	The next speaker is Mr Pierre-Yves Bournazel, to put his question, No. 1492, on the implementation of the reform of community justice.
ParlaMint-FR_2021-06-15-O1305.u7	Mr. Keeper of the Seals, on 15 December 2020, you signed the circular on the implementation of the reform on community justice: this is a great step forward for all our territories, especially the inhabitants of Barbès, the republican reconquest district (QRR) of the 18th arrondissement. Indeed, despite the efforts made for many years by the national police and all local actors, the inhabitants of this district note that the public space remains massively caught up in crime and drug trafficking. Many people's complaints, when they are actually filed, are not investigated: sometimes they are not even followed up, several years after they are filed, which prevents any means of action against delinquency. While the exceptional work of the police is visible on the ground, its efforts do not always lead to tangible results. This is partly due to the fact that judicial proceedings and sanctions are not always carried out quickly, leaving the feeling of impunity intact. The reform of the community justice system will make it possible to remedy these situations and to provide concrete responses to the incivilities and petty crime of everyday life, in particular through the recruitment of additional staff dedicated to the promotion of prohibitions to appear ordered by the public prosecutor and the development of new partnerships with local actors, as is the case with the work of general interest, including the principle – "You break, you repair; you dirty, you clean" – is now enshrined in the law. This mechanism to combat incivilities is a quick and useful penalty of reparation, effective against recidivism. But while these new levers are essential and need to be welcomed, our citizens now expect results. So, can you tell us to what extent these additional staff will be assigned as a matter of priority to the judicial treatment of cases involving republican reconquest districts? Furthermore, will the new alternatives to prosecution be introduced quickly?
ParlaMint-FR_2021-06-15-O1305.u8	The next speaker is Mr Custody of the Seals, Minister of Justice.
ParlaMint-FR_2021-06-15-O1305.u9	You're asking an essential question, which scares our compatriots: how can we solve the issue of low-intensity crime, which literally rots the lives of our fellow citizens? So far, petty delinquency – I say "small", but you understand the meaning of the expression – was no longer, or badly treated. The budget you voted for has made it possible to find sufficient means to establish community justice. In criminal cases, 1,000 additional staff were assigned to all jurisdictions. In civil matters – because we must also think about it – a plan for hiring 1,000 people is under way: never in the past 25 years had justice been provided with such means. That being said, there is a quick answer – I quote Dimitri Houbron, who has used this formula on many occasions in the gallery: "You break, you repair", in other words, "you compensate", all in a very short time, since from 18 months initially, cases are now dealt with in a particularly short time. In the context of community justice reform, we have doubled the number of prosecutors' delegates: it's not nothing! For example, in your home, Mr. Member of Parliament, the judicial court in Paris has benefited from thirty-five additional legal assistants and registry reinforcements. Of course, it is up to the heads of jurisdiction to assign the staff according to the needs: the Chancery cannot, of course, intervene to require that such staff be assigned to the treatment of a particular crime. I recall that some prosecutors, for example, decided to assign a lawyer to the relationship between the prosecutor's office and local elected officials, who were sometimes somewhat lost and did not receive a judicial response or advice, especially when they issued a call to order, a measure without any solemnity. Thus, in some prosecutors' offices, a prosecutor's representative is now present when the mayor decides on such a measure. The workforce has been operational since December and a number of local initiatives are aimed, among other things, at the application of the alternative measures you have mentioned, which are absolutely essential to ensure the prompt treatment of low-intensity crime. I have the honour to announce that a first assessment will be made by the end of the month – June is the month of hope! The report will of course be sent to you. Thanks to the information provided to me, I already know that local justice is effective and that the results of this policy are convincing. On this issue which concerns me as much as you, which concerns us all, our assessment will be truly positive.
ParlaMint-FR_2021-06-15-O1305.u10	Mrs Maud Petit, speaking on behalf of the Committee on the Environment, Public Health and Consumer Protection, raised her question, No. 1522, concerning the fight against child crime on the Internet.
ParlaMint-FR_2021-06-15-O1305.u11	Minister of Justice, several weeks ago, I met with the citizens' collective Team Moore, which fights against child crime on the Internet. Its operation is inspired by the actions of our Anglo-Saxon neighbours in this field: creating fake profiles of children on social networks, they find, without provocation to the crime, situations of child criminality. For having had access to some exchanges, I can assure you that the magnitude of the phenomenon is frightening. In the United Kingdom, activists are working with the British police to digitally compromise child criminals. In France, Team Moore has the same objective, and would like to work together with the police and the judiciary in a legal framework. Such collaboration is already effective on the ground, since last April, in Haute-Saône, the collective sent the Besançon Judicial Police a file containing screen copies of sexual discussions between a man and the one he thought was a 12-year-old child. A sentence of ten months' imprisonment was imposed on the man, accompanied by a socio-judicial follow-up with a duty of care for five years. There is of course no question here of replacing the police and the justice system: it is a question of being an aid, a relay, an additional force in the fight against child crime on the Internet, a real scourge for our children. The involvement of citizens on the ground is not a new phenomenon: there are several collectives of citizens, such as the "watchful Neighbours" scheme, which alerts law enforcement officials and accelerates their intervention in the event of burglary. Participatory public policies are also an invitation from institutions to direct action by citizens. While the intention of Team Moore is commendable, I think it is necessary and time to think about a legal framework to avoid any drift on such a sensitive subject. This framework, which would define both the possibilities and the limits of such collaboration, is also a wish of the collective. Minister, what is your position on the matter?
