ParlaMint-FR_2021-05-25-O1282.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-05-25-O1282.u2	Mr Nicolas Forissier has the floor to put his question, No. 1482, on wind farms.
ParlaMint-FR_2021-05-25-O1282.u3	My question is for the Minister for Environmental Transition and concerns the development, if not the proliferation, of wind farms in certain departments and regions. Wind energy is part of the energy mix and I've always thought it should be part of it. We could discuss its economic model and the massive public subsidies to this sector, which make this electricity very expensive, financed by taxpayers; But this is not the debate I want to open today. I would rather like, as I said, to address the proliferation of wind turbines in certain departments – notably the Indre, the Cher or the Eure-et-Loir, in the Centre-Val de Loire region – which ultimately undermines the will of the Government and the administration to develop this form of energy. Indeed, there is now a massive rejection of the population in many territories. It would be necessary, and this is the meaning of my question, to consider a pause and decree a moratorium in certain regions – particularly in the Centre-Val de Loire – in order to get around the table and determine what is still sustainable, both in terms of the areas of settlement and the evolution of the security distances. I recall that the perimeter of protection around a wind turbine had been set at 500 metres at the beginning of the installation of these towers, when they were about 80 to 100 metres high; Now they are more than 200 metres long and this distance has not changed. This is the type of question that our fellow citizens are asking themselves and of situations that they no longer accept, especially when they feel they are in front of the fait accompli, to be faced with the roller compressor of promoters who do not hesitate to use all the strings and tricks to impose this movement of wind proliferation, which is going to accelerate. A harmonious establishment of wind farms, including sometimes in preserved landscapes – this is the case in the municipality of La Châtre in my constituency – contributes to each territory taking its part in the fight for renewable energy. But when you get to a multiplication of wind turbines, your landscape no longer offers any perspective, the value of your property collapses and you are obsessed with something that destroys your life – that's the case of many of our fellow citizens – we have to ask ourselves about its development. Seventy per cent of wind farms are now appealed to the administrative court; This figure illustrates public concern. That is why I believe it is necessary to introduce a moratorium on these settlements, at least in certain regions, and to get around the table to define, in a consensual way, what is still possible, by means of interregional consultations – which is not being done enough at the moment.
ParlaMint-FR_2021-05-25-O1282.u4	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-05-25-O1282.u5	The minister of ecological transition cannot be present, she asked me to answer you. As you pointed out, Mr President, the multi-annual energy programming (EPP) sets ambitious targets for wind energy, which is a key part of our energy mix. As far as its economic model is concerned, ground wind is one of the most competitive renewable energies: the price of the megawatt hour is currently around 60 euros in the Government's tenders, compared to 80 euros five years ago; As a result of the public support policy and the visibility given to the sector, this cost has fallen significantly, making it one of the cheapest sources of electricity today. The wind energy sector comprises 900 companies and totals more than 20,000 jobs. Another key element is that wind turbines do not use fuel to operate and, in addition to their lower environmental impact, they protect consumers from fluctuations in raw material prices by guaranteeing a fixed cost of electricity produced over 20 years. However, we are aware of the need for a harmonious development of wind farms. Last December, the ecological defence council, chaired by the President of the Republic, decided several measures in this direction: to reduce the luminous nuisances of wind masts – experiments are under way with a view to generalisation; improve the recycling of wind turbines and generalize the excavation of foundations, since the regulations now require the removal of all the foundations from the towers at the end of operation and include minimum recycling targets for their components, which will increase over time. Similarly, there is a need to further improve transparency and consultation – you spoke of interregional consultation – which are at the heart of wind projects and a charter of good practice has been drawn up between the State and the sector. Finally, it will be necessary to achieve a better territorial distribution of wind energy and to better plan its development; regional prefects will determine, in conjunction with the regions and by combining municipalities and intercommunalities, a mapping of areas suitable for wind development in order to secure the achievement of the objectives of the EPP. All these combined actions will enable us to fulfil the objectives of the ecological transition and ensure the acceptance of the people.
ParlaMint-FR_2021-05-25-O1282.u6	Mr Nicolas Forissier has the floor.
ParlaMint-FR_2021-05-25-O1282.u7	As far as the price of wind energy is concerned, you take back what the ministry of ecological transition has traditionally said, but I am not at all sure that this is the truth; It's the taxpayer who pays, anyway. With regard to the need for consultation with the communities, I repeat that if we want to redefine zoning, we must establish a moratorium in order to be able to speak quietly, especially in areas already affected by an excessive proliferation of wind turbines.
ParlaMint-FR_2021-05-25-O1282.u8	Mrs Michèle Victory has the floor to raise her question, No. 1488, on road traffic in North Ardèche.
ParlaMint-FR_2021-05-25-O1282.u9	Since 1973, the Ardèche is the only French department not to have a passenger train line. This situation has led for more than fifty years to an increase in the use of the car and a sharp increase in road traffic in our department, particularly in the Rhône valley. If the end of the 20th century marked the era of all automobiles, in recent years our citizens' expectations have evolved in favour of more sustainable modes of mobility. Today, the Nord Ardèche is faced with a twofold challenge: to meet this demand for more mobility to the urban hubs that surround the department and to fluidize road traffic in the Rhône valley. To meet this challenge, rail traffic now appears to be the most suitable means of transport, as the train offers a large passenger capacity and has the lowest external costs in terms of CO emissions, air pollution, noise exposure and accidents. Finally, the proximity of our territory to the department of Drôme and its employment areas is the cause of many crossings of the Rhône, while the existing bridges are insufficient to allow the flow of movements. For example, more than 20,000 vehicles run daily between Tain-l'Hermitage, Tournon-sur-Rhône and the many municipalities of the Doux Valley, creating a situation which, day after day, affects the development of the communes centres. The 2015-2020 State-Region Plan (CPER) contract provided for the launch of studies for the Ardèche, in order to specify the conditions and costs for the accessibility of stations throughout the route, their urban integration and the necessary connections with other modes of transport. At present, despite the announcements of the president of the region, the Ardéchois remain waiting for concrete solutions to facilitate their mobility. I would like to draw your attention to the need to include in the new CPER a feasibility study, in order to reopen the right bank of the Rhône to passenger trains. This reopening of rail traffic in Ardèche would allow finally to serve our communes and to fluidize the road movements in our territory. However, I would also like to draw your and the attention of the State to the need for this study of mobility to take account of the problems of crossing the Rhône and the bridges of the Rhône valley for motor vehicles, which many citizens still need in our territories, often far from the main axes. Carpooling or shared vehicle solutions alone will not be able to meet individual travel requirements. We must be able to combine different uses in order to meet the needs of those who have chosen to live in our still largely rural departments.
ParlaMint-FR_2021-05-25-O1282.u10	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-05-25-O1282.u11	You're asking me about road traffic in North Ardèche. I would point out that the network serving this territory is entirely made up of departmental roads and local roads, which is why your proposal comes first and foremost under the responsibility of the authorities managing the roads, in particular the departmental councils of Ardèche and Drôme; As an organizing authority, the Auvergne-Rhône-Alpes region could also be asked to contribute to this mobility study. Furthermore, I would like to point out that the State has mobilized to improve the service of the territory: the motorway investment plan, approved by the Council of State in 2018, provides for the realization of two half-diffuser on the A7 motorway at the level of the communes of Saint-Rambert-d'Albon and Saint-Uze. The project was presented to the public in a consultation held in September 2019 and my services are organizing the launch of the public inquiry. As far as the rail section is concerned, I am fully aware of the absence of passenger services in Ardèche: studies are envisaged for the reopening of the railway line located on the right bank of the Rhône, between Livron and Le Teil. This project would provide a suitable mobility solution for people on this bank and would reduce congestion in rail traffic on the other bank. This approach is also part of the continuation of the one carried out for the reopening of the line in Occitanie, between Pont-Saint-Esprit and Nîmes. Studies on this operation are thus included in the State-region agreement for the recovery in Auvergne-Rhône-Alpes, signed on 16 January for an amount of EUR 3.2 million by 2022, including a State contribution of EUR 1 million. Finally, in order to allow for a first operational phase by the end of the summer of 2022, the State is supporting the regions by mobilising SNCF network and the public railway safety establishment (EPSF) to speed up safety studies at level crossings, prior to the reopening of the line to safe passenger traffic.
