ParlaMint-FR_2021-05-25-O1283.u1	The next item is the question to the Government.
ParlaMint-FR_2021-05-25-O1283.u2	Mrs Sylvia Pinel has the floor.
ParlaMint-FR_2021-05-25-O1283.u3	My question is for the Prime Minister. On 8 April, by a very large majority, our assembly finally voted on the first law of the Fifth Republic on regional languages, proposed by my colleague Paul Molac. This law is very much expected in our regions where our languages, our heritage, are at risk. They owe their survival to the involvement of volunteers in associations and a network of dynamic schools in Breton, Basque, Catalan, Corsican or Occitan. Last Friday, the Constitutional Council, while validating the majority of this text, censored two measures, which could have serious repercussions. I will not go back to the terms of the referral; In our country, the Council's decisions are binding on us. To come from a viscerally attached political family to the Republic, I assure you that this text does not threaten it in any way. Who can seriously believe that the ntilde, the ñ, in civil registration acts, constitutes a threat to the indivisibility of the Republic? While the future identity card will be bilingual in English and French, it will be forbidden to include the diacritical signs of regional languages. Today, the very existence of immersive schools is being called into question. However, I want to stress the contributions of linguistic and cultural diversity, the excellent pedagogical results of these teaching methods, including the mastery of French. [[Applause on the benches of the LT group and on a few benches of the LR, Dem and IDU-I groups]] What will become of associative schools that offer immersive teaching? Will you suspend their association contract, force them to change their pedagogy, suspend the projects being deployed? What is the future of the international schools provided for by law, in which education is conducted in a foreign language? So my question is simple: how do you intend to legally secure the existence of the immersive schools that have been operating for decades without calling into question the unity of our Republic?
ParlaMint-FR_2021-05-25-O1283.u4	The next speaker is the Minister for National Education, Youth and Sport.
ParlaMint-FR_2021-05-25-O1283.u5	One thing brings us together is that we are all for regional languages...
ParlaMint-FR_2021-05-25-O1283.u6	Liar!
ParlaMint-FR_2021-05-25-O1283.u7	Some more than others!
ParlaMint-FR_2021-05-25-O1283.u8	... which are now taught to 120,000 students in France, including 600,000 in the first degree. This figure has been increasing steadily since 2017, thanks to the impulses we have given to structures like Diwan or Seaska to which you referred. The debate must therefore start on a sound basis: we are all for regional languages.
ParlaMint-FR_2021-05-25-O1283.u9	The debate has been healthy in the Chamber!
ParlaMint-FR_2021-05-25-O1283.u10	Then there is a decision of the Constitutional Council. As you said, it is not our special responsibility to comment on it, but to apply it in a constructive way.
ParlaMint-FR_2021-05-25-O1283.u11	You're constructive when it suits you!
