ParlaMint-FR_2021-06-01-O1288.u1	The next item is the question to the Government.
ParlaMint-FR_2021-06-01-O1288.u2	Mr. Pierre Vatin has the floor.
ParlaMint-FR_2021-06-01-O1288.u3	[[Applause on the benches of the LR group and on a few benches of the groups LaREM, IUD-I and Agir ens]] First of all, Mr. Keeper of the Seals, I wish to pay tribute to the courage and professionalism of our gendarmes, our national police officers and our municipal police officers. They ensure our safety at the risk of their lives. The recent attack by a police officer in La Chapelle-sur-Erdre has once again moved the French. Unfortunately, this is one more case in addition to the list of attacks on our law enforcement agencies. "Subir" and "forces of law" don't rhyme and will never rhyme.
ParlaMint-FR_2021-06-01-O1288.u4	That's right!
ParlaMint-FR_2021-06-01-O1288.u5	Beyond emotion, the attack on La Chapelle-sur-Erdre arouses incomprehension and anger. How could an individual recognized as radicalized, on the file of reports for the prevention of terrorist radicalization (FSPRT), convicted on 19 occasions, notoriously violent and followed for schizophrenia, be released? He took the opportunity to do his heinous act, when he should have been interned. Mr. Minister of Justice, you said that our penal system was infallible: how can you reconcile your remarks with the tragic news that so often reveals the opposite? Unfortunately, the work of our police officers is disavowed by the impunity enjoyed by criminals. The break between justice and law enforcement is palpable. Regrettably, the anticipation of the Government is not at hand despite the recent evolution of society towards more violence and impunity. What are you waiting for to strengthen the enforcement of sentences?
ParlaMint-FR_2021-06-01-O1288.u6	That's right!
ParlaMint-FR_2021-06-01-O1288.u7	What are you waiting for to restore floor sentences? What are you waiting for to put security sentences in place? What are you finally waiting for to act in order to prevent individuals released in nature from continuing to threaten our society?
ParlaMint-FR_2021-06-01-O1288.u8	It's about time!
ParlaMint-FR_2021-06-01-O1288.u9	[[Applause on the benches of the LR group]] You told us you were the minister of prisoners, what are you waiting for to become the victim's?
ParlaMint-FR_2021-06-01-O1288.u10	The next speaker is Mr Custody of the Seals, Minister of Justice.
ParlaMint-FR_2021-06-01-O1288.u11	[[Protests and taps of desks on the benches of the LR group. – Applause on a few benches of the LaREM group]] First of all, honourable Member, I have never said, contrary to what you repeat in the envious, that I was the minister of prisoners: I said that I was, among other things, the minister of prisoners, but you are the parrot of a Member of Parliament who is more right than you!
