ParlaMint-FR_2021-11-16-O1062.u1	The next item is the question to the Government.
ParlaMint-FR_2021-11-16-O1062.u2	Mr Jean-Christophe Lagarde has the floor.
ParlaMint-FR_2021-11-16-O1062.u3	Mr Prime Minister, at the gates of Europe, at the Polish border, there is now both a tragedy and a scandal. A tragedy, when we see these families, men, women, children, deprived of everything, left to themselves in icy forests, some of which are in danger of death. This absolutely unbearable health and humanitarian crisis requires the European Union to call on Poland to provide relief to those who are prisoners of a political situation that they have not requested. A scandal, when the Belarusian dictator Lukashenko uses these people he is going to look for in the Near and Middle East – by airline, please – to blackmail the European Union that had reacted to the abduction of one of its opponents after a hijacking of aircraft. [[Applause on the benches of the UDI-I group and on a few benches of the LaREM group]] That is what is happening, and the European Union must both be able to convince Poland to let relief – I did not say to let the refugees in – and to act on the dictator Lukashenko's principal. This regime is so close to Mr Putin's Russia that Mr Putin can bring this scandal to an end. We expect France, the European Union and our German partner – I believe discussions have begun – to make Mr Putin aware that this cannot be the case. A predecessor, if I may say so, had already set an example: I am thinking of Turkish President Erdogan. Europe cannot be a set of states that are blackmailed on human misery. We must both be able to convince and save people who are in danger and to prohibit – or in any case to twist their arms – dictators from carrying out such aggression against the whole of the European Union.
ParlaMint-FR_2021-11-16-O1062.u4	The Prime Minister has the floor.
ParlaMint-FR_2021-11-16-O1062.u5	Thank you for this question, which deals with an extremely important subject, because what is happening today at the border between Poland and Belarus is a serious human tragedy for Europe and the values that we represent, grave for the pressure on the Union's external borders, grave at last because, as you said, the Lukashenko regime is using inhumanely and, I say, dishonest migratory flows in an attempt to destabilise and disunite the European Union. This is intolerable and unacceptable! As the Ministers did yesterday at the Foreign Affairs Council in Brussels, and as the French Minister for Europe and Foreign Affairs reiterated to his Polish counterpart, we must strongly reaffirm our full and complete solidarity with Poland, as with Lithuania and Latvia earlier. This was the subject of the declaration adopted at 27 by the European Union on Friday. We must fully support the requests of the Polish authorities for the protection of the Union's external border and for the reception of persons in need of protection, as you requested and as we did to Lithuania last September. There must also be strong pressure on the Belarusian authorities. The Foreign Ministers agreed yesterday on the early adoption of a fifth package of sanctions against this regime, as I say to the national representative. They also agreed to extend the designation criteria to sanction all those in Belarus or elsewhere who have been involved in this heinous trafficking in human beings. This must pave the way for a sixth package of sanctions. We must also maintain determined diplomatic action with our allies and in support of the European Commission and the High Representative to the countries of origin and transit in order to tarnish these flows. I see that these efforts are beginning to bear fruit. [[Applause on the benches of the LaREM and Dem groups]] As you said, this crisis only confirms the need to strengthen strongly, even to reshape our common policy on asylum and immigration. We must therefore move forward without further delay on the migration and asylum pact proposed by the Commission in September 2020. France has already made several proposals to develop and strengthen this pact. The French presidency of the Union, starting on 1 January, will give us an opportunity to move the subject forward, and we will discuss it in this Chamber during the debate on the French presidency of the European Union.
ParlaMint-FR_2021-11-16-O1062.u6	Mrs Isabelle Santiago has the floor.
ParlaMint-FR_2021-11-16-O1062.u7	Prime Minister, how many more documentaries, testimonies, telefilms like last night's about Lyes Louffok's broken childhood will be needed to highlight the dramatic state of child protection that is out of breath? The medico-social sector, children from child welfare (ASE) who have become adults, has been alerting for years; the word is free. Now we need action. Progress is under way with the law strengthening the fight against sexual and gender-based violence and the draft law on the protection of children, which is under discussion in the Senate. But we must go further, we must seize this opportunity in the Senate and the return of the text to the National Assembly to further improve it. This is a unique opportunity for your Government to change its paradigm. The time of the child, I have often said, is not the time of the adult, let alone the time of public policies and policies. The reality is there; then let us act and act hard. We are talking about our children, our youth, the future of this country. Today, in France, 170,000 minors are placed with foster families or in shelters and more than 10000 are at the hotel: it has to change. How can we remain blind and deaf in the face of this terrible observation: one out of four homeless people under 25 years of age is a child placed, often without a diploma? The solution? Prohibit dry outings, not only for reasons of health crisis but for the duty of parental replacement, a real accompaniment, as I proposed, up to 25 years, to bring them to autonomy, and compulsory until 21 years. [[Applause on the SOC benches]] Prime Minister, it is a real overhaul of the child protection system that is under way. It's necessary. There is a need for a cross-cutting policy. In the proposals, we need means, we need a clear national framework, we need recognition of educators and social workers – the medical and social sector is in great pain –, we need the presence of a lawyer to accompany these young people, and the story of Lyes showed it yesterday. It's no longer tolerable! What are you waiting for to urgently bring justice, departments and the State together to coordinate a comprehensive policy on children at risk and children in care?
ParlaMint-FR_2021-11-16-O1062.u8	The next speaker is the Secretary of State for Children and Families.
ParlaMint-FR_2021-11-16-O1062.u9	[[Exclaims on the SOC benches]] [[Applause on the benches of the LaREM group]] [[Applause on several benches of the LaREM group. – Exclaims on the benches of the LR group]] "You have to, you have to": yes, that's what we've been doing for the last three years to protect all of our country's children, because beyond the issue of child welfare alone, some children are at risk. No Government had done so much for the protection of children, both in prevention and protection.
ParlaMint-FR_2021-11-16-O1062.u10	You're not doing anything!
ParlaMint-FR_2021-11-16-O1062.u11	... whether it is the fight against incest, the threshold of non-consent, the improvement of the collection of the child's speech, the detection of violence during medical visits to school, or the care of children who are victims of sexual violence, on which I will have the opportunity to speak tomorrow.
